,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Cumulative ROI%,Running Max ROI%,Drawdown
10,2017-03-31,21699.0,21408.6,290.40000000000146,21536.5,50%,21681.7,21391.3,high,21400,2017-04-13,2,BANKNIFTY1741321400PE,PE,2017-04-11 13:41:00,14.8,2017-04-13 15:30:00,0.05,Friday Closing,14.75,0.14850000000000002,14.6015,322.8529128251013,4762.080464170244,4714.1368066157165,0.47620804641702447,0.4714136806615717,2017,2.0161888334916442,2.0161888334916442,0.0
11,2017-04-07,21786.95,21396.7,390.25,21700.5,50%,21895.625,21505.375,high,21500,2017-04-20,2,BANKNIFTY1742021500PE,PE,2017-04-18 10:08:00,14.85,2017-04-20 15:30:00,7.7,Friday Closing,7.1499999999999995,0.2255,6.924499999999999,319.6985699197899,2285.844774926498,2213.752747409585,0.2285844774926498,0.2213752747409585,2017,2.2447733109842942,2.2447733109842942,0.0
12,2017-04-07,21786.95,21396.7,390.25,21700.5,50%,21895.625,21505.375,low,21900,2017-04-20,1,BANKNIFTY1742021900CE,CE,2017-04-19 09:52:00,9.6,2017-04-20 15:30:00,0.05,Expiry Closing,9.549999999999999,0.0965,9.453499999999998,319.6985699197899,3053.1213427339935,3022.2704307367335,0.30531213427339937,0.3022270430736733,2017,-0.9084680544966908,-0.9084680544966908,0.0
13,2017-04-14,21947.0,21417.2,529.7999999999993,21567.5,50%,21832.4,21302.6,high,21300,2017-04-27,3,BANKNIFTY17APR21300PE,PE,2017-04-24 12:45:00,17.75,2017-04-27 15:30:00,0.1,Friday Closing,17.65,0.17850000000000002,17.4715,320.62439310382734,5659.0205382825525,5601.7890841135195,0.5659020538282553,0.560178908411352,2017,2.8106753648125493,2.8106753648125493,0.0
14,2017-04-28,22740.85,22185.25,555.5999999999985,22844.85,50%,23122.649999999998,22567.05,low,23100,2017-05-11,6,BANKNIFTY1751123100CE,CE,2017-05-05 13:16:00,18.8,2017-05-08 09:49:00,18.55,SL Hit,0.25,0.3735,-0.1235,302.7334669685352,75.6833667421338,-37.38758317061409,0.007568336674213381,-0.0037387583170614093,2017,-0.9008997178224775,-0.9008997178224775,0.0
15,2017-05-05,22977.2,22515.35,461.8500000000022,22840.4,50%,23071.325000000004,22609.475,low,23100,2017-05-18,6,BANKNIFTY1751823100CE,CE,2017-05-12 14:45:00,9.65,2017-05-17 14:17:00,15.35,SL Hit,-5.699999999999999,0.25,-5.949999999999999,303.40693479893326,-1729.4195283539193,-1805.2712620536527,-0.1729419528353919,-0.18052712620536526,2017,-1.0738416706578693,-0.9008997178224775,-0.17294195283539182
16,2017-05-12,22977.65,22579.35,398.3000000000029,22761.95,50%,22961.100000000002,22562.8,low,23000,2017-05-25,2,BANKNIFTY17MAY23000CE,CE,2017-05-23 09:26:00,10.2,2017-05-25 15:30:00,196.2,Expiry Closing,-186.0,2.0639999999999996,-188.064,304.863442953517,-56704.600389354164,-57333.838535610215,-5.670460038935416,-5.733383853561022,2017,-6.744301709593286,-0.9008997178224775,-5.843401991770808
17,2017-06-02,23653.35,23309.05,344.2999999999993,23483.95,50%,23656.1,23311.800000000003,high,23300,2017-06-15,6,BANKNIFTY1761523300PE,PE,2017-06-09 13:59:00,35.5,2017-06-15 15:30:00,0.1,Friday Closing,35.4,0.35600000000000004,35.044,295.90676400590127,10475.099445808904,10369.756637822804,1.0475099445808904,1.0369756637822805,2017,3.8581853093934395,3.8581853093934395,0.0
18,2017-06-09,23706.65,23311.9,394.75,23448.6,50%,23645.975,23251.225,high,23300,2017-06-22,3,BANKNIFTY1762223300PE,PE,2017-06-19 13:44:00,15.3,2017-06-22 15:30:00,0.05,Friday Closing,15.25,0.15350000000000003,15.0965,296.03346869816113,4514.510397646957,4469.06926020179,0.45145103976469575,0.446906926020179,2017,4.3096363491581355,4.3096363491581355,0.0
19,2017-06-16,23896.9,23391.0,505.90000000000146,23772.3,50%,24025.25,23519.35,low,24000,2017-06-29,6,BANKNIFTY17JUN24000CE,CE,2017-06-23 15:13:00,15.85,2017-06-29 15:30:00,0.05,Expiry Closing,15.799999999999999,0.159,15.640999999999998,291.3601315282879,4603.490078146949,4557.163817233951,0.4603490078146949,0.45571638172339507,2017,-6.283952701778591,-0.9008997178224775,-5.383052983956113
20,2017-06-30,23540.15,22998.05,542.1000000000022,23463.75,50%,23734.800000000003,23192.699999999997,high,23200,2017-07-13,3,BANKNIFTY1771323200PE,PE,2017-07-10 12:30:00,25.05,2017-07-13 15:30:00,0.05,Friday Closing,25.0,0.251,24.749,294.925594485734,7373.13986214335,7299.11353792743,0.737313986214335,0.7299113537927431,2017,5.04695033537247,5.04695033537247,0.0
21,2017-07-14,24299.6,23756.2,543.3999999999978,24231.4,50%,24503.1,23959.700000000004,high,24000,2017-07-27,2,BANKNIFTY17JUL24000PE,PE,2017-07-25 09:15:00,12.95,2017-07-27 15:30:00,0.1,Friday Closing,12.85,0.1305,12.7195,285.678138684493,3670.9640820957347,3633.6830849974085,0.36709640820957345,0.36336830849974083,2017,5.414046743582044,5.414046743582044,0.0
22,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,high,24300,2017-08-10,3,BANKNIFTY1781024300PE,PE,2017-08-07 09:17:00,7.4,2017-08-08 10:10:00,29.15,SL Hit,-21.75,0.3655,-22.1155,280.9360790152789,-6110.3597185823155,-6213.0418554624,-0.6110359718582316,-0.6213041855462401,2017,4.803010771723812,5.414046743582044,-0.6110359718582314
23,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,low,24900,2017-08-10,1,BANKNIFTY1781024900CE,CE,2017-08-09 15:19:00,2.0,2017-08-10 15:30:00,0.05,Expiry Closing,1.95,0.020499999999999997,1.9295,280.9360790152789,547.8253540797938,542.0661644599807,0.05478253540797937,0.054206616445998064,2017,-6.229170166370611,-0.9008997178224775,-5.328270448548134
24,2017-08-04,24977.8,24081.4,896.3999999999978,23958.25,50%,24406.449999999997,23510.050000000003,high,23500,2017-08-17,1,BANKNIFTY1781723500PE,PE,2017-08-16 14:58:00,2.65,2017-08-17 15:30:00,0.05,Friday Closing,2.6,0.026999999999999996,2.573,286.80942947458567,745.7045166339228,737.9606620381089,0.07457045166339228,0.07379606620381089,2017,4.877581223387205,5.414046743582044,-0.536465520194839
25,2017-08-25,24421.75,24105.75,316.0,24389.2,50%,24547.2,24231.2,low,24500,2017-09-07,3,BANKNIFTY1790724500CE,CE,2017-09-04 12:00:00,45.0,2017-09-07 15:30:00,0.05,Expiry Closing,44.95,0.45049999999999996,44.499500000000005,285.16490679181334,12818.16256029201,12689.695769782298,1.281816256029201,1.2689695769782299,2017,-4.947353910341411,-0.9008997178224775,-4.046454192518933
26,2017-09-01,24494.15,24151.9,342.25,24409.5,50%,24580.625,24238.375,high,24200,2017-09-14,3,BANKNIFTY1791424200PE,PE,2017-09-11 11:25:00,23.2,2017-09-14 15:30:00,0.05,Friday Closing,23.15,0.2325,22.917499999999997,284.77713646418675,6592.590709145923,6526.380024917999,0.6592590709145923,0.6526380024918,2017,5.536840294301797,5.536840294301797,0.0
27,2017-09-15,25104.9,24710.85,394.0500000000029,24704.55,50%,24901.575,24507.524999999998,low,24900,2017-09-28,6,BANKNIFTY17SEP24900CE,CE,2017-09-22 09:30:00,40.8,2017-09-28 15:30:00,0.1,Expiry Closing,40.699999999999996,0.409,40.291,281.10671714540143,11441.043387817837,11326.070740505369,1.1441043387817837,1.132607074050537,2017,-3.8032495715596264,-0.9008997178224775,-2.902349853737149
28,2017-09-29,24228.6,24006.25,222.34999999999854,24083.55,50%,24194.725,23972.375,high,24000,2017-10-12,6,BANKNIFTY17101224000PE,PE,2017-10-06 09:53:00,65.4,2017-10-12 15:30:00,0.05,Friday Closing,65.35000000000001,0.6545000000000001,64.69550000000001,289.3192627731871,18907.013822227782,18717.65436474273,1.890701382222778,1.8717654364742733,2017,7.427541676524575,7.427541676524575,0.0
29,2017-10-06,24460.2,23978.6,481.6000000000022,24411.1,50%,24651.9,24170.299999999996,high,24200,2017-10-19,6,BANKNIFTY17101924200PE,PE,2017-10-13 11:03:00,,2017-10-19 15:30:00,,Friday Closing,,,,283.9537723258653,,,,,2017,,,
30,2017-10-13,24877.05,23924.1,952.9500000000007,24085.45,50%,24561.925000000003,23608.975,high,23600,2017-10-26,1,BANKNIFTY17OCT23600PE,PE,2017-10-25 09:15:00,2.0,2017-10-26 15:30:00,0.05,Friday Closing,1.95,0.020499999999999997,1.9295,284.99394896776204,555.7382004871359,549.8958245332968,0.05557382004871359,0.05498958245332968,2017,7.483115496573289,7.483115496573289,0.0
31,2017-10-20,25177.35,23914.05,1263.2999999999993,24887.6,50%,25519.25,24255.949999999997,high,24300,2017-11-02,1,BANKNIFTY17110224300PE,PE,2017-11-01 12:54:00,1.4,2017-11-02 15:30:00,0.05,Friday Closing,1.3499999999999999,0.014499999999999999,1.3355,274.30273225114377,370.30868853904406,366.3312989214025,0.03703086885390441,0.03663312989214025,2017,7.520146365427193,7.520146365427193,0.0
32,2017-10-27,25598.15,24802.4,795.75,25531.4,50%,25929.275,25133.525,low,25900,2017-11-09,1,BANKNIFTY17110925900CE,CE,2017-11-08 15:04:00,1.35,2017-11-09 15:30:00,0.05,Expiry Closing,1.3,0.014000000000000002,1.286,269.96512629065023,350.9546641778453,347.1751524097762,0.035095466417784535,0.03471751524097762,2017,-3.768154105141842,-0.9008997178224775,-2.8672543873193646
