,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown
276,2023-04-28,43737.5,42811.1,926.4000000000016,43110.65,50%,43573.850000000006,42647.45,low,43600,2023-05-11,6,BANKNIFTY2351143600CE,CE,2023-05-05 15:04:00,47.3,2023-05-11 15:30:00,0.05,Expiry Closing,47.25,0.4735,46.7765,200.6880733944954,9482.511467889908,9387.485665137614,0.9482511467889908,0.9387485665137614,2023,44900,BANKNIFTY2351144900CE,9.3,0.05,-9.25,-1856.3646788990825,7531.120986238531,0.7531120986238532,BANKNIFTY,5,315.3410720635245,317.28462369729505,-1.9435516337705394
646,2023-04-28,18267.1,17885.8,381.2999999999993,18117.3,40%,18269.82,17964.78,high,17950,2023-05-11,3,NIFTY2351117950PE,PE,2023-05-08 12:09:00,8.1,2023-05-11 15:30:00,0.05,Friday Closing,8.049999999999999,0.0815,7.968499999999999,835.6545961002785,6727.019498607241,6658.913649025068,0.6727019498607242,0.6658913649025068,2023,17600,NIFTY2351117600PE,2.8,0.05,-2.75,-2298.050139275766,4360.863509749302,0.43608635097493015,NIFTY,5,315.7771584144994,317.28462369729505,-1.5074652827956356
277,2023-05-05,43672.05,42587.55,1084.5,43447.15,50%,43989.4,42904.9,high,42900,2023-05-18,3,BANKNIFTY2351842900PE,PE,2023-05-15 10:46:00,39.8,2023-05-18 15:30:00,0.05,Friday Closing,39.75,0.3984999999999999,39.3515,203.96270396270396,8107.517482517482,8026.238344988345,0.8107517482517481,0.8026238344988345,2023,41600,BANKNIFTY2351841600PE,10.05,0.05,-10.0,-2039.6270396270395,5986.611305361305,0.5986611305361305,BANKNIFTY,5,316.37581954503554,317.28462369729505,-0.9088041522595063
647,2023-05-05,18357.8,18055.7,302.09999999999854,18273.75,40%,18394.59,18152.91,high,18150,2023-05-18,3,NIFTY2351818150PE,PE,2023-05-15 11:09:00,15.75,2023-05-18 15:30:00,19.95,Friday Closing,-4.199999999999999,0.357,-4.557,826.4462809917354,-3471.0743801652884,-3766.115702479339,-0.3471074380165288,-0.37661157024793385,2023,17800,NIFTY2351817800PE,3.75,0.05,-3.7,-3057.8512396694214,-6823.96694214876,-0.6823966942148759,NIFTY,5,315.69342285082064,317.28462369729505,-1.5912008464744076
648,2023-05-05,18357.8,18055.7,302.09999999999854,18273.75,40%,18394.59,18152.91,low,18400,2023-05-18,1,NIFTY2351818400CE,CE,2023-05-17 11:55:00,5.8,2023-05-18 15:30:00,0.05,Expiry Closing,5.75,0.0584999999999999,5.6915,815.2173913043478,4687.5,4639.809782608695,0.46875,0.46398097826086954,2023,18750,NIFTY2351818750CE,2.3,0.05,-2.25,-1834.2391304347825,2805.5706521739125,0.28055706521739127,NIFTY,5,315.97397991603805,317.28462369729505,-1.3106437812569993
649,2023-05-12,18458.25,18105.4,352.84999999999854,18186.15,40%,18327.29,18045.01,high,18050,2023-05-25,3,NIFTY23MAY18050PE,PE,2023-05-22 15:05:00,10.0,2023-05-25 15:30:00,0.05,Friday Closing,9.95,0.1005,9.8495,831.0249307479226,8268.69806094183,8185.180055401664,0.826869806094183,0.8185180055401664,2023,17700,NIFTY23MAY17700PE,3.3,0.1,-3.2,-2659.2797783933524,5525.900277008312,0.5525900277008312,NIFTY,5,316.5265699437389,317.28462369729505,-0.7580537535561689
278,2023-05-12,44151.7,43347.75,803.9499999999971,43930.0,50%,44331.975,43528.025,low,44300,2023-05-25,0,BANKNIFTY23MAY44300CE,CE,2023-05-25 09:36:00,6.3,2023-05-25 15:30:00,0.05,Expiry Closing,6.25,0.0635,6.1865,197.5169300225734,1234.4808126410837,1221.9384875846504,0.12344808126410838,0.12219384875846505,2023,45600,BANKNIFTY23MAY45600CE,3.05,0.05,-3.0,-592.5507900677202,629.3876975169302,0.06293876975169302,BANKNIFTY,5,316.58950871349055,317.28462369729505,-0.6951149838045012
279,2023-05-19,44093.8,43393.35,700.4500000000044,43765.35,50%,44115.575,43415.125,high,43400,2023-06-01,3,BANKNIFTY2360143400PE,PE,2023-05-29 09:15:00,46.3,2023-06-01 15:30:00,0.05,Friday Closing,46.25,0.4634999999999999,45.7865,201.61290322580643,9324.596774193547,9231.149193548386,0.9324596774193548,0.9231149193548387,2023,42100,BANKNIFTY2360142100PE,9.3,0.05,-9.25,-1864.9193548387095,7366.229838709677,0.7366229838709678,BANKNIFTY,5,317.3261316973615,317.3261316973615,0.0
650,2023-05-19,18419.65,18061.15,358.5,18368.35,40%,18511.75,18224.95,high,18200,2023-06-01,3,NIFTY2360118200PE,PE,2023-05-29 09:15:00,8.55,2023-06-01 15:30:00,0.05,Friday Closing,8.5,0.086,8.414,824.1758241758242,7005.494505494506,6934.615384615385,0.7005494505494506,0.6934615384615385,2023,17850,NIFTY2360117850PE,3.4,0.05,-3.35,-2760.989010989011,4173.626373626374,0.4173626373626374,NIFTY,5,317.7434943347242,317.7434943347242,0.0
651,2023-05-26,18661.75,18333.25,328.5,18550.85,40%,18682.25,18419.45,high,18400,2023-06-08,1,NIFTY2360818400PE,PE,2023-06-07 12:47:00,3.3,2023-06-08 15:30:00,0.05,Friday Closing,3.25,0.0334999999999999,3.2165,815.2173913043478,2649.45652173913,2622.1467391304345,0.264945652173913,0.2622146739130435,2023,18050,NIFTY2360818050PE,1.75,0.05,-1.7,-1385.8695652173913,1236.2771739130433,0.12362771739130432,NIFTY,6,317.86712205211546,317.86712205211546,0.0
280,2023-05-26,44494.75,43589.15,905.5999999999984,43997.3,50%,44450.100000000006,43544.5,high,43500,2023-06-08,0,BANKNIFTY2360843500PE,PE,2023-06-08 10:22:00,4.6,2023-06-08 15:30:00,0.05,Friday Closing,4.55,0.0464999999999999,4.5035,201.14942528735634,915.2298850574713,905.8764367816092,0.09152298850574712,0.09058764367816093,2023,42200,BANKNIFTY2360842200PE,2.3,0.05,-2.25,-452.58620689655174,453.29022988505744,0.04532902298850574,BANKNIFTY,6,317.91245107510395,317.91245107510395,0.0
652,2023-06-02,18777.8,18478.5,299.2999999999993,18655.9,40%,18775.620000000003,18536.18,high,18550,2023-06-15,0,NIFTY2361518550PE,PE,2023-06-15 09:57:00,2.0,2023-06-15 15:30:00,0.05,Friday Closing,1.95,0.0204999999999999,1.9295,808.6253369272238,1576.8194070080863,1560.2425876010782,0.15768194070080863,0.15602425876010784,2023,18200,NIFTY2361518200PE,1.3,0.05,-1.25,-1010.7816711590297,549.4609164420485,0.05494609164420485,NIFTY,6,317.9673971667481,317.9673971667481,0.0
281,2023-06-02,44458.15,43813.65,644.5,44045.75,50%,44368.0,43723.5,low,44400,2023-06-15,0,BANKNIFTY2361544400CE,CE,2023-06-15 12:05:00,6.7,2023-06-15 15:30:00,0.05,Expiry Closing,6.65,0.0675,6.5825000000000005,197.07207207207207,1310.5292792792793,1297.2269144144145,0.13105292792792794,0.12972269144144144,2023,45700,BANKNIFTY2361545700CE,4.4,0.4,-4.0,-788.2882882882883,508.9386261261262,0.050893862612612625,BANKNIFTY,6,318.01829102936074,318.01829102936074,0.0
653,2023-06-09,18793.9,18555.7,238.20000000000076,18723.3,40%,18818.58,18628.02,high,18650,2023-06-22,6,NIFTY2362218650PE,PE,2023-06-16 14:39:00,20.7,2023-06-22 15:30:00,0.05,Friday Closing,20.65,0.2075,20.4425,804.289544235925,16608.579088471848,16441.689008042897,1.6608579088471849,1.6441689008042897,2023,18300,NIFTY2362218300PE,4.9,0.05,-4.8500000000000005,-3900.8042895442363,12540.88471849866,1.254088471849866,NIFTY,6,319.2723795012106,319.2723795012106,0.0
282,2023-06-09,44218.05,43397.5,820.5500000000029,43583.35,50%,43993.625,43173.075,high,43200,2023-06-22,6,BANKNIFTY2362243200PE,PE,2023-06-16 14:51:00,36.65,2023-06-20 10:25:00,90.35,SL Hit,-53.7,1.27,-54.97,202.5462962962963,-10876.736111111111,-11133.969907407407,-1.0876736111111112,-1.1133969907407406,2023,41900,BANKNIFTY2362241900PE,7.75,7.95,0.2000000000000001,40.50925925925928,-11093.460648148148,-1.1093460648148148,BANKNIFTY,6,318.1630334363958,319.2723795012106,-1.1093460648148152
655,2023-06-16,18886.05,18661.15,224.89999999999785,18741.85,40%,18831.81,18651.89,low,18850,2023-06-28,5,NIFTY23JUN18850CE,CE,2023-06-23 09:41:00,,2023-06-28 09:15:00,,SL Hit,,,,795.7559681697612,,,,,2023,19250,NIFTY23JUN19250CE,0.0,0.0,0.0,0.0,,,NIFTY,6,,,
283,2023-06-16,44077.55,43347.4,730.1500000000015,43641.6,50%,44006.675,43276.525,high,43300,2023-06-28,1,BANKNIFTY23JUN43300PE,PE,2023-06-27 14:53:00,,2023-06-28 15:30:00,,Friday Closing,,,,202.0785219399538,,,,,2023,42000,BANKNIFTY23JUN42000PE,0.0,0.0,0.0,0.0,,,BANKNIFTY,6,,,
654,2023-06-16,18886.05,18661.15,224.89999999999785,18741.85,40%,18831.81,18651.89,high,18650,2023-06-28,0,NIFTY23JUN18650PE,PE,2023-06-28 09:15:00,,2023-06-28 15:30:00,,Friday Closing,,,,804.289544235925,,,,,2023,18300,NIFTY23JUN18300PE,0.0,0.0,0.0,0.0,,,NIFTY,6,,,
656,2023-06-23,19010.4,18647.45,362.9500000000007,19076.85,40%,19222.03,18931.67,high,18950,2023-07-06,3,NIFTY2370618950PE,PE,2023-07-03 09:15:00,13.5,2023-07-06 15:30:00,0.05,Friday Closing,13.45,0.1355,13.3145,791.55672823219,10646.437994722955,10539.182058047494,1.0646437994722955,1.0539182058047494,2023,18550,NIFTY2370618550PE,4.0,0.05,-3.95,-3126.6490765171507,7412.532981530343,0.7412532981530343,NIFTY,7,318.9042867345488,319.2723795012106,-0.36809276666178903
284,2023-06-23,44501.1,43521.35,979.75,44666.0,50%,45155.875,44176.125,high,44200,2023-07-06,3,BANKNIFTY2370644200PE,PE,2023-07-03 09:39:00,46.8,2023-07-06 15:30:00,0.05,Friday Closing,46.75,0.4684999999999999,46.2815,197.9638009049774,9254.807692307693,9162.061651583712,0.9254807692307694,0.9162061651583712,2023,42900,BANKNIFTY2370642900PE,13.9,0.05,-13.85,-2741.798642533937,6420.263009049775,0.6420263009049775,BANKNIFTY,7,319.5463130354538,319.5463130354538,0.0
657,2023-07-07,19567.0,19303.6,263.40000000000146,19493.45,40%,19598.81,19388.09,high,19400,2023-07-20,3,NIFTY2372019400PE,PE,2023-07-17 09:15:00,26.95,2023-07-20 15:30:00,0.05,Friday Closing,26.9,0.27,26.63,773.1958762886597,20798.969072164946,20590.206185567007,2.0798969072164946,2.059020618556701,2023,19000,NIFTY2372019000PE,4.75,0.05,-4.7,-3634.020618556701,16956.185567010307,1.6956185567010307,NIFTY,7,321.24193159215486,321.24193159215486,0.0
285,2023-07-07,45227.25,44562.4,664.8499999999985,44860.65,50%,45193.075,44528.225000000006,high,44500,2023-07-20,3,BANKNIFTY2372044500PE,PE,2023-07-17 14:40:00,44.75,2023-07-20 15:30:00,0.05,Friday Closing,44.7,0.4479999999999999,44.252,196.6292134831461,8789.325842696631,8701.235955056181,0.878932584269663,0.8701235955056181,2023,43200,BANKNIFTY2372043200PE,11.4,0.05,-11.35,-2231.741573033708,6469.4943820224735,0.6469494382022474,BANKNIFTY,7,321.8888810303571,321.8888810303571,0.0
658,2023-07-21,19887.4,19603.55,283.8500000000022,19659.75,40%,19773.29,19546.21,high,19550,2023-08-03,2,NIFTY2380319550PE,PE,2023-08-01 09:15:00,13.45,2023-08-02 10:18:00,31.75,SL Hit,-18.3,0.452,-18.752,767.2634271099744,-14040.920716112532,-14387.72378516624,-1.4040920716112533,-1.438772378516624,2023,19150,NIFTY2380319150PE,2.85,1.15,-1.7000000000000002,-1304.3478260869565,-15692.071611253195,-1.5692071611253195,NIFTY,8,320.3196738692318,321.8888810303571,-1.5692071611252913
286,2023-07-21,46369.5,45570.65,798.8499999999985,45560.9,50%,45960.325,45161.475000000006,low,46000,2023-08-03,1,BANKNIFTY2380346000CE,CE,2023-08-02 10:46:00,11.45,2023-08-03 15:30:00,0.1,Expiry Closing,11.35,0.1154999999999999,11.2345,190.2173913043478,2158.9673913043475,2136.9972826086955,0.21589673913043475,0.21369972826086953,2023,47400,BANKNIFTY2380347400CE,4.5,0.05,-4.45,-846.4673913043478,1290.5298913043478,0.12905298913043478,BANKNIFTY,8,320.44872685836225,321.8888810303571,-1.440154171994834
659,2023-07-21,19887.4,19603.55,283.8500000000022,19659.75,40%,19773.29,19546.21,low,19750,2023-08-03,1,NIFTY2380319750CE,CE,2023-08-02 11:03:00,11.4,2023-08-03 15:30:00,0.1,Expiry Closing,11.3,0.115,11.185,759.493670886076,8582.27848101266,8494.93670886076,0.858227848101266,0.849493670886076,2023,20150,NIFTY2380320150CE,2.6,0.05,-2.5500000000000003,-1936.708860759494,6558.227848101265,0.6558227848101266,NIFTY,8,321.1045496431724,321.8888810303571,-0.7843313871846931
660,2023-08-04,19645.5,19436.45,209.04999999999927,19554.25,40%,19637.87,19470.63,low,19650,2023-08-17,6,NIFTY2381719650CE,CE,2023-08-11 09:40:00,33.3,2023-08-17 15:30:00,0.05,Expiry Closing,33.25,0.3334999999999999,32.9165,763.3587786259542,25381.679389312976,25127.09923664122,2.5381679389312977,2.5127099236641217,2023,20050,NIFTY2381720050CE,2.8,0.05,-2.75,-2099.236641221374,23027.862595419847,2.3027862595419846,NIFTY,8,323.40733590271435,323.40733590271435,0.0
287,2023-08-04,45118.05,44419.05,699.0,44568.15,50%,44917.65,44218.65,low,44900,2023-08-17,6,BANKNIFTY2381744900CE,CE,2023-08-11 14:42:00,67.55,2023-08-17 15:30:00,0.05,Expiry Closing,67.5,0.6759999999999999,66.824,194.87750556792872,13154.23162583519,13022.49443207127,1.315423162583519,1.302249443207127,2023,46200,BANKNIFTY2381746200CE,7.45,0.05,-7.4,-1442.0935412026727,11580.400890868597,1.1580400890868596,BANKNIFTY,8,324.5653759918012,324.5653759918012,0.0
661,2023-08-11,19555.15,19258.2,296.9500000000007,19301.75,40%,19420.53,19182.97,high,19200,2023-08-24,3,NIFTY2382419200PE,PE,2023-08-21 15:00:00,16.05,2023-08-24 15:30:00,0.1,Friday Closing,15.95,0.1615,15.7885,781.25,12460.9375,12334.765625,1.24609375,1.2334765625,2023,18800,NIFTY2382418800PE,2.3,0.05,-2.25,-1757.8125,10576.953125,1.0576953125,NIFTY,8,325.6230713043012,325.6230713043012,0.0
288,2023-08-11,44568.15,43614.35,953.8000000000028,43724.75,50%,44201.65,43247.85,high,43200,2023-08-24,1,BANKNIFTY2382443200PE,PE,2023-08-23 11:29:00,6.15,2023-08-24 15:30:00,0.05,Friday Closing,6.1000000000000005,0.062,6.038,202.5462962962963,1235.5324074074076,1222.9745370370372,0.12355324074074076,0.12229745370370372,2023,41900,BANKNIFTY2382441900PE,3.1,0.05,-3.0500000000000003,-617.7662037037038,605.2083333333334,0.060520833333333336,BANKNIFTY,8,325.68359213763455,325.68359213763455,0.0
662,2023-08-18,19584.45,19253.6,330.8500000000022,19297.4,40%,19429.74,19165.06,high,19150,2023-08-31,1,NIFTY23AUG19150PE,PE,2023-08-30 09:15:00,3.0,2023-08-31 15:04:00,0.15,SL Hit,2.85,0.0315,2.8185,783.289817232376,2232.3759791122716,2207.7023498694516,0.22323759791122713,0.22077023498694517,2023,18750,NIFTY23AUG18750PE,1.4,0.2,-1.2,-939.9477806788511,1267.7545691906005,0.12677545691906006,NIFTY,8,325.8103675945536,325.8103675945536,0.0
663,2023-08-25,19452.8,19224.6,228.20000000000076,19258.15,40%,19349.43,19166.870000000003,high,19150,2023-09-07,6,NIFTY2390719150PE,PE,2023-09-01 11:07:00,28.05,2023-09-07 15:30:00,0.05,Friday Closing,28.0,0.281,27.719,261.0966057441253,7310.704960835509,7237.336814621411,0.731070496083551,0.7237336814621411,2023,18750,NIFTY2390718750PE,4.4,0.05,-4.3500000000000005,-1135.7702349869453,6101.566579634466,0.6101566579634465,NIFTY,9,326.42052425251705,326.42052425251705,0.0
289,2023-08-25,44779.65,43897.6,882.0500000000029,43996.1,50%,44437.125,43555.075,high,43600,2023-09-06,5,BANKNIFTY2390643600PE,PE,2023-09-01 14:00:00,22.55,2023-09-06 15:30:00,0.05,Friday Closing,22.5,0.226,22.274,66.8960244648318,1505.1605504587155,1490.0420489296635,0.15051605504587157,0.14900420489296634,2023,42300,BANKNIFTY2390642300PE,6.65,0.05,-6.6000000000000005,-441.5137614678899,1048.5282874617735,0.10485282874617735,BANKNIFTY,9,326.52537708126323,326.52537708126323,0.0
290,2023-09-01,44915.55,43832.8,1082.75,44953.65,50%,45495.025,44412.275,high,44400,2023-09-13,2,BANKNIFTY2391344400PE,PE,2023-09-11 14:24:00,15.85,2023-09-13 15:30:00,0.05,Friday Closing,15.8,0.159,15.640999999999998,65.69069069069069,1037.9129129129128,1027.4680930930929,0.10379129129129129,0.1027468093093093,2023,43100,BANKNIFTY2391343100PE,6.5,0.05,-6.45,-423.7049549549549,603.763138138138,0.060376313813813795,BANKNIFTY,9,326.58575339507706,326.58575339507706,0.0
664,2023-09-01,19737.0,19258.15,478.84999999999854,19774.8,40%,19966.34,19583.26,high,19600,2023-09-14,3,NIFTY2391419600PE,PE,2023-09-11 14:31:00,8.3,2023-09-14 15:30:00,0.05,Friday Closing,8.25,0.0835,8.1665,255.10204081632654,2104.591836734694,2083.2908163265306,0.2104591836734694,0.20832908163265304,2023,19200,NIFTY2391419200PE,3.65,0.05,-3.6,-918.3673469387755,1164.9234693877552,0.11649234693877551,NIFTY,9,326.70224574201586,326.70224574201586,0.0
694,2023-09-05,9208.2,8971.75,236.45000000000076,9241.3,50%,9359.525,9123.075,low,9350,2023-09-18,6,MIDCPNIFTY239189350CE,CE,2023-09-12 09:40:00,10.8,2023-09-18 15:30:00,0.05,Expiry Closing,10.75,0.1085,10.6415,668.4491978609627,7185.82887700535,7113.302139037435,0.718582887700535,0.7113302139037435,2023,9525,MIDCPNIFTY239189525CE,3.45,0.05,-3.4000000000000004,-2272.7272727272734,4840.574866310162,0.4840574866310162,MIDCPNIFTY,9,327.18630322864686,327.18630322864686,0.0
665,2023-09-08,20167.65,19728.7,438.9500000000007,20156.45,40%,20332.03,19980.87,low,20350,2023-09-21,1,NIFTY2392120350CE,CE,2023-09-20 09:15:00,3.7,2023-09-21 15:30:00,0.05,Expiry Closing,3.65,0.0375,3.6125,245.7002457002457,896.8058968058967,887.5921375921375,0.08968058968058967,0.08875921375921376,2023,20750,NIFTY2392120750CE,1.75,0.05,-1.7,-417.69041769041763,469.9017199017199,0.04699017199017199,NIFTY,9,327.233293400637,327.233293400637,0.0
291,2023-09-08,46153.9,44812.15,1341.75,46122.15,50%,46793.025,45451.275,low,46800,2023-09-20,0,BANKNIFTY2392046800CE,CE,2023-09-20 11:04:00,6.1,2023-09-20 15:30:00,0.05,Expiry Closing,6.05,0.0615,5.9885,62.32193732193732,377.0477207977208,373.21492165242165,0.037704772079772075,0.037321492165242165,2023,48200,BANKNIFTY2392048200CE,4.4,0.05,-4.3500000000000005,-271.10042735042737,102.11449430199428,0.010211449430199429,BANKNIFTY,9,327.2435048500672,327.2435048500672,0.0
695,2023-09-19,9206.3,8975.55,230.75,9186.95,50%,9302.325,9071.575,low,9300,2023-09-29,1,MIDCPNIFTY23SEP9300CE,CE,2023-09-28 13:14:00,3.75,2023-09-29 15:30:00,0.05,Expiry Closing,3.7,0.038,3.662,672.0430107526881,2486.559139784946,2461.021505376344,0.24865591397849462,0.2461021505376344,2023,9475,MIDCPNIFTY23SEP9475CE,1.35,0.05,-1.3,-873.6559139784946,1587.3655913978496,0.15873655913978496,MIDCPNIFTY,9,327.402241409207,327.402241409207,0.0
666,2023-09-15,20222.45,19711.0,511.4500000000007,19744.85,40%,19949.43,19540.27,low,19950,2023-09-28,0,NIFTY23SEP19950CE,CE,2023-09-28 14:06:00,0.95,2023-09-28 15:30:00,0.05,Expiry Closing,0.8999999999999999,0.01,0.8899999999999999,250.6265664160401,225.56390977443607,223.05764411027567,0.022556390977443608,0.02230576441102757,2023,20350,NIFTY23SEP20350CE,0.5,0.05,-0.45,-112.78195488721805,110.27568922305763,0.011027568922305763,NIFTY,9,327.41326897812934,327.41326897812934,0.0
667,2023-09-22,19798.65,19492.1,306.5500000000029,19581.2,40%,19703.820000000003,19458.58,high,19450,2023-10-05,6,NIFTY23100519450PE,PE,2023-09-29 13:58:00,16.85,2023-10-03 10:01:00,63.0,SL Hit,-46.15,0.7985,-46.9485,257.0694087403599,-11863.753213367609,-12069.023136246788,-1.186375321336761,-1.2069023136246786,2023,19050,NIFTY23100519050PE,3.75,4.05,0.2999999999999998,77.12082262210792,-11991.90231362468,-1.1991902313624678,NIFTY,9,326.21407874676686,327.41326897812934,-1.1991902313624792
668,2023-09-22,19798.65,19492.1,306.5500000000029,19581.2,40%,19703.820000000003,19458.58,low,19700,2023-10-05,1,NIFTY23100519700CE,CE,2023-10-04 09:15:00,4.5,2023-10-05 15:30:00,0.05,Expiry Closing,4.45,0.0455,4.4045000000000005,507.61421319796955,2258.8832487309646,2235.7868020304572,0.22588832487309646,0.22357868020304572,2023,20100,NIFTY23100520100CE,1.45,0.05,-1.4,-710.6598984771573,1525.1269035533,0.15251269035533,NIFTY,10,326.36659143712217,327.41326897812934,-1.0466775410071705
292,2023-09-22,44996.75,44182.5,814.25,44445.35,50%,44852.475,44038.225,low,44900,2023-10-04,0,BANKNIFTY23100444900CE,CE,2023-10-04 09:16:00,3.95,2023-10-04 15:30:00,0.05,Expiry Closing,3.9,0.04,3.86,129.91833704528582,506.6815144766147,501.48478099480326,0.05066815144766148,0.05014847809948033,2023,46200,BANKNIFTY23100446200CE,2.0,0.05,-1.95,-253.34075723830736,248.1440237564959,0.024814402375649587,BANKNIFTY,10,326.3914058394978,327.41326897812934,-1.021863138631545
696,2023-09-26,9217.45,8997.75,219.70000000000076,9112.9,50%,9222.75,9003.05,low,9225,2023-10-09,5,MIDCPNIFTY2310099225CE,CE,2023-10-04 11:49:00,7.8,2023-10-09 15:30:00,0.05,Expiry Closing,7.75,0.0785,7.6715,1355.0135501355014,10501.355013550135,10394.986449864498,1.0501355013550135,1.0394986449864498,2023,9400,MIDCPNIFTY2310099400CE,2.25,0.05,-2.2,-2981.0298102981033,7413.956639566395,0.7413956639566395,MIDCPNIFTY,10,327.13280150345446,327.41326897812934,-0.28046747467487876
293,2023-09-29,44755.05,43857.5,897.5500000000029,44395.4,50%,44844.175,43946.625,low,44800,2023-10-11,2,BANKNIFTY23101144800CE,CE,2023-10-09 09:15:00,14.8,2023-10-11 15:30:00,0.1,Expiry Closing,14.7,0.149,14.551000000000002,130.20833333333334,1914.0625,1894.6614583333337,0.19140625,0.18946614583333338,2023,46100,BANKNIFTY23101146100CE,3.1,0.05,-3.0500000000000003,-397.13541666666674,1497.526041666667,0.1497526041666667,BANKNIFTY,10,327.28255410762114,327.41326897812934,-0.13071487050819997
669,2023-09-29,19726.25,19333.6,392.6500000000015,19621.2,40%,19778.26,19464.14,high,19450,2023-10-12,1,NIFTY23101219450PE,PE,2023-10-11 09:15:00,5.85,2023-10-12 15:30:00,0.05,Friday Closing,5.8,0.059,5.741,514.1388174807198,2982.0051413881747,2951.6709511568124,0.2982005141388175,0.29516709511568123,2023,19050,NIFTY23101219050PE,2.45,0.05,-2.4000000000000004,-1233.9331619537277,1717.7377892030847,0.17177377892030848,NIFTY,10,327.4543278865414,327.4543278865414,0.0
697,2023-10-03,9130.55,8932.35,198.1999999999989,9057.25,50%,9156.35,8958.150000000001,high,8950,2023-10-16,5,MIDCPNIFTY2310168950PE,PE,2023-10-11 09:15:00,13.7,2023-10-16 15:30:00,0.05,Friday Closing,13.65,0.1375,13.5125,1396.6480446927374,19064.245810055865,18872.20670391061,1.9064245810055866,1.887220670391061,2023,8775,MIDCPNIFTY2310168775PE,4.15,0.05,-4.1000000000000005,-5726.256983240224,13145.949720670387,1.3145949720670387,MIDCPNIFTY,10,328.76892285860845,328.76892285860845,0.0
670,2023-10-06,19843.3,19480.5,362.7999999999993,19654.55,40%,19799.67,19509.43,high,19500,2023-10-19,6,NIFTY23101919500PE,PE,2023-10-13 14:22:00,17.5,2023-10-19 15:30:00,0.1,Friday Closing,17.4,0.176,17.224,512.8205128205128,8923.076923076922,8832.820512820514,0.8923076923076922,0.8832820512820514,2023,19100,NIFTY23101919100PE,4.75,0.05,-4.7,-2410.25641025641,6422.564102564103,0.6422564102564103,NIFTY,10,329.4111792688649,329.4111792688649,0.0
698,2023-10-10,9222.5,9051.7,170.79999999999927,9206.85,50%,9292.25,9121.45,low,9300,2023-10-23,5,MIDCPNIFTY2310239300CE,CE,2023-10-18 11:12:00,7.25,2023-10-23 15:30:00,0.1,Expiry Closing,7.15,0.0735,7.0765,1344.0860215053763,9610.21505376344,9511.424731182795,0.9610215053763441,0.9511424731182795,2023,9475,MIDCPNIFTY2310239475CE,1.55,0.1,-1.45,-1948.9247311827955,7562.499999999999,0.7562499999999999,MIDCPNIFTY,10,330.1674292688649,330.1674292688649,0.0
294,2023-10-06,44710.55,43796.75,913.8000000000028,44322.05,50%,44778.95,43865.15,low,44800,2023-10-18,0,BANKNIFTY23101844800CE,CE,2023-10-18 15:11:00,0.15,2023-10-18 15:30:00,0.05,Expiry Closing,0.0999999999999999,0.002,0.0979999999999999,130.20833333333334,13.02083333333332,12.760416666666655,0.001302083333333332,0.0012760416666666656,2023,46100,BANKNIFTY23101846100CE,0.05,0.05,0.0,0.0,12.760416666666655,0.0012760416666666656,BANKNIFTY,10,330.16870531053155,330.16870531053155,0.0
671,2023-10-13,19849.75,19512.35,337.40000000000146,19542.15,40%,19677.11,19407.19,low,19700,2023-10-26,3,NIFTY23OCT19700CE,CE,2023-10-23 13:34:00,8.55,2023-10-26 15:30:00,0.05,Expiry Closing,8.5,0.086,8.414,507.61421319796955,4314.720812182741,4271.065989847715,0.4314720812182741,0.42710659898477155,2023,20100,NIFTY23OCT20100CE,1.85,0.05,-1.8,-913.7055837563452,3357.36040609137,0.335736040609137,NIFTY,10,330.5044413511407,330.5044413511407,0.0
295,2023-10-13,44589.85,43558.1,1031.75,43584.25,50%,44100.125,43068.375,low,44100,2023-10-26,3,BANKNIFTY23OCT44100CE,CE,2023-10-23 15:02:00,18.35,2023-10-26 15:30:00,0.05,Expiry Closing,18.3,0.184,18.116,132.27513227513228,2420.634920634921,2396.2962962962965,0.2420634920634921,0.23962962962962966,2023,45400,BANKNIFTY23OCT45400CE,5.2,0.05,-5.15,-681.2169312169312,1715.0793650793653,0.17150793650793653,BANKNIFTY,10,330.6759492876487,330.6759492876487,0.0
699,2023-10-17,9213.75,8816.45,397.2999999999993,8863.25,50%,9061.9,8664.6,low,9050,2023-10-30,4,MIDCPNIFTY23OCT9050CE,CE,2023-10-26 09:22:00,4.25,2023-10-30 15:30:00,0.05,Expiry Closing,4.2,0.043,4.157,1381.2154696132595,5801.1049723756905,5741.71270718232,0.580110497237569,0.574171270718232,2023,9225,MIDCPNIFTY23OCT9225CE,1.85,0.05,-1.8,-2486.187845303867,3255.5248618784526,0.3255524861878452,MIDCPNIFTY,10,331.00150177383654,331.00150177383654,0.0
