,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
96,2018-11-09,10651.2,10441.9,209.3000000000011,10644.0,40%,10727.720000000001,10560.279999999999,high,10550,2018-11-22,3,NIFTY18112210550PE,PE,2018-11-19 09:15:00,,2018-11-22 15:30:00,,Friday Closing,,,,792.3398448132501,,,,,2018
97,2018-11-16,10774.25,10513.15,261.10000000000036,10568.3,40%,10672.74,10463.859999999999,high,10450,2018-11-29,2,NIFTY18NOV10450PE,PE,2018-11-27 13:45:00,7.45,2018-11-29 15:30:00,0.05,Friday Closing,7.4,0.075,7.325,796.4215374870932,5893.51937740449,5833.7877620929585,0.589351937740449,0.5833787762092958,2018
98,2018-11-30,10941.05,10588.3,352.75,10644.8,40%,10785.9,10503.699999999999,low,10800,2018-12-13,3,NIFTY18121310800CE,CE,2018-12-10 09:45:00,,2018-12-13 15:30:00,,Expiry Closing,,,,788.0659008520383,,,,,2018
99,2018-12-14,10984.75,10753.05,231.70000000000073,10944.25,40%,11036.93,10851.57,low,11050,2018-12-27,6,NIFTY18DEC11050CE,CE,2018-12-21 10:20:00,21.8,2018-12-27 15:30:00,0.05,Expiry Closing,21.75,0.21850000000000003,21.5315,770.1416970117596,16750.58191000577,16582.3059492087,1.675058191000577,1.6582305949208702,2018
100,2018-12-28,10923.1,10662.35,260.75,10699.7,40%,10804.0,10595.400000000001,high,10600,2019-01-10,3,NIFTY1911010600PE,PE,2019-01-07 09:15:00,,2019-01-10 15:30:00,,Friday Closing,,,,786.7456497593483,,,,,2019
101,2019-01-04,10870.35,10628.8,241.5500000000011,10834.75,40%,10931.37,10738.13,low,10950,2019-01-17,3,NIFTY1911710950CE,CE,2019-01-14 09:22:00,,2019-01-15 15:00:00,,SL Hit,,,,777.5786566551127,,,,,2019
102,2019-01-11,10930.4,10692.45,237.9499999999989,10914.85,40%,11010.03,10819.67,low,11000,2019-01-24,1,NIFTY1912411000CE,CE,2019-01-23 15:15:00,,2019-01-24 15:30:00,,Expiry Closing,,,,772.0233278201785,,,,,2019
103,2019-01-18,10987.2,10798.9,188.3000000000011,10859.75,40%,10935.07,10784.43,low,10950,2019-01-31,6,NIFTY19JAN10950CE,CE,2019-01-25 14:19:00,27.95,2019-01-31 15:30:00,0.05,Expiry Closing,27.9,0.28,27.619999999999997,777.3155544500402,21687.10396915612,21469.455613910108,2.168710396915612,2.1469455613910107,2019
104,2019-01-25,10931.35,10583.95,347.39999999999964,10851.35,40%,10990.31,10712.390000000001,high,10700,2019-02-07,1,NIFTY1920710700PE,PE,2019-02-06 09:22:00,,2019-02-07 15:30:00,,Friday Closing,,,,773.4085753723052,,,,,2019
105,2019-02-01,11117.9,10813.65,304.25,11023.5,40%,11145.2,10901.8,low,11150,2019-02-14,3,NIFTY1921411150CE,CE,2019-02-11 09:15:00,5.2,2019-02-14 15:30:00,0.1,Expiry Closing,5.1000000000000005,0.053,5.047000000000001,762.6601586333129,3889.5668090298964,3849.1458206223306,0.3889566809029896,0.38491458206223306,2019
106,2019-02-08,11041.15,10718.85,322.2999999999993,10780.25,40%,10909.17,10651.33,low,10900,2019-02-21,6,NIFTY1922110900CE,CE,2019-02-15 11:03:00,15.55,2019-02-21 15:30:00,0.05,Expiry Closing,15.5,0.15600000000000003,15.344,779.161017749288,12076.995775113965,11955.446656345075,1.2076995775113966,1.1955446656345075,2019
107,2019-02-15,10808.8,10585.9,222.89999999999964,10782.7,40%,10871.86,10693.54,high,10700,2019-02-28,3,NIFTY19FEB10700PE,PE,2019-02-25 15:04:00,12.95,2019-02-28 15:30:00,0.05,Friday Closing,12.899999999999999,0.13,12.769999999999998,781.8349390076767,10085.670713199028,9984.032171128028,1.0085670713199029,0.9984032171128029,2019
108,2019-02-22,10939.55,10729.45,210.09999999999854,10842.65,40%,10926.689999999999,10758.61,high,10750,2019-03-07,2,NIFTY1930710750PE,PE,2019-03-05 13:24:00,10.35,2019-03-07 15:30:00,0.05,Friday Closing,10.299999999999999,0.10400000000000001,10.196,777.9117006156486,8012.4905163411795,7931.5876994771525,0.801249051634118,0.7931587699477152,2019
109,2019-03-01,11088.75,10818.7,270.0499999999993,11038.85,40%,11146.87,10930.83,high,10950,2019-03-14,3,NIFTY1931410950PE,PE,2019-03-11 11:31:00,8.6,2019-03-14 15:30:00,0.05,Friday Closing,8.549999999999999,0.08650000000000001,8.4635,762.5458985347456,6519.767432472074,6453.807212248819,0.6519767432472073,0.645380721224882,2019
110,2019-03-08,11383.4,11009.2,374.1999999999989,11376.85,40%,11526.53,11227.17,high,11250,2019-03-20,2,NIFTY1932011250PE,PE,2019-03-18 09:32:00,7.45,2019-03-20 15:30:00,0.1,Friday Closing,7.3500000000000005,0.0755,7.274500000000001,737.4292176396539,5420.104749651457,5364.428843719663,0.5420104749651456,0.5364428843719662,2019
111,2019-03-15,11552.5,11372.2,180.29999999999927,11545.2,40%,11617.32,11473.080000000002,low,11600,2019-03-28,6,NIFTY19MAR11600CE,CE,2019-03-22 14:10:00,25.95,2019-03-28 15:30:00,0.15,Expiry Closing,25.8,0.261,25.539,731.6661674121054,18876.987119232323,18686.02224953776,1.8876987119232322,1.868602224953776,2019
112,2019-03-22,11587.5,11311.95,275.5499999999993,11625.45,40%,11735.67,11515.230000000001,high,11500,2019-04-04,3,NIFTY1940411500PE,PE,2019-04-01 14:34:00,8.75,2019-04-04 15:30:00,0.05,Friday Closing,8.7,0.08800000000000001,8.612,724.2875779567762,6301.301928223952,6237.5646213637565,0.6301301928223952,0.6237564621363756,2019
113,2019-03-29,11760.85,11559.65,201.20000000000073,11638.4,40%,11718.88,11557.92,low,11700,2019-04-11,3,NIFTY1941111700CE,CE,2019-04-08 14:26:00,19.0,2019-04-11 15:30:00,0.05,Expiry Closing,18.95,0.1905,18.7595,725.325287058149,13744.914189751924,13606.739722567345,1.3744914189751924,1.3606739722567345,2019
114,2019-04-05,11710.05,11549.8,160.25,11612.85,40%,11676.95,11548.75,high,11550,2019-04-18,3,NIFTY1941811550PE,PE,2019-04-15 10:24:00,12.95,2019-04-18 15:30:00,0.05,Friday Closing,12.899999999999999,0.13,12.769999999999998,727.9298104385134,9390.294554656823,9295.663679299814,0.9390294554656823,0.9295663679299815,2019
115,2019-04-12,11856.15,11579.75,276.39999999999964,11727.05,40%,11837.609999999999,11616.49,low,11850,2019-04-25,3,NIFTY19APR11850CE,CE,2019-04-22 14:41:00,5.65,2019-04-25 15:30:00,0.1,Expiry Closing,5.550000000000001,0.0575,5.492500000000001,718.0503496905204,3985.179440782389,3943.891545675184,0.39851794407823893,0.3943891545675184,2019
116,2019-04-26,11789.1,11656.0,133.10000000000036,11722.6,40%,11775.84,11669.36,low,11800,2019-05-09,3,NIFTY1950911800CE,CE,2019-05-06 09:15:00,10.25,2019-05-09 15:30:00,0.05,Expiry Closing,10.2,0.10300000000000001,10.097,721.8168725118547,7362.5320996209175,7288.184961752197,0.7362532099620918,0.7288184961752197,2019
117,2019-05-10,11345.45,11108.45,237.0,11261.9,40%,11356.699999999999,11167.1,high,11150,2019-05-23,6,NIFTY1952311150PE,PE,2019-05-17 13:30:00,167.0,2019-05-23 15:30:00,0.15,Friday Closing,166.85,1.6715,165.17849999999999,748.4568580661637,124880.0267683394,123628.98113008181,12.48800267683394,12.36289811300818,2019
118,2019-05-24,11968.15,11658.4,309.75,11999.8,40%,12123.699999999999,11875.9,low,12100,2019-06-06,6,NIFTY1960612100CE,CE,2019-05-31 12:00:00,16.35,2019-06-03 09:27:00,17.1,SL Hit,-0.75,0.3345,-1.0845,701.106097973391,-525.8295734800432,-760.3495632521425,-0.052582957348004326,-0.07603495632521426,2019
119,2019-05-31,12102.05,11830.65,271.39999999999964,11865.2,40%,11973.76,11756.640000000001,high,11750,2019-06-13,3,NIFTY1961311750PE,PE,2019-06-10 09:34:00,10.65,2019-06-13 15:30:00,0.05,Friday Closing,10.6,0.10700000000000001,10.493,709.8856165481853,7524.787535410765,7448.829774440109,0.7524787535410764,0.7448829774440109,2019
120,2019-06-07,12000.3,11769.65,230.64999999999964,11910.1,40%,12002.36,11817.84,low,12000,2019-06-20,6,NIFTY1962012000CE,CE,2019-06-14 15:12:00,12.3,2019-06-20 15:30:00,0.05,Expiry Closing,12.25,0.12350000000000001,12.1265,708.19405516915,8675.377175822088,8587.915210008698,0.8675377175822088,0.8587915210008698,2019
121,2019-06-14,11911.45,11625.2,286.25,11827.6,40%,11942.1,11713.1,low,11950,2019-06-27,6,NIFTY19JUN11950CE,CE,2019-06-21 15:06:00,11.55,2019-06-27 15:30:00,0.05,Expiry Closing,11.5,0.11600000000000002,11.384,711.7676120615301,8185.327538707596,8102.762495708459,0.8185327538707596,0.8102762495708459,2019
122,2019-06-28,11969.0,11775.85,193.14999999999964,11964.75,40%,12042.01,11887.49,low,12050,2019-07-11,6,NIFTY1971112050CE,CE,2019-07-05 11:45:00,34.85,2019-07-11 15:30:00,0.05,Expiry Closing,34.800000000000004,0.349,34.45100000000001,705.8622273191934,24564.00551070793,24317.659593373537,2.456400551070793,2.4317659593373535,2019
123,2019-07-12,11706.6,11532.5,174.10000000000036,11627.95,40%,11697.59,11558.310000000001,low,11700,2019-07-25,6,NIFTY19JUL11700CE,CE,2019-07-19 09:42:00,17.95,2019-07-25 15:30:00,0.05,Expiry Closing,17.9,0.18,17.72,726.6454030274612,13006.952714191553,12876.156541646611,1.3006952714191553,1.2876156541646613,2019
124,2019-07-19,11639.9,11230.2,409.6999999999989,11247.45,40%,11411.33,11083.570000000002,low,11400,2019-08-01,2,NIFTY1980111400CE,CE,2019-07-30 14:55:00,2.2,2019-08-01 15:30:00,0.05,Expiry Closing,2.1500000000000004,0.0225,2.1275000000000004,744.8737351386736,1601.4785305481485,1584.7188715075283,0.16014785305481485,0.15847188715075283,2019
125,2019-08-02,11079.8,10782.75,297.0499999999993,11087.9,40%,11206.72,10969.08,low,11200,2019-08-14,1,NIFTY1981411200CE,CE,2019-08-13 14:43:00,1.55,2019-08-14 15:30:00,0.05,Expiry Closing,1.5,0.016,1.484,758.4734873361698,1137.7102310042546,1125.574655206876,0.11377102310042546,0.1125574655206876,2019
126,2019-08-09,11181.3,10904.8,276.5,11043.65,40%,11154.25,10933.05,low,11150,2019-08-22,6,NIFTY1982211150CE,CE,2019-08-16 09:34:00,21.0,2019-08-22 15:30:00,0.05,Expiry Closing,20.95,0.21050000000000002,20.7395,762.0413743640316,15964.766792926463,15804.357083622834,1.5964766792926461,1.5804357083622833,2019
127,2019-08-16,11146.8,10718.95,427.84999999999854,10699.6,40%,10870.74,10528.460000000001,high,10550,2019-08-29,3,NIFTY19AUG10550PE,PE,2019-08-26 09:15:00,7.3,2019-08-29 15:30:00,0.05,Friday Closing,7.25,0.0735,7.1765,781.9154905737788,5668.887306659896,5611.416518102724,0.5668887306659895,0.5611416518102723,2019
128,2019-08-23,11141.7,10637.75,503.9500000000007,10987.8,40%,11189.38,10786.22,low,11200,2019-09-05,2,NIFTY1990511200CE,CE,2019-09-03 15:17:00,1.4,2019-09-05 15:30:00,0.05,Expiry Closing,1.3499999999999999,0.014499999999999999,1.3355,759.6488813499944,1025.5259898224924,1014.5110810429175,0.10255259898224924,0.10145110810429175,2019
129,2019-08-30,11042.35,10746.6,295.75,10883.8,40%,11002.099999999999,10765.5,high,10750,2019-09-12,3,NIFTY1991210750PE,PE,2019-09-09 10:34:00,8.15,2019-09-12 15:30:00,0.05,Friday Closing,8.1,0.08200000000000002,8.017999999999999,772.5797802237755,6257.896219812581,6194.544677834231,0.6257896219812581,0.6194544677834232,2019
130,2019-09-06,11081.75,10867.65,214.10000000000036,10986.8,40%,11072.439999999999,10901.16,high,10900,2019-09-19,6,NIFTY1991910900PE,PE,2019-09-13 15:05:00,13.95,2019-09-17 13:25:00,66.6,SL Hit,-52.64999999999999,0.8055,-53.455499999999994,767.6718049499478,-40417.92053061475,-41036.28016950193,-4.041792053061475,-4.103628016950193,2019
131,2019-09-06,11081.75,10867.65,214.10000000000036,10986.8,40%,11072.439999999999,10901.16,low,11050,2019-09-19,2,NIFTY1991911050CE,CE,2019-09-17 12:16:00,15.35,2019-09-19 15:30:00,0.05,Expiry Closing,15.299999999999999,0.154,15.145999999999999,767.6718049499478,11745.378615734202,11627.15715777191,1.1745378615734203,1.1627157157771908,2019
132,2019-09-13,11084.3,10670.5,413.7999999999993,10746.8,40%,10912.32,10581.279999999999,high,10600,2019-09-26,6,NIFTY19SEP10600PE,PE,2019-09-20 10:53:00,12.0,2019-09-26 15:30:00,0.05,Friday Closing,11.95,0.12050000000000001,11.8295,778.9361015805988,9308.286413888156,9214.424613647692,0.9308286413888156,0.9214424613647693,2019
133,2019-09-27,11593.1,11248.75,344.35000000000036,11388.45,40%,11526.19,11250.710000000001,low,11550,2019-10-10,6,NIFTY19101011550CE,CE,2019-10-04 12:56:00,17.3,2019-10-10 15:30:00,0.05,Expiry Closing,17.25,0.17350000000000002,17.0765,737.4509703553385,12721.02923862959,12593.081495272938,1.272102923862959,1.2593081495272938,2019
134,2019-10-04,11399.9,11090.65,309.25,11257.7,40%,11381.400000000001,11134.0,high,11150,2019-10-17,3,NIFTY19101711150PE,PE,2019-10-14 11:10:00,22.0,2019-10-17 15:30:00,1.05,Friday Closing,20.95,0.2305,20.7195,746.8325513557206,15646.141950902347,15473.997047814853,1.5646141950902348,1.5473997047814854,2019
135,2019-10-18,11713.8,11535.95,177.84999999999854,11646.15,40%,11717.289999999999,11575.01,high,11600,2019-10-31,2,NIFTY19OCT11600PE,PE,2019-10-29 10:49:00,21.95,2019-10-31 15:30:00,0.05,Friday Closing,21.9,0.22,21.68,725.4237114554646,15886.779280874674,15727.186064354473,1.5886779280874672,1.5727186064354473,2019
136,2019-10-18,11713.8,11535.95,177.84999999999854,11646.15,40%,11717.289999999999,11575.01,low,11700,2019-10-31,6,NIFTY19OCT11700CE,CE,2019-10-25 09:18:00,43.65,2019-10-29 10:35:00,71.6,SL Hit,-27.949999999999996,1.1525,-29.102499999999996,725.4237114554646,-20275.592735180235,-21111.643562632657,-2.0275592735180235,-2.1111643562632656,2019
137,2019-11-01,12021.1,11843.35,177.75,11987.15,40%,12058.25,11916.05,low,12050,2019-11-14,6,NIFTY19111412050CE,CE,2019-11-08 15:06:00,25.7,2019-11-14 15:30:00,0.05,Expiry Closing,25.65,0.2575,25.3925,704.9115750627165,18080.981900358674,17899.467169780026,1.8080981900358675,1.7899467169780026,2019
138,2019-11-08,12033.95,11802.9,231.0500000000011,11904.2,40%,11996.62,11811.78,high,11800,2019-11-21,1,NIFTY19112111800PE,PE,2019-11-20 09:15:00,6.05,2019-11-21 15:30:00,0.05,Friday Closing,6.0,0.061,5.939,708.5329034344674,4251.197420606804,4207.976913497302,0.42511974206068043,0.42079769134973016,2019
139,2019-11-15,12038.5,11867.8,170.70000000000073,11967.3,40%,12035.58,11899.019999999999,high,11900,2019-11-28,3,NIFTY19NOV11900PE,PE,2019-11-25 13:31:00,16.8,2019-11-28 15:30:00,0.05,Friday Closing,16.75,0.1685,16.5815,706.2393337088865,11829.50883962385,11710.5075118939,1.1829508839623848,1.17105075118939,2019
140,2019-11-15,12038.5,11867.8,170.70000000000073,11967.3,40%,12035.58,11899.019999999999,low,12050,2019-11-28,6,NIFTY19NOV12050CE,CE,2019-11-22 11:33:00,23.0,2019-11-25 13:31:00,62.05,SL Hit,-39.05,0.8505,-39.900499999999994,706.2393337088865,-27578.645981332018,-28179.302534651422,-2.7578645981332017,-2.8179302534651423,2019
141,2019-11-22,12157.75,11883.6,274.14999999999964,12146.2,40%,12255.86,12036.54,low,12250,2019-12-05,6,NIFTY19120512250CE,CE,2019-11-29 11:55:00,11.05,2019-12-05 15:30:00,0.05,Expiry Closing,11.0,0.11100000000000002,10.889,693.545781364996,7629.003595014956,7552.020013283441,0.7629003595014956,0.7552020013283441,2019
142,2019-11-29,12146.65,11935.5,211.14999999999964,12047.35,40%,12131.81,11962.890000000001,low,12150,2019-12-12,6,NIFTY19121212150CE,CE,2019-12-06 11:30:00,16.2,2019-12-12 15:30:00,0.05,Expiry Closing,16.15,0.1625,15.987499999999999,700.6374151919623,11315.29425535019,11201.440675381496,1.131529425535019,1.1201440675381495,2019
143,2019-12-06,12056.85,11832.5,224.35000000000036,12031.3,40%,12121.039999999999,11941.56,high,11950,2019-12-19,3,NIFTY19121911950PE,PE,2019-12-16 09:15:00,16.25,2019-12-19 15:30:00,0.05,Friday Closing,16.2,0.163,16.037,701.2599578914021,11360.411317840713,11246.105944704415,1.1360411317840713,1.1246105944704416,2019
144,2019-12-20,12293.25,12120.1,173.14999999999964,12172.9,40%,12242.16,12103.64,high,12100,2020-01-02,6,NIFTY2010212100PE,PE,2019-12-27 15:06:00,11.3,2020-01-02 15:30:00,0.05,Friday Closing,11.25,0.11350000000000002,11.1365,694.3219170473185,7811.121566782333,7732.316029197463,0.7811121566782333,0.7732316029197464,2019
145,2019-12-27,12289.75,12152.25,137.5,12261.1,40%,12316.1,12206.1,low,12300,2020-01-09,6,NIFTY2010912300CE,CE,2020-01-03 14:26:00,24.2,2020-01-09 15:30:00,0.05,Expiry Closing,24.15,0.2425,23.9075,690.1535388637636,16667.20796355989,16499.845730385427,1.666720796355989,1.6499845730385427,2020
146,2020-01-10,12389.0,12213.6,175.39999999999964,12328.4,40%,12398.56,12258.24,high,12250,2020-01-23,3,NIFTY2012312250PE,PE,2020-01-20 09:15:00,15.35,2020-01-21 09:15:00,89.6,SL Hit,-74.25,1.0494999999999999,-75.2995,685.5634847917823,-50903.08874578984,-51622.58762307881,-5.090308874578985,-5.162258762307881,2020
147,2020-01-10,12389.0,12213.6,175.39999999999964,12328.4,40%,12398.56,12258.24,low,12400,2020-01-23,3,NIFTY2012312400CE,CE,2020-01-20 13:12:00,14.3,2020-01-23 15:30:00,0.05,Expiry Closing,14.25,0.14350000000000002,14.1065,685.5634847917823,9769.279658282898,9670.901298215278,0.9769279658282898,0.9670901298215278,2020
148,2020-01-17,12430.5,12088.8,341.7000000000007,12174.55,40%,12311.23,12037.869999999999,low,12300,2020-01-30,2,NIFTY20JAN12300CE,CE,2020-01-28 14:49:00,4.45,2020-01-30 15:30:00,0.1,Expiry Closing,4.3500000000000005,0.0455,4.304500000000001,690.4265455198222,3003.355473011227,2971.9410651900753,0.30033554730112266,0.2971941065190075,2020
149,2020-01-24,12272.05,12011.0,261.0499999999993,12100.4,40%,12204.82,11995.98,low,12200,2020-02-06,6,NIFTY2020612200CE,CE,2020-01-31 11:10:00,79.7,2020-02-06 15:30:00,0.05,Expiry Closing,79.65,0.7975,78.8525,696.4461581571871,55471.93649721996,54916.52068608961,5.547193649721996,5.491652068608961,2020
150,2020-02-07,12231.55,11990.8,240.75,12190.15,40%,12286.449999999999,12093.85,low,12300,2020-02-20,6,NIFTY2022012300CE,CE,2020-02-14 14:45:00,14.15,2020-02-20 15:30:00,0.05,Expiry Closing,14.1,0.14200000000000002,13.958,691.819036418168,9754.648413496168,9656.410110324789,0.9754648413496169,0.9656410110324789,2020
151,2020-02-14,12246.5,11908.3,338.2000000000007,12012.55,40%,12147.83,11877.269999999999,low,12150,2020-02-27,3,NIFTY20FEB12150CE,CE,2020-02-24 14:35:00,10.25,2020-02-27 15:30:00,0.1,Expiry Closing,10.15,0.1035,10.0465,699.713446763743,7102.091484651992,7029.671142911944,0.7102091484651991,0.7029671142911944,2020
152,2020-02-21,12012.55,11536.95,475.59999999999854,11382.0,40%,11572.24,11191.76,low,11550,2020-03-05,6,NIFTY2030511550CE,CE,2020-02-28 15:00:00,27.45,2020-03-05 15:30:00,0.05,Expiry Closing,27.4,0.275,27.125,734.5163944059232,20125.749206722292,19923.757198260664,2.0125749206722294,1.9923757198260663,2020
153,2020-02-28,11432.8,11036.7,396.09999999999854,10942.65,40%,11101.089999999998,10784.210000000001,low,11100,2020-03-12,3,NIFTY2031211100CE,CE,2020-03-09 09:15:00,10.05,2020-03-12 15:30:00,0.15,Expiry Closing,9.9,0.10200000000000001,9.798,765.6905763307929,7580.336705674849,7502.236266889108,0.7580336705674849,0.7502236266889108,2020
154,2020-03-06,11034.5,9508.4,1526.1000000000004,9107.6,40%,9718.04,8497.16,high,8500,2020-03-19,6,NIFTY203198500PE,PE,2020-03-13 10:52:00,150.0,2020-03-13 10:56:00,75.25,SL Hit,74.75,2.2525,72.4975,874.661968874382,65380.982173360055,63410.806088470505,6.538098217336006,6.34108060884705,2020
155,2020-03-06,11034.5,9508.4,1526.1000000000004,9107.6,40%,9718.04,8497.16,low,9700,2020-03-19,6,NIFTY203199700CE,CE,2020-03-13 10:06:00,138.0,2020-03-19 15:30:00,0.05,Expiry Closing,137.95,1.3805,136.56949999999998,874.661968874382,120659.61860622097,119452.14775818988,12.065961860622096,11.94521477581899,2020
156,2020-03-20,8882.6,7512.25,1370.3500000000004,8949.1,40%,9497.24,8400.960000000001,low,9500,2020-04-01,2,NIFTY204019500CE,CE,2020-03-30 09:15:00,23.9,2020-04-01 15:30:00,0.05,Expiry Closing,23.849999999999998,0.2395,23.6105,894.9968622462948,21345.675164574128,21131.32341606614,2.134567516457413,2.1131323416066143,2020
157,2020-03-27,9038.5,8199.7,838.7999999999993,8356.55,40%,8692.07,8021.03,high,8000,2020-04-09,2,NIFTY204098000PE,PE,2020-04-07 13:58:00,23.75,2020-04-09 15:30:00,0.1,Friday Closing,23.65,0.23850000000000002,23.4115,977.9028470778537,23127.402333391237,22894.172504363174,2.312740233339124,2.2894172504363173,2020
158,2020-04-10,9260.55,8823.2,437.34999999999854,9323.45,40%,9498.39,9148.510000000002,low,9500,2020-04-23,6,NIFTY204239500CE,CE,2020-04-17 10:48:00,77.3,2020-04-17 15:13:00,97.35,SL Hit,-20.049999999999997,1.7464999999999997,-21.796499999999998,894.8885021566814,-17942.51446824146,-19505.437237258106,-1.7942514468241462,-1.9505437237258108,2020
159,2020-04-17,9390.2,8910.45,479.75,9163.9,40%,9355.8,8972.0,high,8950,2020-04-30,3,NIFTY20APR8950PE,PE,2020-04-27 10:18:00,27.25,2020-04-30 15:30:00,0.15,Friday Closing,27.1,0.27399999999999997,26.826,908.5273306398171,24621.090660339047,24372.154171743736,2.4621090660339044,2.437215417174374,2020
160,2020-04-24,9889.05,9142.25,746.7999999999993,9533.5,40%,9832.22,9234.78,low,9850,2020-05-07,2,NIFTY205079850CE,CE,2020-05-05 14:52:00,5.45,2020-05-07 15:30:00,0.05,Expiry Closing,5.4,0.055,5.345000000000001,864.5046591715808,4668.3251595265365,4620.7774032721,0.4668325159526537,0.46207774032721,2020
161,2020-05-01,9533.5,9117.35,416.14999999999964,9376.95,40%,9543.41,9210.490000000002,high,9200,2020-05-14,1,NIFTY205149200PE,PE,2020-05-13 09:15:00,14.35,2020-05-14 15:30:00,56.5,Friday Closing,-42.15,0.7084999999999999,-42.8585,890.666962857092,-37541.61248442643,-38172.650027610674,-3.7541612484426428,-3.8172650027610673,2020
162,2020-05-01,9533.5,9117.35,416.14999999999964,9376.95,40%,9543.41,9210.490000000002,low,9550,2020-05-14,2,NIFTY205149550CE,CE,2020-05-12 09:15:00,8.7,2020-05-13 09:15:00,98.35,SL Hit,-89.64999999999999,1.0705,-90.72049999999999,890.666962857092,-79848.2932201383,-80801.75220387681,-7.984829322013829,-8.08017522038768,2020
163,2020-05-08,9584.2,9044.1,540.1000000000004,9182.4,40%,9398.44,8966.359999999999,low,9400,2020-05-21,3,NIFTY205219400CE,CE,2020-05-18 09:42:00,23.4,2020-05-21 15:30:00,0.05,Expiry Closing,23.349999999999998,0.2345,23.115499999999997,904.4054119619851,21117.86636931235,20905.783300207266,2.111786636931235,2.0905783300207266,2020
164,2020-05-15,9182.4,8807.5,374.89999999999964,9067.9,40%,9217.859999999999,8917.94,high,8900,2020-05-28,1,NIFTY20MAY8900PE,PE,2020-05-27 13:38:00,6.9,2020-05-28 15:30:00,0.05,Friday Closing,6.8500000000000005,0.0695,6.780500000000001,922.1229222400863,6316.542017344592,6252.454474248906,0.6316542017344592,0.6252454474248906,2020
165,2020-05-22,9509.5,8969.2,540.2999999999993,9422.2,40%,9638.32,9206.080000000002,high,9200,2020-06-04,3,NIFTY206049200PE,PE,2020-06-01 09:15:00,9.2,2020-06-04 15:30:00,0.05,Friday Closing,9.149999999999999,0.0925,9.0575,881.8964300832511,8069.352335261746,7987.776915479046,0.8069352335261746,0.7987776915479047,2020
166,2020-06-05,10327.65,9886.0,441.64999999999964,9544.95,40%,9721.61,9368.29,high,9350,2020-06-18,6,NIFTY206189350PE,PE,2020-06-12 10:35:00,62.5,2020-06-12 10:36:00,63.85,SL Hit,-1.3500000000000014,1.2635,-2.6135000000000015,874.340772773234,-1180.360043243867,-2285.0896096428482,-0.11803600432438671,-0.22850896096428483,2020
167,2020-06-12,10110.6,9544.95,565.6499999999996,10119.0,40%,10345.26,9892.74,high,9900,2020-06-25,3,NIFTY20JUN9900PE,PE,2020-06-22 09:27:00,30.6,2020-06-25 15:30:00,0.05,Friday Closing,30.55,0.30650000000000005,30.2435,821.6323224355889,25100.86745040724,24849.037143580732,2.510086745040724,2.4849037143580732,2020
168,2020-06-26,10597.25,10223.95,373.2999999999993,10614.95,40%,10764.27,10465.630000000001,high,10450,2020-07-09,3,NIFTY2070910450PE,PE,2020-07-06 11:46:00,24.2,2020-07-09 15:30:00,0.05,Friday Closing,24.15,0.2425,23.9075,789.6494606694183,19070.034475166452,18878.54448095412,1.9070034475166453,1.8878544480954118,2020
169,2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.960000000001,10650.24,high,10650,2020-07-16,3,NIFTY2071610650PE,PE,2020-07-13 09:30:00,28.35,2020-07-16 15:30:00,0.05,Friday Closing,28.3,0.28400000000000003,28.016000000000002,781.3965118459711,22113.521285240982,21891.604675876726,2.2113521285240982,2.189160467587673,2020
170,2020-07-03,10847.7,10563.05,284.65000000000146,10764.1,40%,10877.960000000001,10650.24,low,10900,2020-07-16,2,NIFTY2071610900CE,CE,2020-07-14 10:55:00,16.0,2020-07-16 15:30:00,0.05,Expiry Closing,15.95,0.1605,15.789499999999999,781.3965118459711,12463.274363943237,12337.860223791959,1.2463274363943238,1.2337860223791959,2020
171,2020-07-10,10893.45,10563.25,330.2000000000007,10752.0,40%,10884.08,10619.92,high,10600,2020-07-23,6,NIFTY2072310600PE,PE,2020-07-17 15:03:00,30.5,2020-07-23 15:30:00,0.05,Friday Closing,30.45,0.3055,30.1445,780.957141072098,23780.144945645385,23541.56253904786,2.3780144945645385,2.354156253904786,2020
172,2020-07-24,11341.05,11086.65,254.39999999999964,11139.5,40%,11241.26,11037.74,low,11250,2020-08-06,6,NIFTY2080611250CE,CE,2020-07-31 13:35:00,41.15,2020-08-06 15:30:00,0.05,Expiry Closing,41.1,0.412,40.688,756.1429946465075,31077.47707997146,30765.946166177102,3.107747707997146,3.0765946166177103,2020
173,2020-07-31,11256.15,10882.35,373.7999999999993,11186.65,40%,11336.17,11037.13,high,11050,2020-08-13,3,NIFTY2081311050PE,PE,2020-08-10 11:33:00,17.7,2020-08-13 15:30:00,0.05,Friday Closing,17.65,0.1775,17.4725,749.8123263853665,13234.18756070172,13101.095872768317,1.323418756070172,1.3101095872768318,2020
