,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
28,2017-06-23,9646.65,9473.7,172.9499999999989,9478.5,40%,9547.68,9409.32,high,9400,2017-07-06,3,NIFTY177069400PE,PE,2017-07-03 09:15:00,,2017-07-06 15:30:00,,Friday Closing,,,,890.2686307040035,,,,,2017
29,2017-06-30,9700.6,9448.8,251.8000000000011,9670.35,40%,9771.070000000002,9569.63,high,9550,2017-07-13,3,NIFTY177139550PE,PE,2017-07-10 14:16:00,,2017-07-13 15:30:00,,Friday Closing,,,,869.9149632537684,,,,,2017
30,2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,high,9850,2017-07-27,3,NIFTY17JUL9850PE,PE,2017-07-24 09:49:00,14.7,2017-07-27 15:30:00,0.05,Friday Closing,14.649999999999999,0.1475,14.502499999999998,854.6699164233371,12520.914275601886,12394.850462929444,1.2520914275601887,1.2394850462929443,2017
31,2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,low,9950,2017-07-27,6,NIFTY17JUL9950CE,CE,2017-07-21 13:01:00,13.55,2017-07-24 09:15:00,29.4,SL Hit,-15.849999999999998,0.42950000000000005,-16.2795,854.6699164233371,-13546.518175309891,-13913.598904413715,-1.3546518175309892,-1.3913598904413715,2017
32,2017-07-21,10114.75,9838.1,276.64999999999964,9996.55,40%,10107.21,9885.89,high,9900,2017-08-03,2,NIFTY178039900PE,PE,2017-08-01 15:06:00,,2017-08-03 15:30:00,,Friday Closing,,,,840.9838125456977,,,,,2017
33,2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.980000000001,high,9950,2017-08-10,3,NIFTY178109950PE,PE,2017-08-07 09:17:00,,2017-08-09 09:15:00,,SL Hit,,,,842.8175091867109,,,,,2017
34,2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.980000000001,low,10100,2017-08-10,1,NIFTY1781010100CE,CE,2017-08-09 09:22:00,,2017-08-10 15:30:00,,Expiry Closing,,,,842.8175091867109,,,,,2017
35,2017-08-04,10087.8,9777.65,310.14999999999964,9712.15,40%,9836.21,9588.09,high,9600,2017-08-17,1,NIFTY178179600PE,PE,2017-08-16 13:00:00,,2017-08-17 15:30:00,,Friday Closing,,,,864.1539780057564,,,,,2017
36,2017-08-11,9947.6,9685.7,261.89999999999964,9865.95,40%,9970.710000000001,9761.19,low,9950,2017-08-24,3,NIFTY178249950CE,CE,2017-08-21 15:06:00,,2017-08-24 15:30:00,,Expiry Closing,,,,852.496963606403,,,,,2017
37,2017-08-18,9884.15,9740.25,143.89999999999964,9907.15,40%,9964.71,9849.59,low,9950,2017-08-31,2,NIFTY17AUG9950CE,CE,2017-08-29 09:53:00,9.85,2017-08-30 11:24:00,9.7,SL Hit,0.15000000000000036,0.19549999999999998,-0.045499999999999624,853.0102732543146,127.9515409881475,-38.811967433071,0.01279515409881475,-0.0038811967433070994,2017
38,2017-08-25,9925.6,9783.95,141.64999999999964,9937.65,40%,9994.31,9880.99,low,10000,2017-09-07,3,NIFTY1790710000CE,CE,2017-09-04 12:01:00,,2017-09-05 09:15:00,,SL Hit,,,,850.4839253535262,,,,,2017
39,2017-09-01,9984.15,9861.3,122.85000000000036,9958.65,40%,10007.789999999999,9909.51,high,9900,2017-09-14,3,NIFTY179149900PE,PE,2017-09-11 11:31:00,,2017-09-14 15:30:00,,Friday Closing,,,,849.3383654133431,,,,,2017
40,2017-09-08,10131.4,9913.45,217.9499999999989,10062.35,40%,10149.53,9975.17,high,10000,2017-09-21,3,NIFTY1792110000PE,PE,2017-09-18 09:15:00,,2017-09-21 15:30:00,,Friday Closing,,,,837.4772033778903,,,,,2017
41,2017-09-15,10178.5,10043.7,134.79999999999927,10094.35,40%,10148.27,10040.43,low,10150,2017-09-28,6,NIFTY17SEP10150CE,CE,2017-09-22 09:30:00,19.55,2017-09-28 15:30:00,0.05,Expiry Closing,19.5,0.196,19.304,837.5811837879756,16332.833083865526,16168.66717184308,1.6332833083865526,1.616866717184308,2017
42,2017-09-29,9945.85,9775.4,170.45000000000073,9908.15,40%,9976.33,9839.97,high,9850,2017-10-12,6,NIFTY1710129850PE,PE,2017-10-06 15:09:00,,2017-10-12 15:30:00,,Friday Closing,,,,852.016723584725,,,,,2017
43,2017-10-06,10104.05,9907.65,196.39999999999964,10123.7,40%,10202.26,10045.140000000001,high,10050,2017-10-19,3,NIFTY17101910050PE,PE,2017-10-16 09:15:00,,2017-10-19 15:30:00,,Friday Closing,,,,833.1487337119422,,,,,2017
44,2017-10-13,10251.65,10121.75,129.89999999999964,10176.65,40%,10228.609999999999,10124.69,high,10100,2017-10-26,2,NIFTY17OCT10100PE,PE,2017-10-24 10:14:00,12.5,2017-10-26 15:30:00,0.05,Friday Closing,12.45,0.1255,12.324499999999999,831.0024529237112,10345.980538900203,10241.689731058277,1.0345980538900204,1.0241689731058277,2017
45,2017-10-27,10452.65,10312.0,140.64999999999964,10461.55,40%,10517.81,10405.289999999999,low,10500,2017-11-09,6,NIFTY17110910500CE,CE,2017-11-03 09:45:00,,2017-11-03 13:25:00,,SL Hit,,,,808.1530280543193,,,,,2017
46,2017-11-03,10490.4,10267.25,223.14999999999964,10304.35,40%,10393.61,10215.09,low,10400,2017-11-16,2,NIFTY17111610400CE,CE,2017-11-14 09:18:00,,2017-11-16 15:30:00,,Expiry Closing,,,,817.8101737509874,,,,,2017
47,2017-11-24,10409.3,10212.25,197.04999999999927,10263.7,40%,10342.52,10184.880000000001,low,10350,2017-12-07,6,NIFTY17120710350CE,CE,2017-12-01 14:08:00,,2017-12-07 15:30:00,,Expiry Closing,,,,821.8499940053294,,,,,2017
48,2017-12-01,10272.6,10033.7,238.89999999999964,10198.45,40%,10294.01,10102.890000000001,high,10100,2017-12-14,3,NIFTY17121410100PE,PE,2017-12-11 09:15:00,,2017-12-14 15:30:00,,Friday Closing,,,,825.7229204168249,,,,,2017
49,2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,high,10250,2017-12-21,3,NIFTY17122110250PE,PE,2017-12-18 10:51:00,,2017-12-21 15:30:00,,Friday Closing,,,,815.702170823389,,,,,2017
50,2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,low,10400,2017-12-21,3,NIFTY17122110400CE,CE,2017-12-18 09:15:00,,2017-12-18 09:54:00,,SL Hit,,,,815.702170823389,,,,,2017
51,2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.390000000001,10451.31,high,10450,2018-01-04,6,NIFTY1810410450PE,PE,2017-12-29 15:14:00,,2018-01-01 15:01:00,,SL Hit,,,,806.9576840884083,,,,,2017
52,2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.390000000001,10451.31,low,10550,2018-01-04,3,NIFTY1810410550CE,CE,2018-01-01 15:00:00,,2018-01-04 15:30:00,,Expiry Closing,,,,806.9576840884083,,,,,2018
53,2017-12-29,10538.2,10405.1,133.10000000000036,10534.25,40%,10587.49,10481.01,high,10500,2018-01-11,3,NIFTY1811110500PE,PE,2018-01-08 09:15:00,,2018-01-11 15:30:00,,Friday Closing,,,,802.8342883912995,,,,,2018
54,2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,high,10600,2018-01-18,3,NIFTY1811810600PE,PE,2018-01-15 09:39:00,,2018-01-18 15:30:00,,Friday Closing,,,,791.4213648387316,,,,,2018
55,2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,low,10750,2018-01-18,6,NIFTY1811810750CE,CE,2018-01-12 12:34:00,,2018-01-12 14:21:00,,SL Hit,,,,791.4213648387316,,,,,2018
56,2018-01-12,10887.4,10597.7,289.6999999999989,10829.2,40%,10945.08,10713.320000000002,high,10700,2018-01-25,3,NIFTY18JAN10700PE,PE,2018-01-22 14:57:00,9.55,2018-01-25 15:30:00,0.05,Friday Closing,9.5,0.09600000000000002,9.404,776.6046479331353,7377.744155364786,7303.190109163204,0.7377744155364786,0.7303190109163205,2018
57,2018-01-26,11171.3,10879.35,291.9499999999989,10938.2,40%,11054.98,10821.420000000002,low,11050,2018-02-08,6,NIFTY1820811050CE,CE,2018-02-02 14:07:00,,2018-02-08 15:30:00,,Expiry Closing,,,,768.8842494513785,,,,,2018
58,2018-02-09,10617.85,10398.35,219.5,10596.2,40%,10684.0,10508.400000000001,low,10700,2018-02-22,6,NIFTY18FEB10700CE,CE,2018-02-16 11:34:00,18.55,2018-02-22 15:30:00,0.05,Expiry Closing,18.5,0.18600000000000003,18.314,795.5821789591913,14718.27031074504,14570.29202545863,1.4718270310745039,1.4570292025458629,2018
59,2018-02-16,10612.4,10303.3,309.10000000000036,10408.1,40%,10531.74,10284.460000000001,high,10300,2018-03-01,3,NIFTY1830110300PE,PE,2018-02-26 09:17:00,,2018-03-01 15:30:00,,Friday Closing,,,,807.0841095583446,,,,,2018
60,2018-02-23,10631.25,10397.25,234.0,10428.3,40%,10521.9,10334.699999999999,low,10500,2018-03-08,3,NIFTY1830810500CE,CE,2018-03-05 12:32:00,,2018-03-08 15:30:00,,Expiry Closing,,,,807.8388884136896,,,,,2018
61,2018-03-02,10441.15,10141.55,299.60000000000036,10271.3,40%,10391.14,10151.46,high,10150,2018-03-15,3,NIFTY1831510150PE,PE,2018-03-12 14:51:00,,2018-03-15 15:30:00,,Friday Closing,,,,818.0045692772882,,,,,2018
62,2018-03-09,10478.6,10212.05,266.5500000000011,10345.15,40%,10451.77,10238.529999999999,low,10450,2018-03-22,6,NIFTY1832210450CE,CE,2018-03-16 14:12:00,,2018-03-22 15:30:00,,Expiry Closing,,,,813.2593809469591,,,,,2018
63,2018-03-16,10345.15,10050.8,294.35000000000036,9968.8,40%,10086.539999999999,9851.06,high,9850,2018-03-28,2,NIFTY18MAR9850PE,PE,2018-03-26 14:08:00,6.0,2018-03-28 15:30:00,0.05,Friday Closing,5.95,0.0605,5.8895,842.7072117891765,5014.107910145601,4963.1241238323555,0.5014107910145601,0.49631241238323553,2018
64,2018-03-23,10207.6,9952.1,255.5,10151.65,40%,10253.85,10049.449999999999,high,10050,2018-04-05,2,NIFTY1840510050PE,PE,2018-04-03 15:21:00,,2018-04-05 15:30:00,,Friday Closing,,,,828.9569283732451,,,,,2018
65,2018-03-30,10331.75,10111.55,220.20000000000073,10322.75,40%,10410.83,10234.67,high,10250,2018-04-12,2,NIFTY1841210250PE,PE,2018-04-10 09:15:00,,2018-04-12 15:30:00,,Friday Closing,,,,816.457477453767,,,,,2018
66,2018-04-06,10469.85,10290.9,178.95000000000073,10495.3,40%,10566.88,10423.72,high,10400,2018-04-19,1,NIFTY1841910400PE,PE,2018-04-18 09:15:00,,2018-04-19 15:30:00,,Friday Closing,,,,804.4001635298215,,,,,2018
67,2018-04-06,10469.85,10290.9,178.95000000000073,10495.3,40%,10566.88,10423.72,low,10550,2018-04-19,3,NIFTY1841910550CE,CE,2018-04-16 09:15:00,,2018-04-16 09:30:00,,SL Hit,,,,804.4001635298215,,,,,2018
68,2018-04-20,10638.05,10527.5,110.54999999999927,10651.65,40%,10695.869999999999,10607.43,high,10600,2018-05-03,6,NIFTY1850310600PE,PE,2018-04-27 09:31:00,,2018-05-03 15:30:00,,Friday Closing,,,,794.6992624255905,,,,,2018
69,2018-04-27,10783.85,10647.55,136.3000000000011,10700.45,40%,10754.970000000001,10645.93,high,10650,2018-05-10,2,NIFTY1851010650PE,PE,2018-05-08 09:15:00,,2018-05-10 15:30:00,,Friday Closing,,,,790.3322835861001,,,,,2018
70,2018-04-27,10783.85,10647.55,136.3000000000011,10700.45,40%,10754.970000000001,10645.93,low,10750,2018-05-10,6,NIFTY1851010750CE,CE,2018-05-04 09:37:00,,2018-05-10 15:30:00,,Expiry Closing,,,,790.3322835861001,,,,,2018
71,2018-05-04,10785.15,10601.7,183.4499999999989,10741.95,40%,10815.33,10668.570000000002,high,10650,2018-05-17,3,NIFTY1851710650PE,PE,2018-05-14 09:15:00,,2018-05-17 15:30:00,,Friday Closing,,,,785.9214651795183,,,,,2018
72,2018-05-11,10928.95,10665.05,263.90000000000146,10671.85,40%,10777.410000000002,10566.289999999999,low,10800,2018-05-24,3,NIFTY1852410800CE,CE,2018-05-21 10:31:00,,2018-05-24 15:30:00,,Expiry Closing,,,,788.6867067319513,,,,,2018
73,2018-05-18,10672.0,10417.95,254.04999999999927,10533.05,40%,10634.669999999998,10431.43,high,10450,2018-05-31,3,NIFTY18MAY10450PE,PE,2018-05-28 09:15:00,7.05,2018-05-31 15:30:00,0.05,Friday Closing,7.0,0.071,6.929,799.272567931116,5594.907975517812,5538.159623194703,0.5594907975517812,0.5538159623194704,2018
74,2018-05-25,10763.55,10524.7,238.84999999999854,10738.45,40%,10833.99,10642.910000000002,low,10850,2018-06-07,3,NIFTY1860710850CE,CE,2018-06-04 14:09:00,,2018-06-07 15:30:00,,Expiry Closing,,,,784.5678277347496,,,,,2018
75,2018-06-01,10817.5,10551.0,266.5,10736.4,40%,10843.0,10629.8,high,10650,2018-06-14,3,NIFTY1861410650PE,PE,2018-06-11 13:12:00,,2018-06-14 15:30:00,,Friday Closing,,,,783.9158904362262,,,,,2018
76,2018-06-08,10893.05,10709.05,184.0,10808.65,40%,10882.25,10735.05,low,10900,2018-06-21,2,NIFTY1862110900CE,CE,2018-06-19 11:10:00,,2018-06-21 15:30:00,,Expiry Closing,,,,781.088469755795,,,,,2018
77,2018-06-15,10833.9,10701.55,132.35000000000036,10742.7,40%,10795.640000000001,10689.76,high,10700,2018-06-28,6,NIFTY18JUN10700PE,PE,2018-06-22 14:46:00,23.05,2018-06-27 13:12:00,47.4,SL Hit,-24.349999999999998,0.7045,-25.054499999999997,787.3548951243279,-19172.09169627738,-19726.78321989247,-1.9172091696277382,-1.972678321989247,2018
78,2018-06-15,10833.9,10701.55,132.35000000000036,10742.7,40%,10795.640000000001,10689.76,low,10800,2018-06-28,1,NIFTY18JUN10800CE,CE,2018-06-27 13:16:00,6.6,2018-06-28 15:30:00,0.05,Expiry Closing,6.55,0.06649999999999999,6.4835,787.3548951243279,5157.174563064347,5104.81546253858,0.5157174563064347,0.510481546253858,2018
79,2018-06-22,10836.95,10558.25,278.7000000000007,10612.85,40%,10724.33,10501.37,high,10500,2018-07-05,3,NIFTY1870510500PE,PE,2018-07-02 09:15:00,,2018-07-05 15:30:00,,Friday Closing,,,,792.5903063408157,,,,,2018
80,2018-06-29,10786.05,10605.3,180.75,10744.15,40%,10816.449999999999,10671.85,high,10650,2018-07-12,3,NIFTY1871210650PE,PE,2018-07-09 09:15:00,,2018-07-12 15:30:00,,Friday Closing,,,,785.8400861650542,,,,,2018
81,2018-07-13,11075.4,10926.55,148.85000000000036,10963.5,40%,11023.04,10903.96,high,10900,2018-07-26,6,NIFTY18JUL10900PE,PE,2018-07-20 12:20:00,35.15,2018-07-26 15:30:00,0.05,Friday Closing,35.1,0.352,34.748000000000005,771.1121432925944,27066.036229570065,26794.604755131073,2.7066036229570067,2.6794604755131073,2018
82,2018-07-20,11184.65,10946.55,238.10000000000036,11232.75,40%,11327.99,11137.51,high,11150,2018-08-02,3,NIFTY1880211150PE,PE,2018-07-30 15:05:00,,2018-08-02 15:30:00,,Friday Closing,,,,750.3537697332007,,,,,2018
83,2018-07-27,11390.25,11211.1,179.14999999999964,11297.8,40%,11369.46,11226.14,high,11250,2018-08-09,3,NIFTY1880911250PE,PE,2018-08-06 09:15:00,,2018-08-09 15:30:00,,Friday Closing,,,,747.6168613109154,,,,,2018
84,2018-08-03,11495.1,11296.35,198.75,11474.95,40%,11554.45,11395.45,low,11550,2018-08-16,3,NIFTY1881611550CE,CE,2018-08-13 09:15:00,,2018-08-16 15:30:00,,Expiry Closing,,,,735.6473047180956,,,,,2018
85,2018-08-10,11477.7,11340.75,136.95000000000073,11437.15,40%,11491.93,11382.369999999999,high,11400,2018-08-23,3,NIFTY1882311400PE,PE,2018-08-20 09:15:00,,2018-08-23 15:30:00,,Friday Closing,,,,739.6494757625568,,,,,2018
86,2018-08-17,11620.7,11432.9,187.8000000000011,11566.6,40%,11641.720000000001,11491.48,high,11500,2018-08-30,3,NIFTY18AUG11500PE,PE,2018-08-27 09:19:00,10.2,2018-08-30 15:30:00,0.05,Friday Closing,10.149999999999999,0.10250000000000001,10.0475,730.132660809571,7410.846507217145,7336.007909484164,0.7410846507217145,0.7336007909484163,2018
87,2018-08-24,11760.15,11532.3,227.85000000000036,11675.85,40%,11766.99,11584.710000000001,low,11750,2018-09-06,3,NIFTY1890611750CE,CE,2018-09-03 15:12:00,,2018-09-06 15:30:00,,Expiry Closing,,,,722.3597538537894,,,,,2018
88,2018-08-31,11751.8,11393.9,357.89999999999964,11558.25,40%,11701.41,11415.09,low,11700,2018-09-12,1,NIFTY1891211700CE,CE,2018-09-11 11:34:00,,2018-09-12 15:30:00,,Expiry Closing,,,,726.408184996509,,,,,2018
89,2018-09-07,11602.75,11250.6,352.14999999999964,11443.5,40%,11584.36,11302.64,low,11600,2018-09-19,1,NIFTY1891911600CE,CE,2018-09-18 14:53:00,,2018-09-19 15:30:00,,Expiry Closing,,,,733.7479152926877,,,,,2018
90,2018-09-14,11523.0,11211.1,311.89999999999964,11271.3,40%,11396.06,11146.539999999999,low,11400,2018-09-27,6,NIFTY18SEP11400CE,CE,2018-09-21 12:57:00,16.3,2018-09-27 15:30:00,0.05,Expiry Closing,16.25,0.1635,16.0865,745.8718188566926,12120.417056421255,11998.467014038186,1.2120417056421255,1.1998467014038185,2018
91,2018-09-28,11035.45,10551.85,483.60000000000036,10514.1,40%,10707.54,10320.66,low,10700,2018-10-11,6,NIFTY18101110700CE,CE,2018-10-05 15:13:00,,2018-10-11 15:30:00,,Expiry Closing,,,,793.8331306724046,,,,,2018
92,2018-10-05,10540.1,10139.0,401.10000000000036,10331.55,40%,10491.99,10171.109999999999,high,10150,2018-10-17,5,NIFTY18101710150PE,PE,2018-10-12 14:16:00,,2018-10-17 15:30:00,,Friday Closing,,,,810.1418320070835,,,,,2018
93,2018-10-12,10709.5,10329.5,380.0,10339.7,40%,10491.7,10187.7,low,10500,2018-10-25,2,NIFTY18OCT10500CE,CE,2018-10-23 09:15:00,3.35,2018-10-25 15:30:00,0.05,Expiry Closing,3.3000000000000003,0.034,3.2660000000000005,810.1642250540904,2673.5419426784983,2645.9963590266593,0.26735419426784984,0.2645996359026659,2018
94,2018-10-19,10405.85,10079.35,326.5,10122.35,40%,10252.95,9991.75,high,10000,2018-11-01,3,NIFTY18110110000PE,PE,2018-10-29 15:13:00,,2018-11-01 15:30:00,,Friday Closing,,,,829.0296938929771,,,,,2018
95,2018-11-02,10614.45,10460.75,153.70000000000073,10614.7,40%,10676.18,10553.220000000001,low,10700,2018-11-15,6,NIFTY18111510700CE,CE,2018-11-09 09:15:00,,2018-11-09 10:44:00,,SL Hit,,,,796.1649204116079,,,,,2018
