,Trade Type,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year
15,SHORT,2017-01-18 13:30:00,19174.5,19318.30875,2017-01-19 12:30:00,19183.6,-9.099999999998545,3.83581,690,-12.935809999998545,-8925.708899998996,-0.17851417799997993,0 days 23:00:00,MA Cross Opp,2017
16,LONG,2017-01-19 12:30:00,19183.6,19039.722999999998,2017-01-19 15:00:00,19129.35,-54.25,3.831295,690,-58.081295,-40076.09355,-0.8015218709999999,0 days 02:30:00,MA Cross Opp,2017
17,SHORT,2017-01-19 15:00:00,19129.35,19272.820125,2017-01-23 15:15:00,18836.15,293.1999999999971,3.7965500000000003,690,289.40344999999706,199688.38049999796,3.993767609999959,4 days 00:15:00,MA Cross Opp,2017
18,LONG,2017-01-23 15:15:00,18836.15,18694.878875000002,2017-01-24 13:45:00,18943.9,107.75,3.7780050000000003,690,103.97199499999999,71740.67654999999,1.4348135309999999,0 days 22:30:00,MA Cross Opp,2017
19,LONG,2017-01-24 14:00:00,19012.0,18869.41,2017-01-30 09:45:00,19630.1,618.0999999999985,3.86421,690,614.2357899999986,423822.695099999,8.476453901999982,5 days 19:45:00,MA Cross Opp,2017
20,SHORT,2017-01-30 09:45:00,19630.1,19777.32575,2017-01-31 13:30:00,19582.05,48.04999999999927,3.9212149999999997,660,44.128784999999276,29124.99809999952,0.5824999619999904,1 days 03:45:00,MA Cross Opp,2017
21,LONG,2017-01-31 13:30:00,19582.05,19435.184625,2017-02-01 12:15:00,19479.85,-102.20000000000073,3.9061899999999996,660,-106.10619000000072,-70030.08540000048,-1.4006017080000095,0 days 22:45:00,MA Cross Opp,2017
22,SHORT,2017-02-01 12:15:00,19479.85,19625.948875,2017-02-01 12:45:00,19625.948875,-146.09887499999968,3.9105798874999995,660,-150.0094548874997,-99006.24022574979,-1.9801248045149957,0 days 00:30:00,ISL Hit,2017
23,LONG,2017-02-01 13:00:00,19743.05,19594.977125,2017-02-06 14:45:00,20388.4,645.3500000000022,4.013145,660,641.3368550000022,423282.32430000143,8.465646486000027,5 days 01:45:00,MA Cross Opp,2017
24,SHORT,2017-02-07 09:15:00,20359.1,20511.79325,2017-02-07 12:45:00,20401.35,-42.25,4.076045,630,-46.326045,-29185.40835,-0.5837081669999999,0 days 03:30:00,MA Cross Opp,2017
25,LONG,2017-02-07 12:45:00,20401.35,20248.339874999998,2017-02-07 14:45:00,20289.55,-111.79999999999927,4.069089999999999,630,-115.86908999999928,-72997.52669999954,-1.4599505339999908,0 days 02:00:00,MA Cross Opp,2017
26,SHORT,2017-02-07 14:45:00,20289.55,20441.721625000002,2017-02-09 14:30:00,20124.25,165.29999999999927,4.04138,630,161.25861999999927,101592.93059999954,2.031858611999991,1 days 23:45:00,MA Cross Opp,2017
27,LONG,2017-02-09 14:30:00,20124.25,19973.318125,2017-02-10 14:45:00,20234.55,110.29999999999927,4.035880000000001,660,106.26411999999927,70134.31919999952,1.4026863839999903,1 days 00:15:00,MA Cross Opp,2017
28,SHORT,2017-02-10 14:45:00,20234.55,20386.309125,2017-02-13 10:15:00,20275.4,-40.85000000000218,4.050995,630,-44.90099500000218,-28287.626850001376,-0.5657525370000275,2 days 19:30:00,MA Cross Opp,2017
29,LONG,2017-02-13 10:15:00,20275.4,20123.3345,2017-02-13 11:15:00,20206.95,-68.45000000000073,4.048235000000001,630,-72.49823500000073,-45673.88805000046,-0.9134777610000092,0 days 01:00:00,MA Cross Opp,2017
30,SHORT,2017-02-13 11:15:00,20206.95,20358.502125000003,2017-02-13 14:45:00,20248.9,-41.95000000000073,4.045585000000001,660,-45.99558500000073,-30357.08610000048,-0.6071417220000096,0 days 03:30:00,MA Cross Opp,2017
