Unnamed: 0,Trade Type,Entry Time_x,Entry Price,Initial SL,Exit Time_x,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year,Trade Index,ATM Strike,Entry Time_y,Exit Time_y,Entry Option Price,Exit Option Price,Option Points,Opt Slippage,Opt F Points,Opt Qty,Opt ROI%
911,SHORT,2020-01-28 14:15:00,30856.7,31088.12525,2020-01-29 10:30:00,30999.25,-142.54999999999927,6.185595,420,-148.73559499999928,-62468.949899999694,-1.249378997999994,0 days 20:15:00,MA Cross Opp,2020,911,30900,2020-01-28 14:18:00,2020-01-29 10:44:00,188.15,256.35,-68.20000000000002,4.445,-72.64500000000001,970.8737864077669,-1.4105825242718448
912,LONG,2020-01-29 10:30:00,30999.25,30766.755625,2020-01-29 14:15:00,30965.9,-33.349999999998545,6.196515000000001,420,-39.54651499999854,-16609.53629999939,-0.3321907259999878,0 days 03:45:00,MA Cross Opp,2020,912,31000,2020-01-29 10:32:00,2020-01-29 14:29:00,147.6,120.1,27.5,2.677,24.823,967.741935483871,0.4804451612903226
913,SHORT,2020-01-29 14:15:00,30965.9,31198.144250000005,2020-01-31 09:15:00,30951.3,14.600000000002185,6.19172,420,8.408280000002183,3531.477600000917,0.0706295520000183,1 days 19:00:00,MA Cross Opp W Gap Exit,2020,913,31000,2020-01-29 14:15:00,2020-01-31 09:29:00,153.5,0.05,153.45,1.5355,151.91449999999998,967.741935483871,2.9402806451612897
914,LONG,2020-01-31 10:00:00,30898.85,30667.108625,2020-01-31 12:30:00,30715.65,-183.1999999999971,6.16145,420,-189.3614499999971,-79531.80899999877,-1.5906361799999755,0 days 02:30:00,MA Cross Opp,2020,914,30900,2020-01-31 10:00:00,2020-01-31 09:29:00,0.0,0.0,0.0,0.0,0.0,970.8737864077669,0.0
915,LONG,2020-01-31 12:45:00,30846.55,30615.200875,2020-02-01 09:15:00,30615.200875,-231.349124999997,6.1461750875000005,420,-237.495300087497,-99748.02603674876,-1.994960520734975,0 days 20:30:00,ISL Hit,2020,915,30800,2020-01-31 12:49:00,2020-01-31 09:29:00,0.0,0.0,0.0,0.0,0.0,974.025974025974,0.0
916,SHORT,2020-02-01 10:15:00,30750.15,30980.776125000004,2020-02-03 14:00:00,29952.05,798.1000000000022,6.07022,420,792.0297800000022,332652.50760000094,6.653050152000019,2 days 03:45:00,MA Cross Opp,2020,916,30800,2020-02-01 10:23:00,2020-02-03 14:14:00,740.0,224.95,515.05,9.649500000000002,505.40049999999997,974.025974025974,9.845464285714286
917,LONG,2020-02-03 14:00:00,29952.05,29727.409625,2020-02-07 10:00:00,31193.95,1241.9000000000017,6.1146,420,1235.7854000000011,519029.8680000005,10.380597360000012,3 days 20:00:00,MA Cross Opp,2020,917,30000,2020-02-03 14:09:00,2020-02-07 10:14:00,572.15,130.2,441.95,7.023499999999999,434.9265,1000.0,8.69853
918,SHORT,2020-02-07 10:00:00,31193.95,31427.904625000003,2020-02-07 13:45:00,31210.05,-16.099999999998545,6.2404,420,-22.340399999998542,-9382.96799999939,-0.1876593599999877,0 days 03:45:00,MA Cross Opp,2020,918,31200,2020-02-07 10:01:00,2020-02-07 13:59:00,462.7,470.0,-7.300000000000011,9.327,-16.62700000000001,961.5384615384615,-0.3197500000000002
919,LONG,2020-02-07 13:45:00,31210.05,30975.974625000003,2020-02-10 09:30:00,31064.6,-145.45000000000073,6.227465,420,-151.67746500000072,-63704.5353000003,-1.274090706000006,2 days 19:45:00,MA Cross Opp,2020,919,31200,2020-02-07 13:46:00,2020-02-10 09:44:00,449.35,490.9,-41.549999999999955,9.4025,-50.95249999999996,961.5384615384615,-0.9798557692307684
920,SHORT,2020-02-10 09:30:00,31064.6,31297.5845,2020-02-11 09:15:00,31297.5845,-232.9845000000023,6.236218450000001,420,-239.2207184500023,-100472.70174900096,-2.009454034980019,0 days 23:45:00,ISL Hit,2020,920,31100,2020-02-10 09:30:00,2020-02-11 09:15:00,428.0,546.2,-118.20000000000005,9.742,-127.94200000000005,964.6302250803858,-2.4683344051446956
921,LONG,2020-02-11 09:45:00,31464.8,31228.814,2020-02-11 14:00:00,31349.85,-114.95000000000071,6.281465,420,-121.23146500000072,-50917.2153000003,-1.018344306000006,0 days 04:15:00,MA Cross Opp,2020,921,31500,2020-02-11 09:47:00,2020-02-11 14:14:00,421.15,465.0,-43.85000000000002,8.8615,-52.71150000000002,952.3809523809524,-1.004028571428572
922,SHORT,2020-02-11 14:00:00,31349.85,31584.973875,2020-02-12 10:00:00,31509.4,-159.5500000000029,6.285925000000001,420,-165.8359250000029,-69651.08850000122,-1.3930217700000245,0 days 20:00:00,MA Cross Opp,2020,922,31300,2020-02-11 14:14:00,2020-02-12 10:14:00,461.0,537.0,-76.0,9.98,-85.98,958.4664536741215,-1.6481789137380192
923,LONG,2020-02-12 10:00:00,31509.4,31273.079500000003,2020-02-12 14:30:00,31502.1,-7.30000000000291,6.301150000000001,420,-13.60115000000291,-5712.483000001223,-0.1142496600000244,0 days 04:30:00,MA Cross Opp,2020,923,31500,2020-02-12 10:00:00,2020-02-12 14:44:00,360.35,333.0,27.350000000000023,6.9335,20.41650000000002,952.3809523809524,0.38888571428571467
924,SHORT,2020-02-12 14:30:00,31502.1,31738.36575,2020-02-12 15:00:00,31521.5,-19.40000000000145,6.30236,420,-25.702360000001452,-10794.991200000612,-0.2158998240000122,0 days 00:30:00,MA Cross Opp,2020,924,31500,2020-02-12 14:34:00,2020-02-12 15:14:00,406.9,400.45,6.449999999999989,8.0735,-1.6235000000000106,952.3809523809524,-0.03092380952380973
925,LONG,2020-02-12 15:00:00,31521.5,31285.088750000003,2020-02-13 09:30:00,31381.55,-139.95000000000073,6.290305000000001,420,-146.24030500000072,-61420.9281000003,-1.228418562000006,0 days 18:30:00,MA Cross Opp,2020,925,31500,2020-02-12 15:00:00,2020-02-13 09:44:00,324.0,398.7,-74.69999999999999,7.227,-81.92699999999999,952.3809523809524,-1.5605142857142855
926,SHORT,2020-02-13 09:30:00,31381.55,31616.911625,2020-02-14 10:30:00,31310.65,70.89999999999782,6.26922,420,64.63077999999781,27144.92759999908,0.5428985519999816,1 days 01:00:00,MA Cross Opp,2020,926,31400,2020-02-13 09:35:00,2020-02-14 10:44:00,380.0,306.5,73.5,6.865,66.635,955.4140127388536,1.27328025477707
927,LONG,2020-02-14 10:30:00,31310.65,31075.820125,2020-02-14 10:45:00,31075.820125,-234.82987499999945,6.238647012500001,420,-241.06852201249944,-101248.77924524977,-2.0249755849049955,0 days 00:15:00,ISL Hit,2020,927,31300,2020-02-14 10:32:00,2020-02-14 10:52:00,309.5,482.75,-173.25,7.9225,-181.1725,958.4664536741215,-3.472955271565495
928,SHORT,2020-02-14 11:45:00,30953.0,31185.147500000003,2020-02-18 15:00:00,30436.45,516.5499999999993,6.138945,420,510.4110549999993,214372.6430999997,4.287452861999994,4 days 03:15:00,MA Cross Opp,2020,928,31000,2020-02-14 11:45:00,2020-02-18 15:14:00,383.0,178.0,205.0,5.61,199.39,967.741935483871,3.859161290322581
929,LONG,2020-02-18 15:00:00,30436.45,30208.176625000004,2020-02-20 15:00:00,30926.75,490.2999999999993,6.13632,420,484.16367999999926,203348.7455999997,4.066974911999994,2 days 00:00:00,MA Cross Opp,2020,929,30400,2020-02-18 15:00:00,2020-02-20 15:14:00,290.65,64.6,226.04999999999998,3.5525,222.49749999999997,986.8421052631579,4.391398026315789
930,SHORT,2020-02-20 15:00:00,30926.75,31158.700625,2020-02-25 11:45:00,30540.65,386.09999999999854,6.14674,420,379.9532599999985,159580.36919999938,3.191607383999988,4 days 20:45:00,MA Cross Opp,2020,930,30900,2020-02-20 15:00:00,2020-02-25 11:59:00,249.3,80.8,168.5,3.301,165.199,970.8737864077669,3.207747572815534
931,LONG,2020-02-25 11:45:00,30540.65,30311.595125000003,2020-02-25 13:15:00,30420.5,-120.15000000000146,6.096115,420,-126.24611500000144,-53023.36830000061,-1.0604673660000123,0 days 01:30:00,MA Cross Opp,2020,931,30500,2020-02-25 11:48:00,2020-02-25 13:29:00,178.95,196.1,-17.150000000000006,3.7504999999999997,-20.900500000000005,983.6065573770492,-0.41115737704918043
932,SHORT,2020-02-25 13:15:00,30420.5,30648.65375,2020-02-26 13:30:00,30392.2,28.299999999999272,6.08127,420,22.218729999999272,9331.866599999694,0.1866373319999938,1 days 00:15:00,MA Cross Opp,2020,932,30400,2020-02-25 13:16:00,2020-02-26 13:44:00,252.25,165.4,86.85,4.1765,82.67349999999999,986.8421052631579,1.6317138157894737
933,LONG,2020-02-26 13:30:00,30392.2,30164.258500000004,2020-02-26 14:30:00,30164.258500000004,-227.9414999999972,6.055645850000001,420,-233.9971458499972,-98278.8012569988,-1.965576025139976,0 days 01:00:00,ISL Hit,2020,933,30400,2020-02-26 13:31:00,2020-02-26 14:39:00,169.15,298.65,-129.49999999999997,4.678,-134.17799999999997,986.8421052631579,-2.648249999999999
934,SHORT,2020-02-27 09:30:00,30115.25,30341.114375,2020-02-27 14:15:00,30064.8,50.45000000000073,6.0180050000000005,420,44.431995000000725,18661.437900000303,0.3732287580000061,0 days 04:45:00,MA Cross Opp,2020,934,30100,2020-02-27 09:31:00,2020-02-27 14:29:00,107.75,17.85,89.9,1.256,88.644,996.6777408637873,1.7669900332225914
935,LONG,2020-02-27 14:15:00,30064.8,29839.314,2020-02-28 09:15:00,29501.55,-563.25,5.956635,420,-569.206635,-239066.7867,-4.781335734,0 days 19:00:00,Gap SL Hit,2020,935,30100,2020-02-27 14:29:00,2020-02-28 09:29:00,85.5,0.05,85.45,0.8555,84.5945,996.6777408637873,1.6862691029900332
936,SHORT,2020-02-28 09:30:00,29419.6,29640.247,2020-02-28 14:30:00,29317.85,101.75,5.873745,450,95.876255,43144.31475,0.862886295,0 days 05:00:00,MA Cross Opp,2020,936,29400,2020-02-28 09:36:00,2020-02-28 09:29:00,0.0,0.0,0.0,0.0,0.0,1020.4081632653061,0.0
937,LONG,2020-02-28 14:30:00,29317.85,29097.966125,2020-02-28 14:45:00,29248.5,-69.34999999999854,5.856635,450,-75.20663499999854,-33842.985749999345,-0.6768597149999869,0 days 00:15:00,MA Cross Opp,2020,937,29300,2020-02-28 14:31:00,2020-02-28 09:29:00,0.0,0.0,0.0,0.0,0.0,1023.8907849829352,0.0
938,SHORT,2020-02-28 14:45:00,29248.5,29467.86375,2020-03-02 09:15:00,29467.86375,-219.36375000000044,5.8716363750000005,450,-225.23538637500045,-101355.9238687502,-2.027118477375004,2 days 18:30:00,ISL Hit,2020,938,29200,2020-02-28 14:46:00,2020-02-28 09:29:00,0.0,0.0,0.0,0.0,0.0,1027.3972602739725,0.0
939,LONG,2020-03-02 10:30:00,29516.55,29295.175875,2020-03-02 14:45:00,29295.175875,-221.3741249999985,5.881172587500001,450,-227.2552975874985,-102264.88391437432,-2.0452976782874863,0 days 04:15:00,ISL Hit,2020,939,29500,2020-03-02 10:36:00,2020-03-02 14:45:00,686.85,842.9,-156.04999999999995,15.2975,-171.34749999999997,1016.9491525423729,-3.4850338983050837
940,SHORT,2020-03-02 14:45:00,29325.25,29545.189375,2020-03-03 13:30:00,28997.8,327.4500000000007,5.832305000000001,450,321.6176950000007,144727.96275000033,2.8945592550000065,0 days 22:45:00,MA Cross Opp,2020,940,29300,2020-03-02 14:45:00,2020-03-03 13:44:00,690.9,623.0,67.89999999999998,13.139000000000001,54.760999999999974,1023.8907849829352,1.1213856655290098
941,LONG,2020-03-03 13:30:00,28997.8,28780.3165,2020-03-04 10:15:00,28925.1,-72.70000000000073,5.79229,450,-78.49229000000072,-35321.53050000033,-0.7064306100000066,0 days 20:45:00,MA Cross Opp,2020,941,29000,2020-03-03 13:41:00,2020-03-04 10:29:00,734.85,767.35,-32.5,15.022,-47.522,1034.4827586206898,-0.9832137931034485
942,SHORT,2020-03-04 10:15:00,28925.1,29142.03825,2020-03-05 09:15:00,28742.8,182.29999999999927,5.766789999999999,450,176.5332099999993,79439.94449999968,1.5887988899999934,0 days 23:00:00,MA Cross Opp,2020,942,28900,2020-03-04 10:15:00,2020-03-05 09:29:00,767.75,595.35,172.39999999999998,13.631,158.76899999999998,1038.0622837370242,3.2962422145328714
943,LONG,2020-03-05 10:15:00,28653.1,28438.20175,2020-03-05 14:30:00,28813.55,160.45000000000073,5.746665,450,154.70333500000072,69616.50075000033,1.3923300150000066,0 days 04:15:00,MA Cross Opp,2020,943,28700,2020-03-05 10:25:00,2020-03-05 14:44:00,700.0,622.0,78.0,13.22,64.78,1045.2961672473868,1.3542857142857145
944,SHORT,2020-03-05 14:30:00,28813.55,29029.651625,2020-03-06 13:45:00,27867.5,946.0499999999992,5.668105000000001,450,940.3818949999992,423171.85274999967,8.463437054999993,0 days 23:15:00,MA Cross Opp,2020,944,28800,2020-03-05 14:30:00,2020-03-06 13:59:00,700.0,379.95,320.05,10.7995,309.2505,1041.6666666666667,6.44271875
945,LONG,2020-03-06 13:45:00,27867.5,27658.49375,2020-03-09 09:15:00,27031.45,-836.0499999999993,5.489895,450,-841.5398949999993,-378692.9527499997,-7.573859054999994,2 days 19:30:00,Gap SL Hit,2020,945,27900,2020-03-06 13:48:00,2020-03-09 09:29:00,811.55,1296.05,-484.5,21.076,-505.576,1075.268817204301,-10.872602150537636
947,SHORT,2020-03-09 09:30:00,26864.7,27066.18525,2020-03-11 09:15:00,26515.25,349.4500000000007,5.337995,480,344.11200500000075,165173.76240000036,3.303475248000007,1 days 23:45:00,MA Cross Opp,2020,947,26900,2020-03-09 09:35:00,2020-03-11 09:29:00,596.75,724.35,-127.60000000000002,13.210999999999999,-140.81100000000004,1115.2416356877322,-3.1407657992565063
949,SHORT,2020-03-11 11:15:00,26348.7,26546.315250000003,2020-03-11 11:45:00,26546.315250000003,-197.61525000000256,5.289501525,480,-202.90475152500252,-97394.28073200122,-1.9478856146400243,0 days 00:30:00,ISL Hit,2020,949,26300,2020-03-11 11:15:00,2020-03-11 11:45:00,820.9,952.45,-131.55000000000007,17.7335,-149.28350000000006,1140.6844106463877,-3.405707224334602
950,LONG,2020-03-11 11:45:00,26541.85,26342.786125,2020-03-12 09:15:00,25175.9,-1365.949999999997,5.171775,480,-1371.1217749999971,-658138.4519999987,-13.162769039999972,0 days 21:30:00,Gap SL Hit,2020,950,26500,2020-03-11 11:45:00,2020-03-12 09:29:00,800.6,1659.95,-859.35,24.605500000000003,-883.9555,1132.0754716981132,-20.01408679245283
952,SHORT,2020-03-12 09:45:00,25059.7,25247.647750000004,2020-03-13 11:45:00,24087.6,972.1000000000022,4.9147300000000005,510,967.1852700000022,493264.4877000011,9.865289754000022,1 days 02:00:00,MA Cross Opp,2020,952,25100,2020-03-12 09:46:00,2020-03-13 11:59:00,880.0,727.45,152.54999999999995,16.0745,136.47549999999995,1195.219123505976,3.262362549800796
953,LONG,2020-03-13 12:00:00,24143.9,23962.820750000003,2020-03-16 09:15:00,23962.820750000003,-181.0792499999989,4.810672075000001,540,-185.88992207499888,-100380.5579204994,-2.007611158409988,2 days 21:15:00,ISL Hit,2020,953,24100,2020-03-13 12:00:00,2020-03-16 09:15:00,896.05,850.15,45.89999999999998,17.462,28.437999999999978,1244.8132780082988,0.7079999999999994
954,SHORT,2020-03-16 10:30:00,23657.2,23834.629,2020-03-16 10:45:00,23834.629,-177.4290000000001,4.7491829,540,-182.17818290000008,-98376.21876600003,-1.967524375320001,0 days 00:15:00,ISL Hit,2020,954,23700,2020-03-16 10:38:00,2020-03-16 09:15:00,0.0,0.0,0.0,0.0,0.0,1265.8227848101267,0.0
956,SHORT,2020-03-16 11:15:00,23734.5,23912.50875,2020-03-19 12:45:00,20020.6,3713.9000000000015,4.37551,540,3709.5244900000016,2003143.2246000008,40.06286449200002,3 days 01:30:00,MA Cross Opp,2020,956,23700,2020-03-16 11:23:00,2020-03-19 12:59:00,1406.5,164.1,1242.4,15.706,1226.6940000000002,1265.8227848101267,31.055544303797472
957,LONG,2020-03-19 13:00:00,20169.45,20018.179125,2020-03-19 15:15:00,20018.179125,-151.27087499999834,4.018762912500001,660,-155.28963791249834,-102491.1610222489,-2.049823220444978,0 days 02:15:00,ISL Hit,2020,957,20200,2020-03-19 13:00:00,2020-03-19 15:16:00,1369.25,1325.05,44.200000000000045,26.943,17.257000000000044,1485.148514851485,0.5125841584158428
963,LONG,2020-03-20 13:30:00,20733.55,20578.048375,2020-03-20 13:45:00,20578.048375,-155.5016250000008,4.1311598375,630,-159.6327848375008,-100568.6544476255,-2.01137308895251,0 days 00:15:00,ISL Hit,2020,963,20700,2020-03-20 13:31:00,2020-03-20 13:51:00,1110.0,1230.0,-120.0,23.400000000000002,-143.4,1449.2753623188405,-4.156521739130435
968,SHORT,2020-03-23 09:45:00,18087.35,18223.005125,2020-03-24 11:45:00,17204.75,882.5999999999985,3.52921,720,879.0707899999985,632930.968799999,12.65861937599998,1 days 02:00:00,MA Cross Opp,2020,968,18100,2020-03-23 09:45:00,2020-03-24 11:59:00,1000.0,576.8,423.20000000000005,15.768,407.432,1657.4585635359117,13.506033149171271
970,LONG,2020-03-24 12:30:00,17048.7,16920.83475,2020-03-24 15:00:00,16920.83475,-127.86524999999892,3.396953475000001,780,-131.26220347499893,-102384.51871049916,-2.0476903742099832,0 days 02:30:00,ISL Hit,2020,970,17000,2020-03-24 12:30:00,2020-03-24 15:04:00,1099.1,1150.0,-50.90000000000009,22.491,-73.39100000000009,1764.7058823529412,-2.590270588235297
971,LONG,2020-03-24 15:15:00,17205.95,17076.905375000002,2020-03-25 09:15:00,16759.95,-446.0,3.39659,750,-449.39659,-337047.4425,-6.7409488500000005,0 days 18:00:00,Gap SL Hit,2020,971,17200,2020-03-24 15:21:00,2020-03-25 09:29:00,945.0,1056.1,-111.09999999999991,20.011,-131.1109999999999,1744.1860465116279,-4.573639534883718
973,SHORT,2020-03-25 10:45:00,16965.65,17092.892375000003,2020-03-25 11:15:00,17092.892375000003,-127.24237500000164,3.4058542375000007,780,-130.64822923750162,-101905.61880525127,-2.0381123761050257,0 days 00:30:00,ISL Hit,2020,973,17000,2020-03-25 10:46:00,2020-03-25 11:28:00,681.6,648.5,33.10000000000002,13.301,19.79900000000002,1764.7058823529412,0.6987882352941184
974,SHORT,2020-03-25 11:45:00,17146.05,17274.645375,2020-03-25 12:00:00,17274.645375,-128.5953750000008,3.4420695375,750,-132.0374445375008,-99028.0834031256,-1.980561668062512,0 days 00:15:00,ISL Hit,2020,974,17100,2020-03-25 11:49:00,2020-03-25 12:11:00,617.6,693.4,-75.79999999999995,13.11,-88.90999999999995,1754.3859649122808,-3.119649122807016
975,LONG,2020-03-25 12:15:00,17315.05,17185.187125,2020-03-26 14:00:00,19350.2,2035.1500000000012,3.666525,750,2031.4834750000011,1523612.6062500011,30.472252125000026,1 days 01:45:00,MA Cross Opp,2020,975,17300,2020-03-25 12:16:00,2020-03-26 14:14:00,584.45,4.0,580.45,5.884500000000001,574.5655,1734.1040462427745,19.927127167630058
977,LONG,2020-03-27 09:30:00,21125.45,20967.009125,2020-03-27 10:00:00,20967.009125,-158.44087500000023,4.2092459125,630,-162.65012091250023,-102469.57617487514,-2.049391523497502,0 days 00:30:00,ISL Hit,2020,977,21100,2020-03-27 09:31:00,2020-03-26 14:14:00,0.0,0.0,0.0,0.0,0.0,1421.8009478672986,0.0
980,SHORT,2020-03-27 13:00:00,19983.85,20133.728875,2020-03-27 13:30:00,20133.728875,-149.87887500000215,4.0117578875,660,-153.89063288750216,-101567.81770575144,-2.031356354115029,0 days 00:30:00,ISL Hit,2020,980,20000,2020-03-27 13:02:00,2020-03-26 14:14:00,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
984,SHORT,2020-03-30 11:00:00,19557.0,19703.6775,2020-03-31 11:45:00,19069.1,487.9000000000015,3.86261,660,484.03739000000144,319464.677400001,6.389293548000019,1 days 00:45:00,MA Cross Opp,2020,984,19600,2020-03-30 11:06:00,2020-03-26 14:14:00,0.0,0.0,0.0,0.0,0.0,1530.6122448979593,0.0
985,LONG,2020-03-31 11:45:00,19069.1,18926.08175,2020-04-01 09:15:00,18926.08175,-143.01824999999735,3.7995181750000007,690,-146.81776817499735,-101304.26004074818,-2.0260852008149635,0 days 21:30:00,ISL Hit,2020,985,19100,2020-03-31 11:45:00,2020-03-26 14:14:00,0.0,0.0,0.0,0.0,0.0,1570.6806282722514,0.0
986,SHORT,2020-04-01 09:30:00,18759.0,18899.6925,2020-04-07 11:00:00,18110.6,648.4000000000015,3.68696,690,644.7130400000015,444851.997600001,8.89703995200002,6 days 01:30:00,MA Cross Opp,2020,986,18800,2020-04-01 09:30:00,2020-04-07 11:14:00,1650.0,755.7,894.3,24.057,870.2429999999999,1595.7446808510638,27.773712765957445
987,LONG,2020-04-07 11:00:00,18110.6,17974.7705,2020-04-08 12:30:00,19195.3,1084.7000000000007,3.73059,720,1080.9694100000008,778297.9752000006,15.565959504000013,1 days 01:30:00,MA Cross Opp,2020,987,18100,2020-04-07 11:02:00,2020-04-08 12:44:00,1230.0,553.75,676.25,17.837500000000002,658.4125,1657.4585635359117,21.82582872928177
988,SHORT,2020-04-08 12:30:00,19195.3,19339.26475,2020-04-09 09:15:00,19339.26475,-143.96475000000282,3.8534564750000007,690,-147.81820647500282,-101994.56246775197,-2.039891249355039,0 days 20:45:00,ISL Hit,2020,988,19200,2020-04-08 12:40:00,2020-04-09 09:15:00,1096.0,1198.05,-102.04999999999995,22.940500000000004,-124.99049999999995,1562.5,-3.9059531249999986
989,LONG,2020-04-09 10:15:00,19666.35,19518.852375,2020-04-09 10:45:00,19518.852375,-147.49762499999997,3.9185202375,660,-151.41614523749996,-99934.65585674996,-1.9986931171349995,0 days 00:30:00,ISL Hit,2020,989,19700,2020-04-09 10:16:00,2020-04-09 10:46:00,1374.0,1374.0,0.0,27.48,-27.48,1522.8426395939086,-0.8369543147208123
990,LONG,2020-04-09 11:30:00,19337.15,19192.121375,2020-04-13 10:30:00,19353.05,15.899999999997815,3.86902,690,12.030979999997818,8301.376199998494,0.1660275239999699,3 days 23:00:00,MA Cross Opp,2020,990,19300,2020-04-09 11:30:00,2020-04-13 10:44:00,1012.05,1093.0,-80.95000000000005,21.050500000000003,-102.00050000000005,1554.4041450777202,-3.171000000000001
992,SHORT,2020-04-13 11:00:00,19454.4,19600.308,2020-04-13 11:30:00,19600.308,-145.90799999999945,3.9054708,660,-149.81347079999944,-98876.89072799963,-1.977537814559993,0 days 00:30:00,ISL Hit,2020,992,19500,2020-04-13 11:00:00,2020-04-13 11:36:00,1067.35,1215.45,-148.10000000000014,22.828000000000003,-170.92800000000014,1538.4615384615386,-5.259323076923082
993,LONG,2020-04-13 12:45:00,19672.4,19524.857000000004,2020-04-13 13:00:00,19524.857000000004,-147.54299999999785,3.9197257000000008,660,-151.46272569999786,-99965.3989619986,-1.999307979239972,0 days 00:15:00,ISL Hit,2020,993,19700,2020-04-13 12:49:00,2020-04-13 13:12:00,1231.9,1230.0,1.900000000000091,24.619,-22.71899999999991,1522.8426395939086,-0.6919492385786774
994,SHORT,2020-04-13 13:15:00,19487.7,19633.857750000003,2020-04-15 09:15:00,19633.857750000003,-146.15775000000212,3.912155775000001,660,-150.06990577500213,-99046.1378115014,-1.980922756230028,1 days 20:00:00,ISL Hit,2020,994,19500,2020-04-13 13:15:00,2020-04-15 09:15:00,1101.95,1262.55,-160.5999999999999,23.645,-184.24499999999992,1538.4615384615386,-5.669076923076922
995,LONG,2020-04-15 09:45:00,19873.35,19724.299875,2020-04-15 13:15:00,19724.299875,-149.05012499999793,3.9597649875,660,-153.00988998749793,-100986.52739174863,-2.0197305478349725,0 days 03:30:00,ISL Hit,2020,995,19900,2020-04-15 09:49:00,2020-04-15 13:15:00,955.05,1138.0,-182.95000000000005,20.930500000000002,-203.88050000000004,1507.537688442211,-6.1471507537688455
996,SHORT,2020-04-15 13:15:00,19730.35,19878.327625,2020-04-16 12:00:00,19228.25,502.09999999999854,3.89586,660,498.2041399999985,328814.73239999905,6.576294647999981,0 days 22:45:00,MA Cross Opp,2020,996,19700,2020-04-15 13:15:00,2020-04-16 12:14:00,1040.0,775.0,265.0,18.150000000000002,246.85,1522.8426395939086,7.518274111675127
997,LONG,2020-04-16 12:00:00,19228.25,19084.038125,2020-04-16 12:45:00,19084.038125,-144.21187500000087,3.8312288125,690,-148.04310381250087,-102149.7416306256,-2.042994832612512,0 days 00:45:00,ISL Hit,2020,997,19200,2020-04-16 12:01:00,2020-04-16 12:48:00,920.0,1089.9,-169.9000000000001,20.099,-189.99900000000008,1562.5,-5.9374687500000025
998,LONG,2020-04-16 13:00:00,19240.15,19095.848875000003,2020-04-17 13:15:00,19816.3,576.1499999999978,3.905645,690,572.2443549999978,394848.6049499984,7.896972098999969,1 days 00:15:00,MA Cross Opp,2020,998,19200,2020-04-16 13:00:00,2020-04-17 13:29:00,900.05,622.7,277.3499999999999,15.227500000000001,262.1224999999999,1562.5,8.191328124999997
999,SHORT,2020-04-17 13:15:00,19816.3,19964.92225,2020-04-17 13:45:00,19964.92225,-148.62225000000035,3.978122225,660,-152.60037222500034,-100716.24566850024,-2.0143249133700047,0 days 00:30:00,ISL Hit,2020,999,19800,2020-04-17 13:15:00,2020-04-17 13:59:00,859.05,959.55,-100.5,18.186,-118.686,1515.1515151515152,-3.5965454545454545
1000,LONG,2020-04-17 14:30:00,20194.75,20043.289375,2020-04-20 13:45:00,20752.85,558.0999999999985,4.09476,660,554.0052399999986,365643.4583999991,7.312869167999982,2 days 23:15:00,MA Cross Opp,2020,1000,20200,2020-04-17 14:41:00,2020-04-20 13:59:00,841.1,655.0,186.10000000000002,14.960999999999999,171.139,1485.148514851485,5.083336633663366
1001,SHORT,2020-04-20 13:45:00,20752.85,20908.496375,2020-04-20 14:15:00,20908.496375,-155.64637500000026,4.1661346375,630,-159.81250963750026,-100681.88107162516,-2.013637621432503,0 days 00:30:00,ISL Hit,2020,1001,20800,2020-04-20 13:55:00,2020-04-20 14:21:00,831.0,950.8,-119.79999999999995,17.818,-137.61799999999997,1442.3076923076924,-3.9697499999999994
1002,LONG,2020-04-20 14:30:00,20957.7,20800.51725,2020-04-20 14:45:00,20800.51725,-157.18274999999994,4.1758217250000005,630,-161.35857172499993,-101655.90018674996,-2.0331180037349994,0 days 00:15:00,ISL Hit,2020,1002,21000,2020-04-20 14:30:00,2020-04-20 14:46:00,895.9,1002.0,-106.10000000000002,18.979000000000003,-125.07900000000002,1428.5714285714287,-3.5736857142857157
1003,SHORT,2020-04-20 15:00:00,20504.8,20658.586,2020-04-22 11:15:00,19556.25,948.5499999999992,4.006105000000001,630,944.5438949999992,595062.6538499995,11.901253076999993,1 days 20:15:00,MA Cross Opp,2020,1003,20500,2020-04-20 15:08:00,2020-04-22 11:29:00,836.0,324.65,511.35,11.6065,499.74350000000004,1463.4146341463415,14.626639024390245
1004,LONG,2020-04-22 11:15:00,19556.25,19409.578125,2020-04-22 11:30:00,19409.578125,-146.671875,3.8965828125,660,-150.5684578125,-99375.18215625,-1.9875036431250004,0 days 00:15:00,ISL Hit,2020,1004,19600,2020-04-22 11:15:00,2020-04-22 11:31:00,780.15,863.5,-83.35000000000002,16.436500000000002,-99.78650000000002,1530.6122448979593,-3.0546887755102046
1005,LONG,2020-04-22 11:45:00,19490.55,19344.370875,2020-04-22 13:15:00,19344.370875,-146.17912499999875,3.8834920875,660,-150.06261708749875,-99041.32727774918,-1.980826545554984,0 days 01:30:00,ISL Hit,2020,1005,19500,2020-04-22 11:46:00,2020-04-22 13:29:00,770.65,847.75,-77.10000000000002,16.184,-93.28400000000002,1538.4615384615386,-2.8702769230769234
