Trade Type,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year
LONG,2021-05-04 10:15:00,32880.8,32551.992000000002,2021-05-04 13:15:00,32551.992000000002,-328.8080000000009,6.543279200000001,900,-335.35127920000093,-301816.15128000086,-3.0181615128000088,0 days 03:00:00,ISL Hit,2021
SHORT,2021-05-05 09:15:00,32240.15,32562.5515,2021-05-05 09:15:00,32562.5515,-322.40149999999994,6.480270150000001,930,-328.88177014999997,-305860.0462395,-3.058600462395,0 days 00:00:00,ISL Hit,2021
LONG,2021-05-06 12:15:00,32753.15,32425.6185,2021-05-06 14:15:00,32729.65,-23.5,6.548280000000001,900,-30.048280000000002,-27043.452,-0.27043452,0 days 02:00:00,MA Cross Opp,2021
SHORT,2021-05-06 14:15:00,32729.65,33056.9465,2021-05-07 09:15:00,32891.2,-161.54999999999563,6.562085000000001,900,-168.11208499999563,-151300.87649999605,-1.5130087649999604,0 days 19:00:00,MA Cross Opp,2021
LONG,2021-05-07 13:15:00,32941.35,32611.9365,2021-05-07 15:15:00,32865.75,-75.59999999999854,6.580710000000001,900,-82.18070999999854,-73962.63899999869,-0.7396263899999869,0 days 02:00:00,MA Cross Opp,2021
SHORT,2021-05-07 15:15:00,32865.75,33194.4075,2021-05-10 09:15:00,33194.4075,-328.65750000000116,6.60601575,900,-335.26351575000115,-301737.16417500103,-3.0173716417500103,2 days 18:00:00,ISL Hit,2021
LONG,2021-05-10 10:15:00,33242.35,32909.9265,2021-05-11 09:15:00,33115.35,-127.0,6.63577,900,-133.63577,-120272.19300000001,-1.20272193,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-05-11 09:15:00,33115.35,33446.5035,2021-05-17 10:15:00,32889.9,225.4499999999971,6.600525,900,218.84947499999708,196964.52749999738,1.969645274999974,6 days 01:00:00,MA Cross Opp,2021
LONG,2021-05-17 10:15:00,32889.9,32561.001,2021-05-19 09:15:00,33897.1,1007.1999999999971,6.6787,900,1000.521299999997,900469.1699999974,9.004691699999974,1 days 23:00:00,MA Cross Opp,2021
SHORT,2021-05-19 09:15:00,33897.1,34236.070999999996,2021-05-21 11:15:00,34114.85,-217.75,6.801195,870,-224.551195,-195359.53965,-1.9535953965,2 days 02:00:00,MA Cross Opp,2021
LONG,2021-05-21 11:15:00,34114.85,33773.701499999996,2021-05-25 09:15:00,34798.7,683.8499999999985,6.891354999999999,870,676.9586449999986,588954.0211499988,5.8895402114999875,3 days 22:00:00,MA Cross Opp,2021
SHORT,2021-05-25 09:15:00,34798.7,35146.687,2021-05-26 12:15:00,34860.45,-61.75,6.965915,840,-68.715915,-57721.368599999994,-0.577213686,1 days 03:00:00,MA Cross Opp,2021
LONG,2021-05-26 12:15:00,34860.45,34511.845499999996,2021-05-27 09:15:00,34650.2,-210.25,6.951065,840,-217.201065,-182448.8946,-1.824488946,0 days 21:00:00,MA Cross Opp,2021
SHORT,2021-05-27 09:15:00,34650.2,34996.702,2021-05-27 13:15:00,34943.35,-293.15000000000146,6.9593549999999995,840,-300.1093550000015,-252091.85820000124,-2.5209185820000126,0 days 04:00:00,MA Cross Opp,2021
LONG,2021-05-27 13:15:00,34943.35,34593.9165,2021-05-28 14:15:00,35083.2,139.84999999999854,7.002654999999999,840,132.84734499999854,111591.76979999877,1.1159176979999879,1 days 01:00:00,MA Cross Opp,2021
SHORT,2021-05-28 14:15:00,35083.2,35434.032,2021-05-28 15:15:00,35177.15,-93.95000000000437,7.026035000000001,840,-100.97603500000437,-84819.86940000368,-0.8481986940000368,0 days 01:00:00,MA Cross Opp,2021
LONG,2021-05-28 15:15:00,35177.15,34825.3785,2021-06-01 11:15:00,35249.8,72.65000000000146,7.042695000000002,840,65.60730500000145,55110.136200001216,0.5511013620000121,3 days 20:00:00,MA Cross Opp,2021
SHORT,2021-06-01 11:15:00,35249.8,35602.298,2021-06-02 15:15:00,35381.65,-131.84999999999854,7.063145000000001,840,-138.91314499999854,-116687.04179999877,-1.1668704179999876,1 days 04:00:00,MA Cross Opp,2021
LONG,2021-06-02 15:15:00,35381.65,35027.8335,2021-06-04 12:15:00,35322.7,-58.950000000004366,7.070435000000001,840,-66.02043500000437,-55457.16540000367,-0.5545716540000367,1 days 21:00:00,MA Cross Opp,2021
SHORT,2021-06-04 12:15:00,35322.7,35675.926999999996,2021-06-07 10:15:00,35495.15,-172.45000000000437,7.081785000000001,840,-179.53178500000436,-150806.69940000365,-1.5080669940000366,2 days 22:00:00,MA Cross Opp,2021
LONG,2021-06-07 10:15:00,35495.15,35140.1985,2021-06-07 15:15:00,35416.8,-78.34999999999854,7.091195000000002,840,-85.44119499999854,-71770.60379999877,-0.7177060379999878,0 days 05:00:00,MA Cross Opp,2021
SHORT,2021-06-07 15:15:00,35416.8,35770.968,2021-06-09 09:15:00,35099.2,317.6000000000058,7.0516000000000005,840,310.5484000000058,260860.65600000488,2.608606560000049,1 days 18:00:00,MA Cross Opp,2021
LONG,2021-06-09 12:15:00,35332.25,34978.9275,2021-06-09 12:15:00,34978.9275,-353.32250000000204,7.031117749999999,840,-360.35361775000206,-302697.03891000175,-3.0269703891000175,0 days 00:00:00,ISL Hit,2021
SHORT,2021-06-10 09:15:00,34784.1,35131.941,2021-06-10 13:15:00,34909.95,-125.84999999999854,6.969404999999999,840,-132.81940499999854,-111568.30019999878,-1.1156830019999877,0 days 04:00:00,MA Cross Opp,2021
LONG,2021-06-10 13:15:00,34909.95,34560.85049999999,2021-06-11 15:15:00,35019.4,109.45000000000437,6.992935000000001,840,102.45706500000436,86063.93460000366,0.8606393460000367,1 days 02:00:00,MA Cross Opp,2021
SHORT,2021-06-11 15:15:00,35019.4,35369.594000000005,2021-06-15 09:15:00,34971.5,47.900000000001455,6.99909,840,40.90091000000145,34356.76440000122,0.3435676440000122,3 days 18:00:00,MA Cross Opp,2021
LONG,2021-06-15 12:15:00,35220.35,34868.146499999995,2021-06-16 11:15:00,35052.55,-167.79999999999563,7.02729,840,-174.82728999999563,-146854.9235999963,-1.468549235999963,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-06-16 11:15:00,35052.55,35403.075500000006,2021-06-18 15:15:00,34575.45,477.1000000000058,6.9628000000000005,840,470.1372000000058,394915.24800000485,3.9491524800000484,2 days 04:00:00,MA Cross Opp,2021
LONG,2021-06-18 15:15:00,34575.45,34229.695499999994,2021-06-21 09:15:00,34141.45,-434.0,6.87169,840,-440.87169,-370332.2196,-3.7033221960000002,2 days 18:00:00,Gap SL Hit,2021
LONG,2021-06-21 10:15:00,34360.25,34016.6475,2021-06-22 14:15:00,34792.05,431.8000000000029,6.91523,870,424.8847700000029,369649.7499000025,3.696497499000025,1 days 04:00:00,MA Cross Opp,2021
SHORT,2021-06-22 14:15:00,34792.05,35139.9705,2021-06-24 12:15:00,34778.75,13.30000000000291,6.95708,840,6.34292000000291,5328.052800002444,0.053280528000024446,1 days 22:00:00,MA Cross Opp,2021
LONG,2021-06-24 12:15:00,34778.75,34430.9625,2021-06-28 14:15:00,35300.7,521.9499999999971,7.007945,840,514.9420549999971,432551.3261999976,4.325513261999976,4 days 02:00:00,MA Cross Opp,2021
SHORT,2021-06-28 14:15:00,35300.7,35653.706999999995,2021-06-30 13:15:00,35117.3,183.39999999999418,7.0418,840,176.35819999999418,148140.88799999512,1.4814088799999512,1 days 23:00:00,MA Cross Opp,2021
LONG,2021-06-30 13:15:00,35117.3,34766.127,2021-06-30 14:15:00,34766.127,-351.1730000000025,6.9883427,840,-358.1613427000025,-300855.5278680021,-3.0085552786800207,0 days 01:00:00,ISL Hit,2021
SHORT,2021-06-30 15:15:00,34757.1,35104.671,2021-07-01 13:15:00,34885.1,-128.0,6.96422,840,-134.96422,-113369.94480000001,-1.1336994480000002,0 days 22:00:00,MA Cross Opp,2021
LONG,2021-07-01 13:15:00,34885.1,34536.248999999996,2021-07-02 09:15:00,34656.7,-228.40000000000146,6.954179999999999,840,-235.35418000000146,-197697.51120000123,-1.9769751120000123,0 days 20:00:00,MA Cross Opp,2021
SHORT,2021-07-02 09:15:00,34656.7,35003.267,2021-07-02 12:15:00,34813.5,-156.8000000000029,6.94702,840,-163.74702000000292,-137547.49680000244,-1.3754749680000244,0 days 03:00:00,MA Cross Opp,2021
LONG,2021-07-02 12:15:00,34813.5,34465.365,2021-07-07 09:15:00,35490.25,676.75,7.030375,840,669.719625,562564.485,5.6256448500000005,4 days 21:00:00,MA Cross Opp,2021
SHORT,2021-07-07 09:15:00,35490.25,35845.152500000004,2021-07-07 14:15:00,35741.65,-251.40000000000146,7.12319,840,-258.5231900000015,-217159.47960000124,-2.1715947960000124,0 days 05:00:00,MA Cross Opp,2021
LONG,2021-07-07 14:15:00,35741.65,35384.2335,2021-07-08 12:15:00,35559.2,-182.45000000000437,7.130085000000001,810,-189.58008500000437,-153559.86885000355,-1.5355986885000354,0 days 22:00:00,MA Cross Opp,2021
SHORT,2021-07-08 12:15:00,35559.2,35914.791999999994,2021-07-12 09:15:00,35117.15,442.04999999999563,7.067635000000001,840,434.98236499999564,365385.18659999635,3.6538518659999637,3 days 21:00:00,MA Cross Opp,2021
LONG,2021-07-12 10:15:00,35374.45,35020.7055,2021-07-16 09:15:00,35892.35,517.9000000000015,7.1266799999999995,840,510.77332000000143,429049.5888000012,4.290495888000012,3 days 23:00:00,MA Cross Opp,2021
SHORT,2021-07-16 09:15:00,35892.35,36251.273499999996,2021-07-22 09:15:00,34436.05,1456.2999999999956,7.032839999999999,810,1449.2671599999956,1173906.3995999964,11.739063995999963,6 days 00:00:00,MA Cross Opp,2021
LONG,2021-07-22 10:15:00,34931.45,34582.1355,2021-07-22 14:15:00,34582.1355,-349.3145000000004,6.951358549999999,840,-356.2658585500004,-299263.32118200033,-2.9926332118200034,0 days 04:00:00,ISL Hit,2021
SHORT,2021-07-23 09:15:00,34659.4,35005.994,2021-07-23 12:15:00,34833.25,-173.84999999999854,6.949265,840,-180.79926499999854,-151871.3825999988,-1.518713825999988,0 days 03:00:00,MA Cross Opp,2021
LONG,2021-07-23 12:15:00,34833.25,34484.9175,2021-07-28 09:15:00,34781.3,-51.94999999999709,6.961455000000001,840,-58.91145499999709,-49485.62219999755,-0.49485622199997553,4 days 21:00:00,MA Cross Opp,2021
SHORT,2021-07-28 09:15:00,34781.3,35129.113000000005,2021-07-28 15:15:00,34558.8,222.5,6.934010000000001,840,215.56599,181075.4316,1.810754316,0 days 06:00:00,MA Cross Opp,2021
LONG,2021-07-28 15:15:00,34558.8,34213.212,2021-07-30 13:15:00,34552.95,-5.850000000005821,6.911175,840,-12.76117500000582,-10719.38700000489,-0.10719387000004889,1 days 22:00:00,MA Cross Opp,2021
SHORT,2021-07-30 13:15:00,34552.95,34898.479499999994,2021-08-02 09:15:00,34622.75,-69.80000000000291,6.91757,840,-76.71757000000291,-64442.75880000244,-0.6444275880000244,2 days 20:00:00,MA Cross Opp,2021
LONG,2021-08-02 10:15:00,34838.85,34490.4615,2021-08-03 09:15:00,34695.0,-143.84999999999854,6.953385000000001,840,-150.80338499999854,-126674.84339999878,-1.2667484339999877,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-08-03 09:15:00,34695.0,35041.95,2021-08-03 12:15:00,34850.8,-155.8000000000029,6.954580000000001,840,-162.7545800000029,-136713.84720000243,-1.3671384720000244,0 days 03:00:00,MA Cross Opp,2021
LONG,2021-08-03 12:15:00,34850.8,34502.292,2021-08-06 12:15:00,35769.95,919.1499999999942,7.062075,840,912.0879249999941,766153.8569999951,7.661538569999951,3 days 00:00:00,MA Cross Opp,2021
SHORT,2021-08-06 12:15:00,35769.95,36127.6495,2021-08-09 09:15:00,36127.6495,-357.69950000000244,7.18975995,810,-364.88925995000244,-295560.300559502,-2.9556030055950195,2 days 21:00:00,ISL Hit,2021
SHORT,2021-08-10 09:15:00,36000.7,36360.706999999995,2021-08-10 11:15:00,36282.55,-281.8500000000058,7.228325000000001,810,-289.0783250000058,-234153.4432500047,-2.3415344325000467,0 days 02:00:00,MA Cross Opp,2021
LONG,2021-08-10 11:15:00,36282.55,35919.724500000004,2021-08-10 13:15:00,35919.724500000004,-362.825499999999,7.22022745,810,-370.045727449999,-299737.03923449916,-2.9973703923449913,0 days 02:00:00,ISL Hit,2021
SHORT,2021-08-10 14:15:00,35895.35,36254.3035,2021-08-12 09:15:00,35825.75,69.59999999999854,7.172110000000001,810,62.42788999999854,50566.59089999882,0.5056659089999882,1 days 19:00:00,MA Cross Opp,2021
LONG,2021-08-12 12:15:00,35878.95,35520.1605,2021-08-16 15:15:00,36082.35,203.40000000000146,7.196129999999999,810,196.20387000000144,158925.13470000116,1.5892513470000116,4 days 03:00:00,MA Cross Opp,2021
SHORT,2021-08-16 15:15:00,36082.35,36443.1735,2021-08-18 09:15:00,35910.55,171.79999999999563,7.1992899999999995,810,164.60070999999564,133326.57509999647,1.3332657509999646,1 days 18:00:00,MA Cross Opp,2021
SHORT,2021-08-18 14:15:00,35649.4,36005.894,2021-08-24 09:15:00,35129.3,520.0999999999985,7.077870000000002,840,513.0221299999986,430938.5891999988,4.309385891999988,5 days 19:00:00,MA Cross Opp,2021
LONG,2021-08-24 10:15:00,35263.2,34910.568,2021-08-25 14:15:00,35556.3,293.1000000000058,7.08195,840,286.0180500000058,240255.16200000487,2.402551620000049,1 days 04:00:00,MA Cross Opp,2021
SHORT,2021-08-25 14:15:00,35556.3,35911.863000000005,2021-08-26 11:15:00,35649.65,-93.34999999999854,7.120595000000002,840,-100.47059499999855,-84395.29979999879,-0.8439529979999879,0 days 21:00:00,MA Cross Opp,2021
LONG,2021-08-26 11:15:00,35649.65,35293.1535,2021-08-27 09:15:00,35567.55,-82.09999999999854,7.121720000000002,840,-89.22171999999854,-74946.24479999878,-0.7494624479999877,0 days 22:00:00,MA Cross Opp,2021
SHORT,2021-08-27 09:15:00,35567.55,35923.2255,2021-08-27 14:15:00,35658.15,-90.59999999999854,7.122570000000001,840,-97.72256999999854,-82086.95879999877,-0.8208695879999877,0 days 05:00:00,MA Cross Opp,2021
LONG,2021-08-27 14:15:00,35658.15,35301.5685,2021-09-01 15:15:00,36541.2,883.0499999999956,7.219935000000001,840,875.8300649999957,735697.2545999964,7.356972545999964,5 days 01:00:00,MA Cross Opp,2021
SHORT,2021-09-01 15:15:00,36541.2,36906.612,2021-09-02 13:15:00,36846.2,-305.0,7.33874,810,-312.33874,-252994.37939999998,-2.529943794,0 days 22:00:00,MA Cross Opp,2021
LONG,2021-09-02 13:15:00,36846.2,36477.738,2021-09-06 09:15:00,36739.35,-106.84999999999854,7.358554999999999,810,-114.20855499999854,-92508.92954999882,-0.9250892954999881,3 days 20:00:00,MA Cross Opp,2021
SHORT,2021-09-06 09:15:00,36739.35,37106.7435,2021-09-08 09:15:00,36483.6,255.75,7.322295,810,248.427705,201226.44105,2.0122644105,2 days 00:00:00,MA Cross Opp,2021
LONG,2021-09-08 11:15:00,36803.8,36435.762,2021-09-09 09:15:00,36748.2,-55.60000000000582,7.3552,810,-62.95520000000582,-50993.712000004714,-0.5099371200000471,0 days 22:00:00,MA Cross Opp,2021
SHORT,2021-09-09 09:15:00,36748.2,37115.682,2021-09-09 11:15:00,36746.2,2.0,7.3494399999999995,810,-5.3494399999999995,-4333.046399999999,-0.04333046399999999,0 days 02:00:00,MA Cross Opp,2021
LONG,2021-09-09 11:15:00,36746.2,36378.738,2021-09-09 12:15:00,36655.8,-90.39999999999418,7.3402,810,-97.74019999999418,-79169.56199999528,-0.7916956199999529,0 days 01:00:00,MA Cross Opp,2021
SHORT,2021-09-09 12:15:00,36655.8,37022.358,2021-09-14 09:15:00,36504.0,151.8000000000029,7.315980000000001,810,144.48402000000291,117032.05620000236,1.1703205620000237,4 days 21:00:00,MA Cross Opp,2021
LONG,2021-09-14 14:15:00,36657.15,36290.5785,2021-09-15 09:15:00,36587.6,-69.55000000000291,7.3244750000000005,810,-76.87447500000292,-62268.324750002364,-0.6226832475000236,0 days 19:00:00,MA Cross Opp,2021
SHORT,2021-09-15 09:15:00,36587.6,36953.476,2021-09-15 10:15:00,36651.45,-63.849999999998545,7.323904999999999,810,-71.17390499999854,-57650.86304999882,-0.5765086304999882,0 days 01:00:00,MA Cross Opp,2021
LONG,2021-09-15 10:15:00,36651.45,36284.9355,2021-09-17 14:15:00,37494.6,843.1500000000015,7.414604999999999,810,835.7353950000014,676945.6699500012,6.7694566995000125,2 days 04:00:00,MA Cross Opp,2021
SHORT,2021-09-17 14:15:00,37494.6,37869.546,2021-09-17 15:15:00,37869.546,-374.94600000000355,7.536414600000001,780,-382.48241460000355,-298336.2833880028,-2.9833628338800278,0 days 01:00:00,ISL Hit,2021
SHORT,2021-09-20 09:15:00,37809.55,38187.645500000006,2021-09-20 10:15:00,37702.7,106.85000000000582,7.5512250000000005,780,99.29877500000582,77453.04450000454,0.7745304450000454,0 days 01:00:00,MA Cross Opp,2021
LONG,2021-09-20 10:15:00,37702.7,37325.672999999995,2021-09-20 12:15:00,37501.05,-201.64999999999418,7.5203750000000005,780,-209.17037499999418,-163152.89249999545,-1.6315289249999545,0 days 02:00:00,MA Cross Opp,2021
SHORT,2021-09-20 12:15:00,37501.05,37876.06050000001,2021-09-21 15:15:00,37210.0,291.0500000000029,7.4711050000000006,780,283.5788950000029,221191.53810000225,2.2119153810000225,1 days 03:00:00,MA Cross Opp,2021
LONG,2021-09-21 15:15:00,37210.0,36837.9,2021-09-22 13:15:00,37038.1,-171.90000000000146,7.424810000000001,780,-179.32481000000146,-139873.35180000114,-1.3987335180000113,0 days 22:00:00,MA Cross Opp,2021
SHORT,2021-09-22 13:15:00,37038.1,37408.481,2021-09-23 09:15:00,37408.481,-370.3810000000012,7.444658100000001,810,-377.82565810000125,-306038.783061001,-3.0603878306100096,0 days 20:00:00,ISL Hit,2021
LONG,2021-09-23 10:15:00,37618.15,37241.9685,2021-09-24 13:15:00,37725.2,107.04999999999563,7.534335000000001,780,99.51566499999564,77622.21869999659,0.7762221869999659,1 days 03:00:00,MA Cross Opp,2021
SHORT,2021-09-24 13:15:00,37725.2,38102.452,2021-09-27 09:15:00,37876.4,-151.20000000000437,7.560160000000001,780,-158.76016000000436,-123832.9248000034,-1.238329248000034,2 days 20:00:00,MA Cross Opp,2021
LONG,2021-09-27 12:15:00,38201.85,37819.8315,2021-09-28 10:15:00,38050.25,-151.59999999999854,7.625210000000001,780,-159.22520999999855,-124195.66379999887,-1.2419566379999887,0 days 22:00:00,MA Cross Opp,2021
SHORT,2021-09-28 10:15:00,38050.25,38430.7525,2021-09-30 09:15:00,37763.2,287.0500000000029,7.581345,780,279.4686550000029,217985.55090000227,2.1798555090000225,1 days 23:00:00,MA Cross Opp,2021
LONG,2021-09-30 09:15:00,37763.2,37385.568,2021-09-30 14:15:00,37489.25,-273.9499999999971,7.525245,780,-281.4752449999971,-219550.69109999773,-2.195506910999977,0 days 05:00:00,MA Cross Opp,2021
SHORT,2021-09-30 14:15:00,37489.25,37864.1425,2021-10-04 09:15:00,37243.3,245.9499999999971,7.473255000000001,780,238.4767449999971,186011.86109999774,1.8601186109999774,3 days 19:00:00,MA Cross Opp,2021
LONG,2021-10-04 10:15:00,37613.1,37236.969,2021-10-05 09:15:00,37563.75,-49.349999999998545,7.517685000000001,780,-56.867684999998545,-44356.794299998866,-0.4435679429999887,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-10-05 09:15:00,37563.75,37939.3875,2021-10-05 14:15:00,37702.85,-139.09999999999854,7.526660000000001,780,-146.62665999999854,-114368.79479999885,-1.1436879479999886,0 days 05:00:00,MA Cross Opp,2021
LONG,2021-10-05 14:15:00,37702.85,37325.8215,2021-10-06 15:15:00,37466.1,-236.75,7.516895,780,-244.266895,-190528.1781,-1.9052817809999998,1 days 01:00:00,MA Cross Opp,2021
SHORT,2021-10-06 15:15:00,37466.1,37840.761,2021-10-07 09:15:00,37840.761,-374.66100000000006,7.5306861000000005,780,-382.1916861000001,-298109.51515800005,-2.9810951515800004,0 days 18:00:00,ISL Hit,2021
SHORT,2021-10-07 10:15:00,37714.3,38091.44300000001,2021-10-07 12:15:00,37884.6,-170.29999999999563,7.55989,780,-177.85988999999563,-138730.71419999658,-1.3873071419999659,0 days 02:00:00,MA Cross Opp,2021
LONG,2021-10-07 12:15:00,37884.6,37505.754,2021-10-08 11:15:00,37831.25,-53.349999999998545,7.571585000000001,780,-60.921584999998544,-47518.83629999887,-0.4751883629999887,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-10-08 11:15:00,37831.25,38209.5625,2021-10-11 09:15:00,38209.5625,-378.3125,7.60408125,780,-385.91658125,-301014.93337499996,-3.01014933375,2 days 22:00:00,ISL Hit,2021
LONG,2021-10-11 10:15:00,38219.6,37837.403999999995,2021-10-19 09:15:00,39642.95,1423.3499999999985,7.786254999999999,780,1415.5637449999986,1104139.7210999988,11.041397210999989,7 days 23:00:00,MA Cross Opp,2021
SHORT,2021-10-19 09:15:00,39642.95,40039.379499999995,2021-10-20 13:15:00,39700.2,-57.25,7.934315,750,-65.184315,-48888.23625,-0.4888823625,1 days 04:00:00,MA Cross Opp,2021
LONG,2021-10-20 13:15:00,39700.2,39303.198,2021-10-20 14:15:00,39428.5,-271.6999999999971,7.91287,750,-279.6128699999971,-209709.6524999978,-2.0970965249999782,0 days 01:00:00,MA Cross Opp,2021
SHORT,2021-10-20 14:15:00,39428.5,39822.785,2021-10-21 12:15:00,39651.5,-223.0,7.908,750,-230.908,-173181.0,-1.7318099999999998,0 days 22:00:00,MA Cross Opp,2021
LONG,2021-10-21 12:15:00,39651.5,39254.985,2021-10-21 14:15:00,39480.3,-171.1999999999971,7.9131800000000005,750,-179.1131799999971,-134334.88499999783,-1.3433488499999784,0 days 02:00:00,MA Cross Opp,2021
SHORT,2021-10-21 14:15:00,39480.3,39875.103,2021-10-21 14:15:00,39875.103,-394.8029999999999,7.935540300000001,750,-402.7385402999999,-302053.90522499994,-3.0205390522499993,0 days 00:00:00,ISL Hit,2021
LONG,2021-10-21 15:15:00,39983.4,39583.566,2021-10-26 09:15:00,41140.9,1157.5,8.11243,750,1149.38757,862040.6775000001,8.620406775000001,4 days 18:00:00,MA Cross Opp,2021
SHORT,2021-10-26 09:15:00,41140.9,41552.309,2021-10-27 09:15:00,41316.0,-175.09999999999854,8.24569,720,-183.34568999999854,-132008.89679999894,-1.3200889679999894,1 days 00:00:00,MA Cross Opp,2021
LONG,2021-10-27 09:15:00,41316.0,40902.84,2021-10-27 12:15:00,41146.55,-169.4499999999971,8.246255000000001,720,-177.69625499999708,-127941.3035999979,-1.2794130359999791,0 days 03:00:00,MA Cross Opp,2021
SHORT,2021-10-27 12:15:00,41146.55,41558.0155,2021-11-01 11:15:00,39339.55,1807.0,8.048610000000002,720,1798.95139,1295245.0008,12.952450008,4 days 23:00:00,MA Cross Opp,2021
LONG,2021-11-01 11:15:00,39339.55,38946.154500000004,2021-11-03 12:15:00,39667.95,328.3999999999942,7.90075,750,320.49924999999416,240374.43749999563,2.4037443749999565,2 days 01:00:00,MA Cross Opp,2021
SHORT,2021-11-03 12:15:00,39667.95,40064.629499999995,2021-11-09 09:15:00,39507.65,160.29999999999563,7.917560000000001,750,152.38243999999563,114286.82999999671,1.142868299999967,5 days 21:00:00,MA Cross Opp,2021
LONG,2021-11-09 11:15:00,39463.95,39069.3105,2021-11-09 13:15:00,39366.0,-97.94999999999709,7.882995,750,-105.83299499999708,-79374.74624999781,-0.7937474624999781,0 days 02:00:00,MA Cross Opp,2021
SHORT,2021-11-09 13:15:00,39366.0,39759.66,2021-11-09 15:15:00,39372.05,-6.05000000000291,7.873805000000001,750,-13.923805000002911,-10442.853750002183,-0.10442853750002182,0 days 02:00:00,MA Cross Opp,2021
LONG,2021-11-09 15:15:00,39372.05,38978.3295,2021-11-10 09:15:00,39326.8,-45.25,7.869885000000001,750,-53.119885000000004,-39839.91375,-0.3983991375,0 days 18:00:00,MA Cross Opp,2021
SHORT,2021-11-10 09:15:00,39326.8,39720.06800000001,2021-11-12 12:15:00,38628.7,698.1000000000058,7.79555,750,690.3044500000058,517728.33750000433,5.1772833750000435,2 days 03:00:00,MA Cross Opp,2021
LONG,2021-11-12 12:15:00,38628.7,38242.41299999999,2021-11-16 09:15:00,38670.65,41.950000000004366,7.729935000000001,750,34.22006500000437,25665.048750003276,0.2566504875000328,3 days 21:00:00,MA Cross Opp,2021
SHORT,2021-11-16 09:15:00,38670.65,39057.3565,2021-11-17 13:15:00,38237.5,433.15000000000146,7.690815,750,425.45918500000147,319094.3887500011,3.190943887500011,1 days 04:00:00,MA Cross Opp,2021
LONG,2021-11-17 13:15:00,38237.5,37855.125,2021-11-17 14:15:00,38133.45,-104.05000000000291,7.637095,780,-111.68709500000291,-87115.93410000227,-0.8711593410000227,0 days 01:00:00,MA Cross Opp,2021
SHORT,2021-11-17 14:15:00,38133.45,38514.784499999994,2021-11-22 09:15:00,38003.85,129.59999999999854,7.613729999999999,780,121.98626999999854,95149.29059999886,0.9514929059999886,4 days 19:00:00,MA Cross Opp,2021
SHORT,2021-11-22 11:15:00,37301.05,37674.06050000001,2021-11-24 09:15:00,37297.8,3.25,7.459885000000001,780,-4.209885000000001,-3283.7103000000006,-0.032837103000000006,1 days 22:00:00,MA Cross Opp,2021
LONG,2021-11-24 10:15:00,37498.75,37123.7625,2021-11-25 09:15:00,37329.75,-169.0,7.48285,780,-176.48285,-137656.62300000002,-1.3765662300000001,0 days 23:00:00,MA Cross Opp,2021
SHORT,2021-11-25 09:15:00,37329.75,37703.0475,2021-11-25 14:15:00,37382.95,-53.19999999999709,7.47127,780,-60.67126999999709,-47323.590599997726,-0.4732359059999773,0 days 05:00:00,MA Cross Opp,2021
LONG,2021-11-25 14:15:00,37382.95,37009.1205,2021-11-26 09:15:00,37299.15,-83.79999999999563,7.468210000000001,780,-91.26820999999563,-71189.2037999966,-0.711892037999966,0 days 19:00:00,MA Cross Opp,2021
SHORT,2021-11-26 09:15:00,37299.15,37672.141500000005,2021-11-29 13:15:00,36213.45,1085.7000000000044,7.351260000000001,780,1078.3487400000045,841112.0172000035,8.411120172000034,3 days 04:00:00,MA Cross Opp,2021
LONG,2021-11-29 13:15:00,36213.45,35851.3155,2021-11-30 11:15:00,35851.3155,-362.1345000000001,7.20647655,810,-369.3409765500001,-299166.1910055001,-2.991661910055001,0 days 22:00:00,ISL Hit,2021
SHORT,2021-11-30 14:15:00,35958.5,36318.085,2021-12-01 11:15:00,36318.085,-359.5849999999991,7.2276584999999995,810,-366.81265849999915,-297118.2533849993,-2.971182533849993,0 days 21:00:00,ISL Hit,2021
LONG,2021-12-01 14:15:00,36310.05,35946.9495,2021-12-03 14:15:00,36228.55,-81.5,7.253860000000001,810,-88.75386,-71890.6266,-0.7189062660000001,2 days 00:00:00,MA Cross Opp,2021
SHORT,2021-12-03 14:15:00,36228.55,36590.8355,2021-12-07 11:15:00,36556.3,-327.75,7.278485000000001,810,-335.028485,-271373.07285,-2.7137307285,3 days 21:00:00,MA Cross Opp,2021
LONG,2021-12-07 11:15:00,36556.3,36190.737,2021-12-09 13:15:00,37066.6,510.29999999999563,7.36229,810,502.93770999999566,407379.5450999965,4.073795450999965,2 days 02:00:00,MA Cross Opp,2021
SHORT,2021-12-09 13:15:00,37066.6,37437.265999999996,2021-12-10 09:15:00,37095.35,-28.75,7.416195,780,-36.166195,-28209.632100000003,-0.28209632100000004,0 days 20:00:00,MA Cross Opp,2021
SHORT,2021-12-10 12:15:00,36924.9,37294.149000000005,2021-12-10 15:15:00,37125.75,-200.84999999999854,7.405065,810,-208.25506499999855,-168686.60264999882,-1.6868660264999884,0 days 03:00:00,MA Cross Opp,2021
