,Trade Type,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Points Captured,Slippage,Qty,Final Points,PnL,ROI%,Trade Duration,Remarks,Trade Year
0,LONG,2017-01-02 14:15:00,18027.8,17892.5915,2017-01-03 09:15:00,17892.5915,-135.20850000000064,3.59203915,900,-138.80053915000065,-124920.48523500058,-2.498409704700012,0 days 19:00:00,ISL Hit,2017
1,LONG,2017-01-03 09:45:00,17912.65,17778.305125000003,2017-01-03 14:45:00,18053.95,141.29999999999927,3.596660000000001,930,137.70333999999926,128064.10619999931,2.561282123999986,0 days 05:00:00,MA Cross Opp,2017
2,SHORT,2017-01-03 14:45:00,18053.95,18189.354625000004,2017-01-05 10:30:00,18024.35,29.600000000002183,3.6078300000000003,900,25.992170000002183,23392.953000001966,0.4678590600000393,1 days 19:45:00,MA Cross Opp,2017
3,LONG,2017-01-05 10:30:00,18024.35,17889.167375,2017-01-09 13:30:00,18292.85,268.5,3.63172,900,264.86828,238381.45200000002,4.76762904,4 days 03:00:00,MA Cross Opp,2017
4,SHORT,2017-01-09 13:30:00,18292.85,18430.046374999998,2017-01-10 10:45:00,18340.75,-47.900000000001455,3.66336,900,-51.56336000000145,-46407.02400000131,-0.9281404800000262,0 days 21:15:00,MA Cross Opp,2017
5,LONG,2017-01-10 10:45:00,18340.75,18203.194375,2017-01-12 15:15:00,18870.7,529.9500000000007,3.721145,900,526.2288550000007,473605.96950000065,9.472119390000012,2 days 04:30:00,MA Cross Opp,2017
6,SHORT,2017-01-12 15:15:00,18870.7,19012.23025,2017-01-13 12:00:00,18895.3,-24.599999999998545,3.7766,870,-28.376599999998547,-24687.641999998737,-0.49375283999997477,0 days 20:45:00,MA Cross Opp,2017
7,LONG,2017-01-13 12:00:00,18895.3,18753.58525,2017-01-17 11:45:00,19062.6,167.29999999999927,3.7957899999999998,870,163.50420999999926,142248.66269999935,2.844973253999987,3 days 23:45:00,MA Cross Opp,2017
8,SHORT,2017-01-17 11:45:00,19062.6,19205.5695,2017-01-17 14:45:00,19071.3,-8.700000000000728,3.8133899999999996,870,-12.513390000000728,-10886.649300000634,-0.21773298600001267,0 days 03:00:00,MA Cross Opp,2017
9,LONG,2017-01-17 14:45:00,19071.3,18928.26525,2017-01-18 13:30:00,19174.5,103.20000000000073,3.8245800000000005,870,99.37542000000073,86456.61540000064,1.7291323080000125,0 days 22:45:00,MA Cross Opp,2017
10,SHORT,2017-01-18 13:30:00,19174.5,19318.30875,2017-01-19 12:30:00,19183.6,-9.099999999998545,3.83581,840,-12.935809999998545,-10866.080399998778,-0.21732160799997555,0 days 23:00:00,MA Cross Opp,2017
