Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Points,ROI
2023-01-10,CLOSED,STRADDLE,2023-01-10,FINNIFTY,18750CE,09:16:00,09:55:00,30.5,6.15,-160,3896,24.35,0.3896
2023-01-10,CLOSED,STRADDLE,2023-01-10,FINNIFTY,18750PE,09:16:00,09:55:00,77.7,173.45,-160,-15320,-95.75,-1.532
2023-01-10,CLOSED,STRADDLE,2023-01-10,FINNIFTY,18800CE,09:16:00,09:32:00,16.35,6,-159.5744681,1651.595745,10.35,0.1651595745
2023-01-10,CLOSED,STRADDLE,2023-01-10,FINNIFTY,18800PE,09:16:00,09:32:00,114.45,182.35,-159.5744681,-10835.10638,-67.9,-1.083510638
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18550CE,09:32:00,15:22:00,96.75,1.15,-161.7250674,15460.91644,95.6,1.546091644
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18550PE,09:32:00,15:22:00,23.55,99.45,-161.7250674,-12274.93261,-75.9,-1.227493261
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18500CE,09:55:00,15:22:00,100.55,4.95,-162.1621622,15502.7027,95.6,1.55027027
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18500PE,09:55:00,15:22:00,18,53.45,-162.1621622,-5748.648649,-35.45,-0.5748648649
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18450CE,10:44:00,15:22:00,90.85,19.85,-162.601626,11544.71545,71,1.154471545
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18450PE,10:44:00,15:22:00,18,18.25,-162.601626,-40.6504065,-0.25,-0.00406504065
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18400CE,12:43:00,15:22:00,91.05,55.9,-163.0434783,5730.978261,35.15,0.5730978261
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18400PE,12:43:00,15:22:00,16.85,4.35,-163.0434783,2038.043478,12.5,0.2038043478
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18350CE,14:31:00,15:22:00,81.4,102.5,-163.4877384,-3449.591281,-21.1,-0.3449591281
2023-01-10,CLOSED,REBALANCE,2023-01-10,FINNIFTY,18350PE,14:31:00,15:22:00,5.4,0.8,-163.4877384,752.0435967,4.6,0.07520435967
2023-01-17,CLOSED,HEDGE,2023-01-17,FINNIFTY,18200PE,09:16:00,15:22:00,3.35,0.15,824.1758242,-2637.362637,-3.2,-0.2637362637
2023-01-17,CLOSED,HEDGE,2023-01-17,FINNIFTY,18800CE,09:16:00,15:22:00,2,0.15,797.8723404,-1476.06383,-1.85,-0.147606383
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18400CE,09:16:00,09:51:00,114,184.2,-163.0434783,-11445.65217,-70.2,-1.144565217
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18400PE,09:16:00,09:51:00,28.65,7.05,-163.0434783,3521.73913,21.6,0.352173913
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18450CE,09:16:00,15:22:00,79.9,99.85,-162.601626,-3243.902439,-19.95,-0.3243902439
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18450PE,09:16:00,15:22:00,44.7,0.35,-162.601626,7211.382114,44.35,0.7211382114
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18500CE,09:16:00,15:22:00,51.25,51.5,-162.1621622,-40.54054054,-0.25,-0.004054054054
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18500PE,09:16:00,15:22:00,66.05,2.15,-162.1621622,10362.16216,63.9,1.036216216
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18550CE,09:16:00,15:22:00,30.55,15.1,-161.7250674,2498.652291,15.45,0.2498652291
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18550PE,09:16:00,15:22:00,94.95,16.45,-161.7250674,12695.41779,78.5,1.269541779
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18600CE,09:16:00,15:22:00,16.45,2,-161.2903226,2330.645161,14.45,0.2330645161
2023-01-17,CLOSED,STRADDLE,2023-01-17,FINNIFTY,18600PE,09:16:00,15:22:00,131.2,54.55,-161.2903226,12362.90323,76.65,1.236290323
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18650CE,09:51:00,13:26:00,20.6,1.25,-160.8579088,3112.600536,19.35,0.3112600536
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18650PE,09:51:00,13:26:00,92.55,177.85,-160.8579088,-13721.17962,-85.3,-1.372117962
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18400CE,13:26:00,15:01:00,80.2,182,-163.0434783,-16597.82609,-101.8,-1.659782609
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18400PE,13:26:00,15:01:00,9.45,0.25,-163.0434783,1500,9.2,0.15
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18650CE,15:01:00,15:22:00,0.4,0.4,-160.8579088,0,0,0
2023-01-17,CLOSED,REBALANCE,2023-01-17,FINNIFTY,18650PE,15:01:00,15:22:00,68.9,102.55,-160.8579088,-5412.868633,-33.65,-0.5412868633
2023-01-24,CLOSED,HEDGE,2023-01-24,FINNIFTY,18650PE,09:16:00,15:22:00,1.55,0.2,804.2895442,-1085.790885,-1.35,-0.1085790885
2023-01-24,CLOSED,HEDGE,2023-01-24,FINNIFTY,19250CE,09:16:00,15:22:00,1.05,0.2,779.2207792,-662.3376623,-0.85,-0.06623376623
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18850CE,09:16:00,15:22:00,99.05,43.55,-159.1511936,8832.891247,55.5,0.8832891247
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18850PE,09:16:00,15:22:00,14,2.9,-159.1511936,1766.578249,11.1,0.1766578249
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18900CE,09:16:00,15:22:00,62.9,10.75,-158.7301587,8277.777778,52.15,0.8277777778
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18900PE,09:16:00,15:22:00,28.65,20.3,-158.7301587,1325.396825,8.35,0.1325396825
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18950CE,09:16:00,15:22:00,36.25,1.05,-158.3113456,5572.559367,35.2,0.5572559367
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,18950PE,09:16:00,15:22:00,51.75,60.7,-158.3113456,-1416.886544,-8.95,-0.1416886544
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,19000CE,09:16:00,15:22:00,19.25,0.4,-157.8947368,2976.315789,18.85,0.2976315789
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,19000PE,09:16:00,15:22:00,84.6,110.1,-157.8947368,-4026.315789,-25.5,-0.4026315789
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,19050CE,09:16:00,13:44:00,9.35,0.6,-157.480315,1377.952756,8.75,0.1377952756
2023-01-24,CLOSED,STRADDLE,2023-01-24,FINNIFTY,19050PE,09:16:00,13:44:00,124.75,172.3,-157.480315,-7488.188976,-47.55,-0.7488188976
2023-01-24,CLOSED,REBALANCE,2023-01-24,FINNIFTY,18800CE,13:44:00,15:22:00,81.9,91.05,-159.5744681,-1460.106383,-9.15,-0.1460106383
2023-01-24,CLOSED,REBALANCE,2023-01-24,FINNIFTY,18800PE,13:44:00,15:22:00,4.05,0.4,-159.5744681,582.4468085,3.65,0.05824468085
2023-01-31,CLOSED,HEDGE,2023-01-31,FINNIFTY,17850PE,09:16:00,15:22:00,16.75,0.25,840.3361345,-13865.54622,-16.5,-1.386554622
2023-01-31,CLOSED,HEDGE,2023-01-31,FINNIFTY,18350CE,09:16:00,15:22:00,18.3,0.2,817.4386921,-14795.64033,-18.1,-1.479564033
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18000CE,09:16:00,15:22:00,166.9,112.3,-166.6666667,9100,54.6,0.91
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18000PE,09:16:00,15:22:00,44.15,0.9,-166.6666667,7208.333333,43.25,0.7208333333
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18050CE,09:16:00,15:22:00,132.65,64.6,-166.2049861,11310.24931,68.05,1.131024931
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18050PE,09:16:00,15:22:00,60.45,2.6,-166.2049861,9614.958449,57.85,0.9614958449
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18100CE,09:16:00,15:22:00,102.7,24.45,-165.7458564,12969.61326,78.25,1.296961326
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18100PE,09:16:00,15:22:00,80.6,12.7,-165.7458564,11254.14365,67.9,1.125414365
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18150CE,09:16:00,10:12:00,77.6,22.95,-165.2892562,9033.057851,54.65,0.9033057851
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18150PE,09:16:00,10:12:00,105.1,192.5,-165.2892562,-14446.28099,-87.4,-1.444628099
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18200CE,09:16:00,09:35:00,57.3,32.2,-164.8351648,4137.362637,25.1,0.4137362637
2023-01-31,CLOSED,STRADDLE,2023-01-31,FINNIFTY,18200PE,09:16:00,09:35:00,134.85,199.7,-164.8351648,-10689.56044,-64.85,-1.068956044
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,17950CE,09:35:00,13:22:00,144.4,182.7,-167.1309192,-6401.114206,-38.3,-0.6401114206
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,17950PE,09:35:00,13:22:00,61.95,5.15,-167.1309192,9493.036212,56.8,0.9493036212
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,17900CE,10:12:00,11:47:00,130,204.35,-167.5977654,-12460.89385,-74.35,-1.246089385
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,17900PE,10:12:00,11:47:00,47.1,8.35,-167.5977654,6494.413408,38.75,0.6494413408
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,18150CE,11:47:00,15:22:00,38.45,5.1,-165.2892562,5512.396694,33.35,0.5512396694
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,18150PE,11:47:00,15:22:00,91.5,42.9,-165.2892562,8033.057851,48.6,0.8033057851
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,18200CE,13:22:00,15:22:00,18.45,1,-164.8351648,2876.373626,17.45,0.2876373626
2023-01-31,CLOSED,REBALANCE,2023-01-31,FINNIFTY,18200PE,13:22:00,15:22:00,92.5,88.6,-164.8351648,642.8571429,3.9,0.06428571429
2023-02-07,CLOSED,HEDGE,2023-02-07,FINNIFTY,18100PE,09:16:00,15:22:00,3.15,0.15,828.7292818,-2486.187845,-3,-0.2486187845
2023-02-07,CLOSED,HEDGE,2023-02-07,FINNIFTY,18700CE,09:16:00,15:22:00,2.45,0.1,802.1390374,-1885.026738,-2.35,-0.1885026738
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18300CE,09:16:00,15:22:00,126.45,149.05,-163.9344262,-3704.918033,-22.6,-0.3704918033
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18300PE,09:16:00,15:22:00,29.3,0.2,-163.9344262,4770.491803,29.1,0.4770491803
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18350CE,09:16:00,15:22:00,92.05,97.5,-163.4877384,-891.0081744,-5.45,-0.08910081744
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18350PE,09:16:00,15:22:00,45.3,0.25,-163.4877384,7365.122616,45.05,0.7365122616
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18400CE,09:16:00,15:22:00,63.5,49,-163.0434783,2364.130435,14.5,0.2364130435
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18400PE,09:16:00,15:22:00,66.55,1.7,-163.0434783,10573.36957,64.85,1.057336957
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18450CE,09:16:00,12:55:00,42.1,1.95,-162.601626,6528.455285,40.15,0.6528455285
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18450PE,09:16:00,12:55:00,96.1,167.45,-162.601626,-11601.62602,-71.35,-1.160162602
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18500CE,09:16:00,12:26:00,26.35,1.75,-162.1621622,3989.189189,24.6,0.3989189189
2023-02-07,CLOSED,STRADDLE,2023-02-07,FINNIFTY,18500PE,09:16:00,12:26:00,129.1,166.35,-162.1621622,-6040.540541,-37.25,-0.6040540541
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18250CE,12:26:00,14:46:00,98.2,173.7,-164.3835616,-12410.9589,-75.5,-1.24109589
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18250PE,12:26:00,14:46:00,11.85,0.4,-164.3835616,1882.191781,11.45,0.1882191781
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18200CE,12:55:00,13:54:00,95.85,178,-164.8351648,-13541.20879,-82.15,-1.354120879
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18200PE,12:55:00,13:54:00,11.2,0.8,-164.8351648,1714.285714,10.4,0.1714285714
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18450CE,13:54:00,15:22:00,4.25,11.9,-162.601626,-1243.902439,-7.65,-0.1243902439
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18450PE,13:54:00,15:22:00,77.4,13.7,-162.601626,10357.72358,63.7,1.035772358
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18500CE,14:46:00,15:22:00,1.3,0.95,-162.1621622,56.75675676,0.35,0.005675675676
2023-02-07,CLOSED,REBALANCE,2023-02-07,FINNIFTY,18500PE,14:46:00,15:22:00,78,52.15,-162.1621622,4191.891892,25.85,0.4191891892
2023-02-14,CLOSED,HEDGE,2023-02-14,FINNIFTY,18200PE,09:16:00,15:22:00,1.65,0.1,824.1758242,-1277.472527,-1.55,-0.1277472527
2023-02-14,CLOSED,HEDGE,2023-02-14,FINNIFTY,18800CE,09:16:00,15:22:00,0.75,0.1,797.8723404,-518.6170213,-0.65,-0.05186170213
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18400CE,09:16:00,14:02:00,89.25,177.25,-163.0434783,-14347.82609,-88,-1.434782609
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18400PE,09:16:00,14:02:00,21.95,0.65,-163.0434783,3472.826087,21.3,0.3472826087
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18450CE,09:16:00,15:22:00,55.65,158.95,-162.601626,-16796.74797,-103.3,-1.679674797
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18450PE,09:16:00,15:22:00,38.4,0.25,-162.601626,6203.252033,38.15,0.6203252033
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18500CE,09:16:00,15:22:00,31.4,108.95,-162.1621622,-12575.67568,-77.55,-1.257567568
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18500PE,09:16:00,15:22:00,64.6,0.3,-162.1621622,10427.02703,64.3,1.042702703
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18550CE,09:16:00,15:22:00,15.65,59.7,-161.7250674,-7123.989218,-44.05,-0.7123989218
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18550PE,09:16:00,15:22:00,99.2,0.6,-161.7250674,15946.09164,98.6,1.594609164
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18600CE,09:16:00,15:22:00,6.55,17.85,-161.2903226,-1822.580645,-11.3,-0.1822580645
2023-02-14,CLOSED,STRADDLE,2023-02-14,FINNIFTY,18600PE,09:16:00,15:22:00,140.1,9,-161.2903226,21145.16129,131.1,2.114516129
2023-02-14,CLOSED,REBALANCE,2023-02-14,FINNIFTY,18650CE,14:02:00,15:22:00,3.4,1.65,-160.8579088,281.5013405,1.75,0.02815013405
2023-02-14,CLOSED,REBALANCE,2023-02-14,FINNIFTY,18650PE,14:02:00,15:22:00,76.6,43,-160.8579088,5404.825737,33.6,0.5404825737
2023-02-21,CLOSED,HEDGE,2023-02-21,FINNIFTY,18000PE,09:16:00,15:22:00,2.5,0.25,833.3333333,-1875,-2.25,-0.1875
2023-02-21,CLOSED,HEDGE,2023-02-21,FINNIFTY,18500CE,09:16:00,15:22:00,2.6,0.25,810.8108108,-1905.405405,-2.35,-0.1905405405
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18150CE,09:16:00,10:14:00,110.6,176.5,-165.2892562,-10892.56198,-65.9,-1.089256198
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18150PE,09:16:00,10:14:00,16.4,4.3,-165.2892562,2000,12.1,0.2
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18200CE,09:16:00,15:22:00,72.6,39.45,-164.8351648,5464.285714,33.15,0.5464285714
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18200PE,09:16:00,15:22:00,28.55,2.9,-164.8351648,4228.021978,25.65,0.4228021978
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18250CE,09:16:00,15:22:00,43.05,6.75,-164.3835616,5967.123288,36.3,0.5967123288
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18250PE,09:16:00,15:22:00,49.45,20.25,-164.3835616,4800,29.2,0.48
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18300CE,09:16:00,15:22:00,25,0.9,-163.9344262,3950.819672,24.1,0.3950819672
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18300PE,09:16:00,15:22:00,80.1,64.2,-163.9344262,2606.557377,15.9,0.2606557377
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18350CE,09:16:00,15:22:00,13.2,0.45,-163.4877384,2084.468665,12.75,0.2084468665
2023-02-21,CLOSED,STRADDLE,2023-02-21,FINNIFTY,18350PE,09:16:00,15:22:00,120.3,113.95,-163.4877384,1038.147139,6.35,0.1038147139
2023-02-21,CLOSED,REBALANCE,2023-02-21,FINNIFTY,18400CE,10:14:00,14:56:00,14.25,0.3,-163.0434783,2274.456522,13.95,0.2274456522
2023-02-21,CLOSED,REBALANCE,2023-02-21,FINNIFTY,18400PE,10:14:00,14:56:00,90.7,174.65,-163.0434783,-13687.5,-83.95,-1.36875
2023-02-21,CLOSED,REBALANCE,2023-02-21,FINNIFTY,18150CE,14:56:00,15:22:00,77.2,86.6,-165.2892562,-1553.719008,-9.4,-0.1553719008
2023-02-21,CLOSED,REBALANCE,2023-02-21,FINNIFTY,18150PE,14:56:00,15:22:00,1.75,0.55,-165.2892562,198.3471074,1.2,0.01983471074
2023-02-28,CLOSED,HEDGE,2023-02-28,FINNIFTY,17750PE,09:16:00,15:22:00,2.75,0.15,845.0704225,-2197.183099,-2.6,-0.2197183099
2023-02-28,CLOSED,HEDGE,2023-02-28,FINNIFTY,18250CE,09:16:00,15:22:00,2.1,0.2,821.9178082,-1561.643836,-1.9,-0.1561643836
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,17900CE,09:16:00,15:22:00,137.85,79.95,-167.5977654,9703.910615,57.9,0.9703910615
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,17900PE,09:16:00,15:22:00,14.25,0.7,-167.5977654,2270.949721,13.55,0.2270949721
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,17950CE,09:16:00,15:22:00,98,34.55,-167.1309192,10604.45682,63.45,1.060445682
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,17950PE,09:16:00,15:22:00,25,5.1,-167.1309192,3325.905292,19.9,0.3325905292
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18000CE,09:16:00,15:22:00,65.1,6.75,-166.6666667,9725,58.35,0.9725
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18000PE,09:16:00,15:22:00,40.9,26.55,-166.6666667,2391.666667,14.35,0.2391666667
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18050CE,09:16:00,15:22:00,39,0.9,-166.2049861,6332.409972,38.1,0.6332409972
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18050PE,09:16:00,15:22:00,65.35,71,-166.2049861,-939.0581717,-5.65,-0.09390581717
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18100CE,09:16:00,14:08:00,22.4,0.8,-165.7458564,3580.110497,21.6,0.3580110497
2023-02-28,CLOSED,STRADDLE,2023-02-28,FINNIFTY,18100PE,09:16:00,14:08:00,97.45,166.25,-165.7458564,-11403.31492,-68.8,-1.140331492
2023-02-28,CLOSED,REBALANCE,2023-02-28,FINNIFTY,17850CE,14:08:00,15:22:00,88.25,130.2,-168.0672269,-7050.420168,-41.95,-0.7050420168
2023-02-28,CLOSED,REBALANCE,2023-02-28,FINNIFTY,17850PE,14:08:00,15:22:00,5.25,0.35,-168.0672269,823.5294118,4.9,0.08235294118
2023-03-06,CLOSED,HEDGE,2023-03-06,FINNIFTY,18050PE,09:16:00,15:22:00,2.05,0.15,831.0249307,-1578.947368,-1.9,-0.1578947368
2023-03-06,CLOSED,HEDGE,2023-03-06,FINNIFTY,18650CE,09:16:00,15:22:00,0.85,0.1,804.2895442,-603.2171582,-0.75,-0.06032171582
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18250CE,09:16:00,09:32:00,113.4,169.8,-164.3835616,-9271.232877,-56.4,-0.9271232877
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18250PE,09:16:00,09:32:00,13.7,3,-164.3835616,1758.90411,10.7,0.175890411
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18300CE,09:16:00,15:22:00,75,59.8,-163.9344262,2491.803279,15.2,0.2491803279
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18300PE,09:16:00,15:22:00,25.55,0.8,-163.9344262,4057.377049,24.75,0.4057377049
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18350CE,09:16:00,15:22:00,44.5,15.5,-163.4877384,4741.144414,29,0.4741144414
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18350PE,09:16:00,15:22:00,45.45,6.7,-163.4877384,6335.149864,38.75,0.6335149864
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18400CE,09:16:00,15:22:00,24.5,0.95,-163.0434783,3839.673913,23.55,0.3839673913
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18400PE,09:16:00,15:22:00,75.55,42.45,-163.0434783,5396.73913,33.1,0.539673913
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18450CE,09:16:00,15:22:00,12.15,0.2,-162.601626,1943.089431,11.95,0.1943089431
2023-03-06,CLOSED,STRADDLE,2023-03-06,FINNIFTY,18450PE,09:16:00,15:22:00,112.9,91.3,-162.601626,3512.195122,21.6,0.3512195122
2023-03-06,CLOSED,REBALANCE,2023-03-06,FINNIFTY,18500CE,09:32:00,15:22:00,9.85,0.2,-162.1621622,1564.864865,9.65,0.1564864865
2023-03-06,CLOSED,REBALANCE,2023-03-06,FINNIFTY,18500PE,09:32:00,15:22:00,93.5,140.85,-162.1621622,-7678.378378,-47.35,-0.7678378378
2023-03-14,CLOSED,HEDGE,2023-03-14,FINNIFTY,17350PE,09:16:00,15:22:00,8.65,0.2,864.5533141,-7305.475504,-8.45,-0.7305475504
2023-03-14,CLOSED,HEDGE,2023-03-14,FINNIFTY,17850CE,09:16:00,15:22:00,7.4,0.25,840.3361345,-6008.403361,-7.15,-0.6008403361
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17500CE,09:16:00,09:31:00,153.35,191,-171.4285714,-6454.285714,-37.65,-0.6454285714
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17500PE,09:16:00,09:31:00,32.6,12,-171.4285714,3531.428571,20.6,0.3531428571
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17550CE,09:16:00,15:22:00,116.15,29.4,-170.9401709,14829.05983,86.75,1.482905983
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17550PE,09:16:00,15:22:00,46.9,9.75,-170.9401709,6350.42735,37.15,0.635042735
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17600CE,09:16:00,15:22:00,85.05,7.2,-170.4545455,13269.88636,77.85,1.326988636
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17600PE,09:16:00,15:22:00,65.65,37.3,-170.4545455,4832.386364,28.35,0.4832386364
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17650CE,09:16:00,11:14:00,59.5,3.9,-169.9716714,9450.424929,55.6,0.9450424929
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17650PE,09:16:00,11:14:00,89.95,173.95,-169.9716714,-14277.6204,-84,-1.42776204
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17700CE,09:16:00,10:33:00,39.75,5.35,-169.4915254,5830.508475,34.4,0.5830508475
2023-03-14,CLOSED,STRADDLE,2023-03-14,FINNIFTY,17700PE,09:16:00,10:33:00,120.95,186.6,-169.4915254,-11127.11864,-65.65,-1.112711864
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17750CE,09:31:00,10:20:00,29.15,6.15,-169.0140845,3887.323944,23,0.3887323944
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17750PE,09:31:00,10:20:00,101.15,183.6,-169.0140845,-13935.21127,-82.45,-1.393521127
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17500CE,10:20:00,15:22:00,101.55,71.8,-171.4285714,5100,29.75,0.51
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17500PE,10:20:00,15:22:00,28.1,1.6,-171.4285714,4542.857143,26.5,0.4542857143
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17450CE,10:33:00,12:31:00,95.2,204.15,-171.9197708,-18730.65903,-108.95,-1.873065903
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17450PE,10:33:00,12:31:00,25.2,4.4,-171.9197708,3575.931232,20.8,0.3575931232
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17400CE,11:14:00,12:26:00,96.65,172.65,-172.4137931,-13103.44828,-76,-1.310344828
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17400PE,11:14:00,12:26:00,15.9,3.2,-172.4137931,2189.655172,12.7,0.2189655172
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17650CE,12:26:00,15:22:00,13.4,1.25,-169.9716714,2065.155807,12.15,0.2065155807
2023-03-14,CLOSED,REBALANCE,2023-03-14,FINNIFTY,17650PE,12:26:00,15:22:00,94.1,81.5,-169.9716714,2141.643059,12.6,0.2141643059
