Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,8166.55,8112.65077,8223.091250000001,2017-01-09 14:15:00,8235.2,68.65000000000055,65.36965000000055,560544.7487500047,MACD Reversal,8575,7,5.605447487500046,2017,1,NIFTY,60000000,12000000.0,10290.0,672653.6985000056,1.1210894975000094
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,26540.57,26381.32658,26381.32658,2017-01-09 15:15:00,26711.96,171.38999999999942,166.0647469999994,499854.8884699983,MACD Reversal,3010,8,4.998548884699982,2017,1,SENSEX,60000000,12000000.0,3612.0,599825.8661639978,0.9997097769399963
2017-01-03 09:15:00,LONG,2017-01-03 10:15:00,20644.02,20540.7999,20540.7999,2017-01-03 13:15:00,20540.7999,-103.22009999999864,-107.33858198999864,-259222.67550584677,Initial SL Hit,2415,5,-2.5922267550584674,2017,1,BANKEX,60000000,12000000.0,2898.0,-311067.21060701605,-0.5184453510116934
2017-01-03 10:15:00,LONG,2017-01-03 10:45:00,18106.75,17835.14875,18018.08333333333,2017-01-03 13:15:00,17975.85,-130.90000000000146,-134.50826000000146,-371242.797600004,TSL Hit,2760,5,-3.71242797600004,2017,1,BANKNIFTY,60000000,12000000.0,3312.0,-445491.35712000483,-0.742485595200008
2017-01-03 13:15:00,LONG,2017-01-03 14:15:00,20643.09,20539.87455,20539.87455,2017-01-04 10:15:00,20539.87455,-103.21544999999968,-107.3337464549997,-259210.99768882428,Initial SL Hit,2415,5,-2.592109976888243,2017,1,BANKEX,60000000,12000000.0,2898.0,-311053.19722658914,-0.5184219953776485
2017-01-03 13:15:00,LONG,2017-01-03 14:15:00,7324.75,7266.152,7266.152,2017-01-03 15:15:00,7317.05,-7.699999999999818,-10.628359999999818,-72538.55699999875,MACD Reversal,6825,5,-0.7253855699999875,2017,1,FINNIFTY,60000000,12000000.0,8190.0,-87046.2683999985,-0.1450771139999975
2017-01-03 13:45:00,LONG,2017-01-03 14:15:00,18046.55,17775.851749999998,17775.851749999998,2017-01-04 10:15:00,17979.6,-66.95000000000073,-70.55261500000073,-195783.506625002,MACD Reversal,2775,5,-1.95783506625002,2017,1,BANKNIFTY,60000000,12000000.0,3330.0,-234940.20795000243,-0.3915670132500041
2017-01-05 10:15:00,LONG,2017-01-05 10:45:00,18027.4,17756.989,18299.193333333336,2017-01-09 14:45:00,18280.35,252.9499999999971,249.3192249999971,691860.849374992,TSL Hit,2775,5,6.91860849374992,2017,1,BANKNIFTY,60000000,12000000.0,3330.0,830233.0192499903,1.3837216987499839
2017-01-05 10:15:00,LONG,2017-01-05 11:15:00,20631.07,20527.91465,21716.794,2017-01-19 10:15:00,21892.63,1261.5600000000013,1257.3076300000014,3055257.540900003,MACD Reversal,2430,5,30.55257540900003,2017,1,BANKEX,60000000,12000000.0,2916.0,3666309.049080004,6.110515081800007
2017-01-05 12:15:00,LONG,2017-01-05 13:15:00,7331.1,7272.4512,7538.6469230769235,2017-01-19 15:15:00,7624.05,292.9499999999998,289.9589699999998,1978969.9702499984,MACD Reversal,6825,5,19.789699702499984,2017,1,FINNIFTY,60000000,12000000.0,8190.0,2374763.9642999982,3.957939940499997
