Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-04-11 12:15:00,LONG,2017-04-11 13:15:00,9230.25,9169.33035,9227.759999999998,2017-04-12 09:15:00,9169.33035,-60.91964999999982,-64.59956606999982,-350452.64592974907,Initial SL hit,5425,5,-3.5045264592974905,2017,4,NIFTY,60000000,30000000.0,16275.0,-1051357.9377892471,-1.7522632296487453
2017-04-20 12:15:00,LONG,2017-04-20 13:15:00,8827.15,8756.532799999999,8802.318461538462,2017-04-20 15:15:00,8804.15,-23.0,-26.52626,-150536.52550000002,MACD Reversal,5675,5,-1.505365255,2017,4,FINNIFTY,60000000,30000000.0,17025.0,-451609.5765,-0.7526826275000001
2017-04-21 10:15:00,LONG,2017-04-21 11:15:00,9160.6,9100.14004,9100.14004,2017-04-21 12:15:00,9105.45,-55.14999999999964,-58.80320999999964,-320477.49449999805,MACD Reversal,5450,5,-3.20477494499998,2017,4,NIFTY,60000000,30000000.0,16350.0,-961432.483499994,-1.60238747249999
2017-04-24 09:15:00,LONG,2017-04-24 10:15:00,8907.75,8836.488,8925.088461538464,2017-04-28 11:15:00,9027.65,119.89999999999964,116.31291999999964,654260.174999998,MACD Reversal,5625,5,6.54260174999998,2017,4,FINNIFTY,60000000,30000000.0,16875.0,1962780.5249999939,3.2713008749999894
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,9166.95,9106.44813,9256.68,2017-04-28 11:15:00,9285.9,118.94999999999892,115.25942999999891,628163.8934999941,MACD Reversal,5450,5,6.281638934999941,2017,4,NIFTY,60000000,30000000.0,16350.0,1884491.6804999823,3.1408194674999703
2017-05-02 11:15:00,LONG,2017-05-02 12:15:00,9076.55,9003.9376,9133.23923076923,2017-05-09 14:15:00,9166.8,90.25,86.60133,476307.315,MACD Reversal,5500,5,4.76307315,2017,5,FINNIFTY,60000000,30000000.0,16500.0,1428921.945,2.381536575
2017-05-02 15:15:00,LONG,2017-05-03 09:15:00,9318.8,9257.29592,9312.7975,2017-05-03 11:15:00,9309.1,-9.699999999998909,-13.42557999999891,-72162.49249999414,TSL Hit,5375,5,-0.7216249249999415,2017,5,NIFTY,60000000,30000000.0,16125.0,-216487.4774999824,-0.3608124624999707
2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,9316.4,9254.91176,9254.91176,2017-05-03 15:15:00,9304.0,-12.399999999999636,-16.124079999999637,-86666.92999999804,MACD Reversal,5375,5,-0.8666692999999803,2017,5,NIFTY,60000000,30000000.0,16125.0,-260000.78999999416,-0.4333346499999903
2017-05-04 12:15:00,LONG,2017-05-04 13:15:00,9341.55,9279.89577,9325.87375,2017-05-05 09:15:00,9324.2,-17.349999999998545,-21.083149999998547,-112794.85249999222,TSL Hit,5350,5,-1.1279485249999222,2017,5,NIFTY,60000000,30000000.0,16050.0,-338384.55749997665,-0.5639742624999612
2017-05-08 13:15:00,LONG,2017-05-08 14:15:00,9326.4,9264.845759999998,9264.845759999998,2017-05-08 15:15:00,9310.75,-15.649999999999636,-19.37742999999964,-103669.25049999806,MACD Reversal,5350,5,-1.0366925049999804,2017,5,NIFTY,60000000,30000000.0,16050.0,-311007.75149999425,-0.5183462524999904
2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,9329.4,9267.825959999998,9318.33375,2017-05-09 14:15:00,9317.9,-11.5,-15.22946,-81477.611,TSL Hit,5350,5,-0.8147761100000002,2017,5,NIFTY,60000000,30000000.0,16050.0,-244432.83299999998,-0.40738805499999997
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,9390.15,9328.17501,9455.50875,2017-05-18 12:15:00,9463.75,73.60000000000036,69.82922000000036,371840.5965000019,MACD Reversal,5325,5,3.718405965000019,2017,5,NIFTY,60000000,30000000.0,15975.0,1115521.7895000058,1.8592029825000098
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,9249.9,9175.9008,9179.625384615383,2017-05-12 11:15:00,9215.85,-34.04999999999927,-37.74314999999928,-203813.00999999608,MACD Reversal,5400,5,-2.038130099999961,2017,5,FINNIFTY,60000000,30000000.0,16200.0,-611439.0299999884,-1.0190650499999807
2017-05-15 09:15:00,LONG,2017-05-15 10:15:00,9310.15,9235.6688,9259.734615384616,2017-05-18 10:15:00,9270.45,-39.69999999999891,-43.41611999999891,-233361.6449999941,MACD Reversal,5375,5,-2.333616449999941,2017,5,FINNIFTY,60000000,30000000.0,16125.0,-700084.9349999825,-1.1668082249999707
2017-05-25 11:15:00,LONG,2017-05-25 12:15:00,9220.35,9146.5872,9565.522307692308,2017-06-14 10:15:00,9600.75,380.3999999999997,376.6357799999996,2043249.106499998,MACD Reversal,5425,5,20.43249106499998,2017,5,FINNIFTY,60000000,30000000.0,16275.0,6129747.319499994,10.21624553249999
2017-05-25 12:15:00,LONG,2017-05-25 13:15:00,9429.55,9367.31497,9640.0825,2017-06-06 14:15:00,9634.4,204.8500000000004,201.0372100000004,1065497.213000002,TSL Hit,5300,5,10.65497213000002,2017,5,NIFTY,60000000,30000000.0,15900.0,3196491.6390000065,5.32748606500001
2017-06-07 09:15:00,LONG,2017-06-07 10:15:00,9676.1,9612.23774,9645.23875,2017-06-07 12:15:00,9645.15,-30.950000000000728,-34.814250000000726,-180163.74375000372,TSL Hit,5175,5,-1.8016374375000377,2017,6,NIFTY,60000000,30000000.0,15525.0,-540491.2312500112,-0.9008187187500187
2017-06-07 14:15:00,LONG,2017-06-07 15:15:00,9666.45,9602.65143,9652.0625,2017-06-08 14:15:00,9645.95,-20.5,-24.36248,-126075.834,TSL Hit,5175,5,-1.26075834,2017,6,NIFTY,60000000,30000000.0,15525.0,-378227.50200000004,-0.6303791700000001
