,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
0,2017-01-03 09:15:00,LONG,2017-01-03 10:15:00,20644.02,20540.7999,20540.7999,2017-01-03 13:15:00,20540.7999,-103.22009999999864,-107.33858198999864,-259222.67550584674,Initial SL Hit,2415,5,-2.5922267550584674,2017,1
1,2017-01-03 13:15:00,LONG,2017-01-03 14:15:00,20643.09,20539.87455,20539.87455,2017-01-04 10:15:00,20539.87455,-103.21544999999969,-107.3337464549997,-259210.99768882428,Initial SL Hit,2415,5,-2.592109976888243,2017,1
2,2017-01-05 10:15:00,LONG,2017-01-05 11:15:00,20631.07,20527.91465,21716.793999999998,2017-01-19 10:15:00,21892.63,1261.5600000000013,1257.3076300000014,3055257.540900003,MACD Reversal,2430,5,30.55257540900003,2017,1
3,2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,21710.55,21601.99725,21983.774666666668,2017-01-30 15:15:00,22421.92,711.369999999999,706.956752999999,1633070.0994299978,MACD Reversal,2310,5,16.330700994299978,2017,1
4,2017-02-01 10:15:00,LONG,2017-02-01 11:15:00,22483.83,22371.41085,22371.41085,2017-02-01 11:15:00,22371.41085,-112.41915000000154,-116.90467408500153,-259528.3764687034,Initial SL hit,2220,5,-2.595283764687034,2017,2
5,2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,22845.48,22731.2526,22941.484666666667,2017-02-08 09:15:00,23252.74,407.26000000000204,402.65017800000203,881803.8898200045,MACD Reversal,2190,5,8.818038898200045,2017,2
6,2017-02-13 15:15:00,LONG,2017-02-14 09:15:00,23223.75,23107.63125,23107.63125,2017-02-14 11:15:00,23153.51,-70.2400000000016,-74.8777260000016,-161735.88816000347,MACD Reversal,2160,5,-1.6173588816000346,2017,2
7,2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,23246.42,23130.187899999997,23130.187899999997,2017-02-15 11:15:00,23130.187899999997,-116.23210000000108,-120.86976079000108,-259265.63689455233,Initial SL Hit,2145,5,-2.5926563689455233,2017,2
8,2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,23564.01,23446.18995,23446.18995,2017-02-17 13:15:00,23446.18995,-117.82004999999845,-122.52106999499844,-259132.06303942172,Initial SL hit,2115,5,-2.5913206303942173,2017,2
9,2017-02-17 15:15:00,LONG,2017-02-20 09:15:00,23453.64,23336.3718,23546.215111111116,2017-02-27 09:15:00,23658.61,204.97000000000116,200.25877500000115,426551.19075000245,MACD Reversal,2130,5,4.2655119075000245,2017,2
10,2017-03-01 13:15:00,LONG,2017-03-01 14:15:00,23724.04,23605.4198,23689.26955555556,2017-03-02 12:15:00,23672.28,-51.76000000000204,-56.49963200000204,-119496.72168000431,TSL Hit,2115,5,-1.1949672168000431,2017,3
11,2017-03-06 13:15:00,LONG,2017-03-06 14:15:00,23534.12,23416.449399999998,23416.449399999998,2017-03-07 13:15:00,23516.24,-17.87999999999738,-22.58503599999738,-48106.12667999442,MACD Reversal,2130,5,-0.4810612667999442,2017,3
12,2017-03-07 14:15:00,LONG,2017-03-07 15:15:00,23540.97,23423.26515,23423.26515,2017-03-08 10:15:00,23479.76,-61.210000000002765,-65.91207300000276,-140392.71549000588,MACD Reversal,2130,5,-1.403927154900059,2017,3
13,2017-03-08 14:15:00,LONG,2017-03-08 15:15:00,23579.9,23462.000500000002,23891.345555555556,2017-03-17 10:15:00,24130.73,550.8299999999981,546.0589369999981,1154914.651754996,MACD Reversal,2115,5,11.54914651754996,2017,3
14,2017-03-24 09:15:00,LONG,2017-03-24 10:15:00,24058.36,23938.0682,23938.0682,2017-03-27 12:15:00,23938.0682,-120.29179999999906,-125.09144281999906,-260815.65827969805,Initial SL hit,2085,5,-2.6081565827969806,2017,3
15,2017-03-27 12:15:00,LONG,2017-03-27 13:15:00,23976.56,23856.677200000002,24225.45311111111,2017-03-31 14:15:00,24419.73,443.16999999999825,438.33037099999825,913918.8235349964,MACD Reversal,2085,5,9.139188235349964,2017,3
16,2017-04-03 12:15:00,LONG,2017-04-03 13:15:00,24552.95,24430.185250000002,24501.81333333333,2017-04-06 13:15:00,24628.94,75.98999999999796,71.07181099999796,144986.49443999585,MACD Reversal,2040,5,1.4498649443999585,2017,4
17,2017-04-10 15:15:00,LONG,2017-04-11 09:15:00,24591.17,24468.21415,24667.159777777775,2017-04-17 09:15:00,24715.66,124.4900000000016,119.5593170000016,243901.00668000325,MACD Reversal,2040,5,2.4390100668000327,2017,4
18,2017-04-18 09:15:00,LONG,2017-04-18 10:15:00,25039.65,24914.45175,24914.45175,2017-04-18 13:15:00,24914.45175,-125.19825000000128,-130.19366017500127,-259736.35204912754,Initial SL hit,1995,5,-2.5973635204912755,2017,4
19,2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,24600.81,24477.80595,25094.38666666667,2017-05-03 10:15:00,25243.05,642.239999999998,637.255613999998,1290442.618349996,MACD Reversal,2025,5,12.90442618349996,2017,4
20,2017-05-04 10:15:00,LONG,2017-05-04 11:15:00,25692.82,25564.3559,25564.3559,2017-05-05 15:15:00,25668.04,-24.779999999998836,-29.916085999998835,-58336.367699997725,MACD Reversal,1950,5,-0.5833636769999773,2017,5
21,2017-05-08 09:15:00,LONG,2017-05-08 10:15:00,25920.21,25790.608949999998,25790.608949999998,2017-05-09 09:15:00,25790.608949999998,-129.60105000000112,-134.7721318950011,-260784.07521682716,Initial SL hit,1935,5,-2.6078407521682716,2017,5
22,2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,25831.21,25702.053949999998,25702.053949999998,2017-05-09 11:15:00,25821.14,-10.069999999999709,-15.235234999999708,-29480.179724999434,MACD Reversal,1935,5,-0.29480179724999434,2017,5
23,2017-05-09 13:15:00,LONG,2017-05-09 14:15:00,25899.12,25769.6244,25769.6244,2017-05-09 15:15:00,25834.52,-64.59999999999854,-69.77336399999855,-135011.4593399972,MACD Reversal,1935,5,-1.350114593399972,2017,5
24,2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,25963.67,25833.851649999997,25833.851649999997,2017-05-11 15:15:00,25887.33,-76.33999999999651,-81.52509999999651,-156528.19199999332,MACD Reversal,1920,5,-1.565281919999933,2017,5
25,2017-05-15 10:15:00,LONG,2017-05-15 11:15:00,25977.06,25847.1747,25891.834666666662,2017-05-16 09:15:00,25847.1747,-129.88530000000173,-135.06772347000174,-259330.02906240334,Initial SL hit,1920,5,-2.5933002906240334,2017,5
26,2017-05-16 10:15:00,LONG,2017-05-16 11:15:00,25936.15,25806.469250000002,25945.02688888889,2017-05-18 09:15:00,25857.25,-78.90000000000146,-84.07934000000145,-162693.5229000028,TSL Hit,1935,5,-1.626935229000028,2017,5
27,2017-05-25 10:15:00,LONG,2017-05-25 11:15:00,25787.26,25658.323699999997,25944.873111111112,2017-05-29 15:15:00,26204.18,416.9200000000019,411.7208560000019,796679.8563600037,MACD Reversal,1935,5,7.966798563600038,2017,5
28,2017-05-30 12:15:00,LONG,2017-05-30 13:15:00,26387.07,26255.13465,26255.13465,2017-06-01 12:15:00,26372.17,-14.900000000001455,-20.175924000001455,-38132.49636000275,MACD Reversal,1890,5,-0.3813249636000275,2017,5
29,2017-06-02 10:15:00,LONG,2017-06-02 11:15:00,26497.69,26365.201549999998,26454.267111111112,2017-06-06 12:15:00,26510.87,13.180000000000291,7.879144000000291,14891.58216000055,MACD Reversal,1890,5,0.1489158216000055,2017,6
30,2017-06-07 09:15:00,LONG,2017-06-07 10:15:00,26671.56,26538.2022,26576.919111111114,2017-06-09 09:15:00,26646.97,-24.590000000000146,-29.921853000000144,-56103.47437500027,MACD Reversal,1875,5,-0.5610347437500026,2017,6
31,2017-06-09 12:15:00,LONG,2017-06-09 13:15:00,26770.17,26636.31915,26636.31915,2017-06-12 10:15:00,26660.14,-110.02999999999884,-115.37303099999883,-216324.4331249978,MACD Reversal,1875,5,-2.1632443312499783,2017,6
32,2017-06-16 12:15:00,LONG,2017-06-16 13:15:00,26540.97,26408.26515,26626.33977777778,2017-06-21 10:15:00,26722.35,181.37999999999738,176.05366799999737,332741.432519995,MACD Reversal,1890,5,3.32741432519995,2017,6
33,2017-06-22 09:15:00,LONG,2017-06-22 10:15:00,26905.28,26770.7536,26770.7536,2017-06-22 15:15:00,26770.7536,-134.52639999999883,-139.89400335999883,-260202.84624959785,Initial SL hit,1860,5,-2.602028462495978,2017,6
34,2017-07-03 09:15:00,LONG,2017-07-03 10:15:00,26361.62,26229.8119,26229.8119,2017-07-04 11:15:00,26269.5,-92.11999999999898,-97.38311199999899,-184054.08167999808,MACD Reversal,1890,5,-1.8405408167999806,2017,7
35,2017-07-04 13:15:00,LONG,2017-07-04 14:15:00,26354.66,26222.8867,26222.8867,2017-07-04 14:15:00,26289.55,-65.11000000000058,-70.37442100000058,-133007.6556900011,MACD Reversal,1890,5,-1.3300765569000108,2017,7
36,2017-07-05 09:15:00,LONG,2017-07-05 10:15:00,26393.99,26262.020050000003,26390.14711111111,2017-07-07 15:15:00,26504.44,110.44999999999709,105.16015699999708,198752.6967299945,MACD Reversal,1890,5,1.987526967299945,2017,7
37,2017-07-10 12:15:00,LONG,2017-07-10 13:15:00,26710.97,26577.41515,26577.41515,2017-07-11 15:15:00,26642.36,-68.61000000000058,-73.94533300000059,-138647.4993750011,MACD Reversal,1875,5,-1.386474993750011,2017,7
38,2017-07-12 14:15:00,LONG,2017-07-12 15:15:00,26767.33,26633.49335,27256.15711111111,2017-07-21 12:15:00,27302.02,534.6899999999987,529.2830649999987,992405.7468749976,MACD Reversal,1875,5,9.924057468749977,2017,7
39,2017-07-21 14:15:00,LONG,2017-07-21 15:15:00,27516.88,27379.2956,27769.088888888888,2017-07-28 12:15:00,28005.15,488.27000000000044,482.7177970000004,876132.8015550007,MACD Reversal,1815,5,8.761328015550006,2017,7
40,2017-07-31 10:15:00,LONG,2017-07-31 11:15:00,28199.98,28058.9801,28176.507555555556,2017-08-02 15:15:00,28190.69,-9.290000000000873,-14.929067000000874,-26424.448590001546,MACD Reversal,1770,5,-0.2642444859000155,2017,7
41,2017-08-04 15:15:00,LONG,2017-08-07 09:15:00,28091.1,27950.6445,27950.6445,2017-08-08 09:15:00,27950.6445,-140.45550000000003,-146.05967445000002,-260716.51889325003,Initial SL Hit,1785,5,-2.6071651889325005,2017,8
42,2017-08-14 13:15:00,LONG,2017-08-14 14:15:00,27269.67,27133.321649999998,27133.321649999998,2017-08-14 15:15:00,27183.06,-86.60999999999694,-92.05527299999694,-168461.1495899944,MACD Reversal,1830,5,-1.684611495899944,2017,8
43,2017-08-16 12:15:00,LONG,2017-08-16 13:15:00,27352.99,27216.22505,27435.043555555556,2017-08-17 10:15:00,27430.13,77.13999999999942,71.66168799999942,131140.88903999893,TSL Hit,1830,5,1.3114088903999894,2017,8
44,2017-08-17 11:15:00,LONG,2017-08-17 12:15:00,27480.32,27342.9184,27390.10244444445,2017-08-17 14:15:00,27342.9184,-137.40160000000105,-142.88392384000105,-259334.3217696019,Initial SL hit,1815,5,-2.593343217696019,2017,8
45,2017-08-23 10:15:00,LONG,2017-08-23 11:15:00,27294.98,27158.5051,27301.818222222224,2017-08-29 09:15:00,27386.81,91.83000000000175,86.36182100000174,158042.13243000317,MACD Reversal,1830,5,1.5804213243000316,2017,8
46,2017-08-30 10:15:00,LONG,2017-08-30 11:15:00,27523.41,27385.79295,27385.79295,2017-08-31 09:15:00,27385.79295,-137.61705000000075,-143.10797029500074,-259740.96608542633,Initial SL hit,1815,5,-2.5974096608542636,2017,8
47,2017-09-01 09:15:00,LONG,2017-09-01 10:15:00,27609.92,27471.8704,27477.967777777772,2017-09-04 11:15:00,27471.8704,-138.04959999999846,-143.55777903999845,-260557.36895759718,Initial SL hit,1815,5,-2.605573689575972,2017,9
48,2017-09-05 12:15:00,LONG,2017-09-05 13:15:00,27502.54,27365.0273,27472.002,2017-09-06 09:15:00,27364.98,-137.5600000000013,-143.0467520000013,-259629.85488000236,Gap Open Outside ISL,1815,5,-2.5962985488000236,2017,9
49,2017-09-07 12:15:00,LONG,2017-09-07 13:15:00,27521.69,27384.08155,27384.08155,2017-09-07 15:15:00,27457.92,-63.77000000000044,-69.26796100000044,-125721.3492150008,MACD Reversal,1815,5,-1.257213492150008,2017,9
50,2017-09-11 10:15:00,LONG,2017-09-11 11:15:00,27653.71,27515.44145,27786.059999999998,2017-09-15 10:15:00,27929.5,275.7900000000009,270.2316790000009,490470.4973850016,MACD Reversal,1815,5,4.904704973850016,2017,9
51,2017-09-18 09:15:00,LONG,2017-09-18 10:15:00,28214.9,28073.825500000003,28073.825500000003,2017-09-20 11:15:00,28163.26,-51.640000000003056,-57.27781600000306,-101381.73432000542,MACD Reversal,1770,5,-1.0138173432000541,2017,9
52,2017-09-29 12:15:00,LONG,2017-09-29 13:15:00,27179.77,27043.87115,27043.87115,2017-09-29 14:15:00,27043.87115,-135.8988500000014,-141.3212141150014,-260737.64004217758,Initial SL Hit,1845,5,-2.6073764004217757,2017,9
