,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
0,2022-01-10 15:15:00,LONG,2022-01-11 09:15:00,7739.45,7688.369629999999,7688.369629999999,2022-01-18 10:15:00,7928.05,188.60000000000036,180.76625000000035,27114.937500000055,MACD Reversal,150,1,2.7114937500000056,2022,1
1,2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7311.77169,7556.214999999999,2022-02-03 14:15:00,7624.95,264.59999999999945,257.1073499999994,38566.10249999991,MACD Reversal,150,1,3.8566102499999912,2022,1
2,2022-02-09 10:15:00,LONG,2022-02-09 11:15:00,7476.7,7427.3537799999995,7502.828125,2022-02-11 09:15:00,7439.55,-37.149999999999636,-44.60812499999964,-6691.218749999945,TSL Hit,150,1,-0.6691218749999945,2022,2
3,2022-02-15 13:15:00,LONG,2022-02-15 14:15:00,7254.45,7206.570629999999,7206.570629999999,2022-02-17 14:15:00,7273.0,18.550000000000182,11.286275000000181,1692.9412500000271,MACD Reversal,150,1,0.1692941250000027,2022,2
4,2022-02-23 10:15:00,LONG,2022-02-23 11:15:00,7165.2,7117.90968,7117.90968,2022-02-23 13:15:00,7117.90968,-47.290320000000065,-54.43187484000006,-8164.781226000009,Initial SL Hit,150,1,-0.816478122600001,2022,2
5,2022-02-25 13:15:00,LONG,2022-02-25 14:15:00,6938.85,6893.05359,6893.05359,2022-02-28 09:15:00,6886.0,-52.850000000000364,-59.76242500000036,-8964.363750000055,Gap Open Outside ISL,150,1,-0.8964363750000055,2022,2
6,2022-02-28 09:15:00,LONG,2022-02-28 10:15:00,6886.0,6840.5524,6840.5524,2022-03-03 12:15:00,6949.75,63.75,56.832125,8524.81875,MACD Reversal,150,1,0.852481875,2022,2
7,2022-03-09 09:15:00,LONG,2022-03-09 10:15:00,6743.2,6698.694879999999,6835.253750000001,2022-03-14 11:15:00,6884.5,141.30000000000018,134.48615000000018,20172.922500000026,MACD Reversal,150,1,2.017292250000003,2022,3
8,2022-03-14 12:15:00,LONG,2022-03-14 13:15:00,6910.2,6864.59268,6864.59268,2022-03-15 15:15:00,6920.4,10.199999999999818,3.2846999999998188,492.7049999999728,MACD Reversal,150,1,0.04927049999999729,2022,3
9,2022-03-16 09:15:00,LONG,2022-03-16 10:15:00,7045.4,6998.90036,6998.90036,2022-03-21 14:15:00,7132.7,87.30000000000018,80.21095000000018,12031.642500000027,MACD Reversal,150,1,1.2031642500000028,2022,3
10,2022-03-23 11:15:00,LONG,2022-03-23 12:15:00,7199.9,7152.380659999999,7152.380659999999,2022-03-25 13:15:00,7191.45,-8.449999999999818,-15.645674999999818,-2346.851249999973,MACD Reversal,150,1,-0.2346851249999973,2022,3
11,2022-03-25 15:15:00,LONG,2022-03-28 09:15:00,7224.3,7176.6196199999995,7176.6196199999995,2022-03-28 09:15:00,7176.6196199999995,-47.680380000000696,-54.880839810000694,-8232.125971500103,Initial SL hit,150,1,-0.8232125971500104,2022,3
12,2022-03-29 13:15:00,LONG,2022-03-29 14:15:00,7207.65,7160.07951,7349.65875,2022-04-07 13:15:00,7554.05,346.40000000000055,339.01915000000054,50852.87250000008,MACD Reversal,150,1,5.0852872500000075,2022,3
13,2022-04-08 11:15:00,LONG,2022-04-08 12:15:00,7629.8,7579.443319999999,7579.443319999999,2022-04-12 09:15:00,7579.443319999999,-50.35668000000078,-57.96130166000078,-8694.195249000117,Initial SL hit,150,1,-0.8694195249000117,2022,4
14,2022-04-19 10:15:00,LONG,2022-04-19 11:15:00,7467.55,7418.2641699999995,7418.2641699999995,2022-04-19 14:15:00,7418.2641699999995,-49.285830000000715,-56.728737085000716,-8509.310562750108,Initial SL Hit,150,1,-0.8509310562750108,2022,4
15,2022-04-21 09:15:00,LONG,2022-04-21 10:15:00,7421.6,7372.61744,7372.61744,2022-04-22 09:15:00,7372.61744,-48.982560000000376,-56.379668720000375,-8456.950308000056,Initial SL Hit,150,1,-0.8456950308000055,2022,4
16,2022-04-22 11:15:00,LONG,2022-04-22 12:15:00,7417.85,7368.89219,7368.89219,2022-04-22 13:15:00,7368.89219,-48.95781000000079,-56.35118109500079,-8452.677164250119,Initial SL Hit,150,1,-0.845267716425012,2022,4
17,2022-04-26 13:15:00,LONG,2022-04-26 14:15:00,7308.2,7259.96588,7259.96588,2022-04-27 09:15:00,7259.96588,-48.234120000000075,-55.51820294000007,-8327.73044100001,Initial SL Hit,150,1,-0.8327730441000011,2022,4
18,2022-04-28 12:15:00,LONG,2022-04-28 13:15:00,7274.2,7226.19028,7226.19028,2022-04-29 14:15:00,7226.19028,-48.009720000000016,-55.25991514000002,-8288.987271000004,Initial SL Hit,150,1,-0.8288987271000003,2022,4
19,2022-05-13 10:15:00,LONG,2022-05-13 11:15:00,6543.9,6500.710259999999,6500.710259999999,2022-05-13 14:15:00,6500.710259999999,-43.18974000000071,-49.71204513000071,-7456.806769500106,Initial SL Hit,150,1,-0.7456806769500107,2022,5
20,2022-05-16 13:15:00,LONG,2022-05-16 14:15:00,6535.5,6492.365699999999,6492.365699999999,2022-05-19 09:15:00,6558.65,23.149999999999636,16.602924999999637,2490.4387499999457,MACD Reversal,150,1,0.24904387499999456,2022,5
21,2022-05-20 12:15:00,LONG,2022-05-20 13:15:00,6605.5,6561.9037,6597.407499999999,2022-05-24 10:15:00,6629.95,24.449999999999818,17.832274999999818,2674.8412499999727,MACD Reversal,150,1,0.2674841249999973,2022,5
22,2022-05-27 11:15:00,LONG,2022-05-27 12:15:00,6635.1,6591.30834,6675.374374999999,2022-06-02 11:15:00,6832.9,197.79999999999927,191.06599999999926,28659.89999999989,MACD Reversal,150,1,2.865989999999989,2022,5
23,2022-06-02 14:15:00,LONG,2022-06-02 15:15:00,6883.65,6838.217909999999,6838.217909999999,2022-06-03 12:15:00,6838.217909999999,-45.432090000000244,-52.293023955000244,-7843.953593250037,Initial SL hit,150,1,-0.7843953593250037,2022,6
