,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
0,2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,26540.57,26381.32658,26381.32658,2017-01-09 15:15:00,26711.96,171.38999999999942,166.06474699999941,6642.589879999977,MACD Reversal,40,1,0.6642589879999976,2017,1
1,2017-01-10 10:15:00,LONG,2017-01-10 11:15:00,26863.63,26702.448220000002,27177.240833333333,2017-01-20 10:15:00,27199.24,335.6100000000006,330.20371300000056,13208.148520000022,MACD Reversal,40,1,1.3208148520000023,2017,1
2,2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,27268.5,27104.889,27476.671333333335,2017-02-01 09:15:00,27655.32,386.8199999999997,381.3276179999997,15253.104719999988,MACD Reversal,40,1,1.5253104719999988,2017,1
3,2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,28003.13,27835.111220000003,28123.292999999998,2017-02-09 11:15:00,28221.6,218.46999999999753,212.8475269999975,8513.901079999901,MACD Reversal,40,1,0.8513901079999902,2017,2
4,2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,28334.77,28164.76138,28258.359333333334,2017-02-13 12:15:00,28236.79,-97.97999999999956,-103.63715599999956,-4145.486239999983,TSL Hit,40,1,-0.4145486239999983,2017,2
5,2017-02-13 14:15:00,LONG,2017-02-13 15:15:00,28360.7,28190.5358,28320.881666666664,2017-02-14 15:15:00,28297.35,-63.35000000000218,-69.01580500000219,-2760.6322000000873,TSL Hit,40,1,-0.27606322000000877,2017,2
6,2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,28343.33,28173.27002,28173.27002,2017-02-15 09:15:00,28296.62,-46.710000000002765,-52.373995000002765,-2094.9598000001106,MACD Reversal,40,1,-0.20949598000001105,2017,2
7,2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,28530.13,28358.949220000002,28641.086333333336,2017-02-28 14:15:00,28727.99,197.86000000000058,192.1341880000006,7685.367520000023,MACD Reversal,40,1,0.7685367520000024,2017,2
8,2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28776.52862,28817.6595,2017-03-03 09:15:00,28776.52862,-173.7013799999986,-179.4740558619986,-5384.221675859958,Initial SL hit,30,1,-0.5384221675859958,2017,3
9,2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,29050.34,28876.03796,28920.517999999996,2017-03-08 10:15:00,28876.03796,-174.30203999999867,-180.09467779599868,-5402.84033387996,Initial SL hit,30,1,-0.540284033387996,2017,3
10,2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,28986.86,28812.93884,28922.090333333334,2017-03-10 13:15:00,28884.78,-102.08000000000175,-107.86716400000175,-3236.0149200000524,TSL Hit,30,1,-0.32360149200000526,2017,3
11,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29281.172479999997,29297.26483333333,2017-03-21 11:15:00,29429.24,-28.679999999996653,-34.568715999996655,-1037.0614799998996,MACD Reversal,30,1,-0.10370614799998995,2017,3
12,2017-03-24 11:15:00,LONG,2017-03-24 12:15:00,29467.55,29290.7447,29290.7447,2017-03-27 09:15:00,29290.7447,-176.8053,-182.68112947,-5480.4338841,Initial SL Hit,30,1,-0.54804338841,2017,3
13,2017-03-28 13:15:00,LONG,2017-03-28 14:15:00,29419.39,29242.873659999997,29660.88116666667,2017-04-07 14:15:00,29695.5,276.1100000000006,270.19851100000056,8105.955330000017,MACD Reversal,30,1,0.8105955330000016,2017,3
14,2017-04-11 14:15:00,LONG,2017-04-11 15:15:00,29804.24,29625.41456,29747.523333333334,2017-04-12 09:15:00,29625.41456,-178.82544000000053,-184.76840545600052,-5543.052163680016,Initial SL hit,30,1,-0.5543052163680016,2017,4
