Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-02-16 12:15:00,LONG,2017-02-16 13:15:00,8177.4,8111.980799999999,8261.872307692307,2017-02-27 09:15:00,8326.05,148.64999999999964,145.34930999999963,21802.396499999944,MACD Reversal,150,5,8.720958599999978,2017,2,0.0,FINNIFTY,1000000,500000.0,7.5,21802.396499999944,2.1802396499999945
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8778.47712,8896.12125,2017-02-27 14:15:00,8899.15,62.35000000000037,58.80281000000036,8820.421500000055,MACD Reversal,150,5,3.528168600000022,2017,2,0.0,NIFTY,1000000,500000.0,7.5,8820.421500000055,0.8820421500000055
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8877.76745,8930.06875,2017-03-02 14:15:00,8889.7,-47.04999999999927,-50.61528999999927,-7592.293499999891,TSL Hit,150,5,-3.036917399999956,2017,3,-3.036917399999957,NIFTY,1000000,500000.0,7.5,-7592.293499999891,-0.759229349999989
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8373.55,8306.561599999999,8338.82923076923,2017-03-02 14:15:00,8306.561599999999,-66.98840000000018,-70.32442232000018,-10548.663348000027,Initial SL hit,150,5,-4.219465339200011,2017,3,-4.219465339200013,FINNIFTY,1000000,500000.0,7.5,-10548.663348000027,-1.0548663348000027
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,8960.25,8901.11235,8927.73125,2017-03-08 10:15:00,8901.11235,-59.137650000000576,-62.70992247000058,-9406.488370500088,Initial SL hit,150,5,-3.7625953482000343,2017,3,-6.799512748199993,NIFTY,1000000,500000.0,7.5,-9406.488370500087,-0.9406488370500087
2017-03-08 15:15:00,LONG,2017-03-09 09:15:00,8308.85,8242.3792,8309.073846153846,2017-03-10 13:15:00,8296.75,-12.100000000000364,-15.421120000000364,-2313.1680000000547,TSL Hit,150,5,-0.9252672000000218,2017,3,-5.144732539200035,FINNIFTY,1000000,500000.0,7.5,-2313.1680000000547,-0.23131680000000546
2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8882.784119999998,8924.05875,2017-03-10 13:15:00,8912.05,-29.75,-33.32077,-4998.115500000001,TSL Hit,150,5,-1.9992462,2017,3,-8.798758948199993,NIFTY,1000000,500000.0,7.5,-4998.115500000001,-0.4998115500000001
2017-03-10 13:15:00,LONG,2017-03-10 14:15:00,8940.9,8881.89006,9106.367499999998,2017-03-21 10:15:00,9113.95,173.0500000000011,169.43903000000108,25415.85450000016,MACD Reversal,150,5,10.166341800000064,2017,3,0.0,NIFTY,1000000,500000.0,7.5,25415.85450000016,2.541585450000016
2017-03-10 14:15:00,LONG,2017-03-10 15:15:00,8326.45,8259.8384,8454.196923076925,2017-03-21 11:15:00,8548.25,221.79999999999927,218.4250599999993,32763.75899999989,MACD Reversal,150,5,13.105503599999956,2017,3,0.0,FINNIFTY,1000000,500000.0,7.5,32763.758999999893,3.276375899999989
2017-03-24 09:15:00,LONG,2017-03-24 10:15:00,8600.0,8531.2,8551.316923076925,2017-03-27 11:15:00,8542.7,-57.29999999999927,-60.72853999999927,-9109.28099999989,TSL Hit,150,5,-3.643712399999956,2017,3,-3.643712399999956,FINNIFTY,1000000,500000.0,7.5,-9109.28099999989,-0.910928099999989
2017-03-24 11:15:00,LONG,2017-03-24 12:15:00,9120.5,9060.3047,9101.46,2017-03-24 15:15:00,9100.4,-20.100000000000364,-23.74418000000036,-2968.022500000045,TSL Hit,125,5,-1.1872090000000182,2017,3,-1.187209000000017,NIFTY,1000000,500000.0,6.25,-2968.022500000045,-0.2968022500000045
2017-03-27 12:15:00,LONG,2017-03-27 13:15:00,8548.25,8479.864,8693.41923076923,2017-04-06 11:15:00,8775.4,227.14999999999964,223.68526999999963,33552.790499999945,MACD Reversal,150,5,13.421116199999975,2017,3,0.0,FINNIFTY,1000000,500000.0,7.5,33552.790499999945,3.3552790499999943
2017-03-28 11:15:00,LONG,2017-03-28 12:15:00,9107.55,9047.440169999998,9213.715,2017-04-07 14:15:00,9193.75,86.20000000000073,82.53974000000073,10317.467500000092,TSL Hit,125,5,4.126987000000037,2017,3,0.0,NIFTY,1000000,500000.0,6.25,10317.467500000092,1.0317467500000093
2017-04-07 13:15:00,LONG,2017-04-07 14:15:00,8793.85,8723.4992,8729.570000000002,2017-04-07 14:15:00,8733.25,-60.60000000000037,-64.10542000000036,-9615.813000000056,MACD Reversal,150,5,-3.8463252000000216,2017,4,-3.846325200000024,FINNIFTY,1000000,500000.0,7.5,-9615.813000000055,-0.9615813000000055
2017-04-11 10:15:00,LONG,2017-04-11 11:15:00,8814.0,8743.488,8791.577692307692,2017-04-17 14:15:00,8802.45,-11.549999999999272,-15.073289999999272,-2260.993499999891,MACD Reversal,150,5,-0.9043973999999564,2017,4,-4.750722599999975,FINNIFTY,1000000,500000.0,7.5,-2260.993499999891,-0.2260993499999891
2017-04-11 12:15:00,LONG,2017-04-11 13:15:00,9230.25,9169.33035,9227.759999999998,2017-04-12 09:15:00,9169.33035,-60.91964999999982,-64.59956606999982,-8074.945758749978,Initial SL hit,125,5,-3.229978303499991,2017,4,-3.2299783034999905,NIFTY,1000000,500000.0,6.25,-8074.945758749978,-0.8074945758749977
2017-04-20 12:15:00,LONG,2017-04-20 13:15:00,8827.15,8756.532799999999,8802.318461538462,2017-04-20 15:15:00,8804.15,-23.0,-26.52626,-3978.939,MACD Reversal,150,5,-1.5915756,2017,4,-6.3422981999999735,FINNIFTY,1000000,500000.0,7.5,-3978.9390000000003,-0.3978939
2017-04-21 10:15:00,LONG,2017-04-21 11:15:00,9160.6,9100.14004,9100.14004,2017-04-21 12:15:00,9105.45,-55.14999999999964,-58.80320999999964,-7350.401249999954,MACD Reversal,125,5,-2.940160499999981,2017,4,-6.170138803499974,NIFTY,1000000,500000.0,6.25,-7350.401249999954,-0.7350401249999955
2017-04-24 09:15:00,LONG,2017-04-24 10:15:00,8907.75,8836.488,8925.088461538464,2017-04-28 11:15:00,9027.65,119.89999999999964,116.31291999999964,17446.937999999944,MACD Reversal,150,5,6.978775199999977,2017,4,0.0,FINNIFTY,1000000,500000.0,7.5,17446.937999999944,1.7446937999999945
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,9166.95,9106.44813,9256.68,2017-04-28 11:15:00,9285.9,118.94999999999892,115.25942999999891,14407.428749999865,MACD Reversal,125,5,5.762971499999946,2017,4,-0.407167303500028,NIFTY,1000000,500000.0,6.25,14407.428749999865,1.4407428749999864
2017-05-02 11:15:00,LONG,2017-05-02 12:15:00,9076.55,9003.9376,9133.23923076923,2017-05-09 14:15:00,9166.8,90.25,86.60133,12990.1995,MACD Reversal,150,5,5.196079800000001,2017,5,0.0,FINNIFTY,1000000,500000.0,7.5,12990.1995,1.29901995
2017-05-02 15:15:00,LONG,2017-05-03 09:15:00,9318.8,9257.29592,9312.7975,2017-05-03 11:15:00,9309.1,-9.699999999998909,-13.42557999999891,-1678.1974999998636,TSL Hit,125,5,-0.6712789999999454,2017,5,-1.0784463034999732,NIFTY,1000000,500000.0,6.25,-1678.1974999998636,-0.16781974999998636
2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,9316.4,9254.91176,9254.91176,2017-05-03 15:15:00,9304.0,-12.399999999999636,-16.124079999999637,-2015.5099999999543,MACD Reversal,125,5,-0.8062039999999817,2017,5,-1.8846503034999564,NIFTY,1000000,500000.0,6.25,-2015.5099999999545,-0.20155099999999546
2017-05-04 12:15:00,LONG,2017-05-04 13:15:00,9341.55,9279.89577,9325.87375,2017-05-05 09:15:00,9324.2,-17.349999999998545,-21.083149999998547,-2635.3937499998183,TSL Hit,125,5,-1.0541574999999272,2017,5,-2.938807803499884,NIFTY,1000000,500000.0,6.25,-2635.3937499998183,-0.2635393749999818
2017-05-08 13:15:00,LONG,2017-05-08 14:15:00,9326.4,9264.845759999998,9264.845759999998,2017-05-08 15:15:00,9310.75,-15.649999999999636,-19.37742999999964,-2422.1787499999546,MACD Reversal,125,5,-0.9688714999999818,2017,5,-3.907679303499865,NIFTY,1000000,500000.0,6.25,-2422.178749999955,-0.2422178749999955
2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,9329.4,9267.825959999998,9318.33375,2017-05-09 14:15:00,9317.9,-11.5,-15.22946,-1903.6825,TSL Hit,125,5,-0.761473,2017,5,-4.669152303499864,NIFTY,1000000,500000.0,6.25,-1903.6825,-0.19036825
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,9390.15,9328.17501,9455.50875,2017-05-18 12:15:00,9463.75,73.60000000000036,69.82922000000036,8728.652500000046,MACD Reversal,125,5,3.491461000000018,2017,5,-1.177691303499845,NIFTY,1000000,500000.0,6.25,8728.652500000046,0.8728652500000046
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,9249.9,9175.9008,9179.625384615383,2017-05-12 11:15:00,9215.85,-34.04999999999927,-37.74314999999928,-4717.893749999909,MACD Reversal,125,5,-1.887157499999964,2017,5,-1.887157499999958,FINNIFTY,1000000,500000.0,6.25,-4717.89374999991,-0.471789374999991
2017-05-15 09:15:00,LONG,2017-05-15 10:15:00,9310.15,9235.6688,9259.734615384616,2017-05-18 10:15:00,9270.45,-39.69999999999891,-43.41611999999891,-5427.014999999864,MACD Reversal,125,5,-2.1708059999999456,2017,5,-4.0579634999999,FINNIFTY,1000000,500000.0,6.25,-5427.014999999864,-0.5427014999999864
2017-05-25 11:15:00,LONG,2017-05-25 12:15:00,9220.35,9146.5872,9565.522307692308,2017-06-14 10:15:00,9600.75,380.3999999999997,376.6357799999996,47079.47249999995,MACD Reversal,125,5,18.831788999999983,2017,5,0.0,FINNIFTY,1000000,500000.0,6.25,47079.47249999995,4.707947249999996
2017-05-25 12:15:00,LONG,2017-05-25 13:15:00,9429.55,9367.31497,9640.0825,2017-06-06 14:15:00,9634.4,204.8500000000004,201.0372100000004,25129.651250000046,TSL Hit,125,5,10.05186050000002,2017,5,0.0,NIFTY,1000000,500000.0,6.25,25129.651250000054,2.512965125000006
2017-06-07 09:15:00,LONG,2017-06-07 10:15:00,9676.1,9612.23774,9645.23875,2017-06-07 12:15:00,9645.15,-30.950000000000728,-34.814250000000726,-4351.781250000091,TSL Hit,125,5,-1.7407125000000363,2017,6,-1.7407125000000363,NIFTY,1000000,500000.0,6.25,-4351.781250000091,-0.4351781250000091
2017-06-07 14:15:00,LONG,2017-06-07 15:15:00,9666.45,9602.65143,9652.0625,2017-06-08 14:15:00,9645.95,-20.5,-24.36248,-3045.3100000000004,TSL Hit,125,5,-1.2181240000000002,2017,6,-2.958836500000036,NIFTY,1000000,500000.0,6.25,-3045.3100000000004,-0.30453100000000005
2017-06-13 12:15:00,LONG,2017-06-13 13:15:00,9647.9,9584.22386,9584.22386,2017-06-13 13:15:00,9633.25,-14.649999999999636,-18.50622999999964,-2313.2787499999545,MACD Reversal,125,5,-0.9253114999999816,2017,6,-3.8841480000000175,NIFTY,1000000,500000.0,6.25,-2313.278749999955,-0.2313278749999955
2017-06-16 12:15:00,LONG,2017-06-16 13:15:00,9618.6,9541.6512,9635.209230769233,2017-06-21 12:15:00,9666.0,47.39999999999964,43.543079999999634,5442.884999999954,MACD Reversal,125,5,2.1771539999999816,2017,6,0.0,FINNIFTY,1000000,500000.0,6.25,5442.884999999954,0.5442884999999953
2017-06-19 11:15:00,LONG,2017-06-19 12:15:00,9629.8,9566.24332,9615.9825,2017-06-21 10:15:00,9612.2,-17.599999999998545,-21.448399999998543,-2681.0499999998183,TSL Hit,125,5,-1.072419999999927,2017,6,-4.956567999999944,NIFTY,1000000,500000.0,6.25,-2681.049999999818,-0.2681049999999818
