Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF
2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,18977.75,18944.8,18944.8,2017-01-24 12:15:00,18944.8,-32.95000000000073,-36.742255000000725,-73300.79872500144,Initial SL hit,1995,5.066,-0.9773439830000192,2017,1,BANKNIFTY,7500000,22500000.0,-0.32578132766667306
2017-01-24 12:15:00,LONG,2017-01-24 13:15:00,8445.3,8429.25,8429.25,2017-01-24 13:15:00,8429.25,-16.049999999999272,-19.424909999999272,-109265.1187499959,Initial SL hit,5625,6.333,-1.4568682499999457,2017,1,NIFTY,7500000,22500000.0,-0.4856227499999818
2017-01-24 13:15:00,LONG,2017-01-24 14:15:00,19013.15,18935.05,19601.18888888889,2017-01-30 15:15:00,19590.3,577.1499999999978,573.2896549999978,1143712.8617249955,TSL Hit,1995,5.066,15.24950482299994,2017,1,BANKNIFTY,7500000,22500000.0,5.083168274333313
2017-01-24 14:15:00,LONG,2017-01-24 15:15:00,8476.1,8454.5,8563.572499999998,2017-02-01 11:15:00,8547.1,71.0,67.59536,378534.016,TSL Hit,5600,6.333,5.047120213333334,2017,1,NIFTY,7500000,22500000.0,1.6823734044444445
2017-01-31 11:15:00,LONG,2017-01-31 12:15:00,19492.3,19442.9,19442.9,2017-01-31 12:15:00,19442.9,-49.39999999999782,-53.29351999999782,-103922.36399999577,Initial SL Hit,1950,5.066,-1.3856315199999434,2017,1,BANKNIFTY,7500000,22500000.0,-0.4618771733333146
2017-01-31 15:15:00,LONG,2017-02-01 09:15:00,19543.45,19488.85,19488.85,2017-02-01 11:15:00,19488.85,-54.60000000000218,-58.50323000000218,-114081.29850000424,Initial SL Hit,1950,5.066,-1.5210839800000568,2017,2,BANKNIFTY,7500000,22500000.0,-0.5070279933333522
2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,19941.7,19470.95,20334.152777777777,2017-02-07 15:15:00,20308.3,366.59999999999854,362.57499999999857,690705.3749999973,TSL Hit,1905,5.066,9.209404999999965,2017,2,BANKNIFTY,7500000,22500000.0,3.0698016666666548
2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,8658.8,8540.7,8755.213749999999,2017-02-09 10:15:00,8742.1,83.30000000000109,79.81982000000109,437013.5145000059,TSL Hit,5475,6.333,5.826846860000079,2017,2,NIFTY,7500000,22500000.0,1.942282286666693
2017-02-08 12:15:00,LONG,2017-02-08 13:15:00,20297.3,20268.35,20268.35,2017-02-08 13:15:00,20268.35,-28.950000000000728,-33.00656500000073,-61887.309375001365,Initial SL Hit,1875,5.066,-0.8251641250000182,2017,2,BANKNIFTY,7500000,22500000.0,-0.2750547083333394
2017-02-08 14:15:00,LONG,2017-02-08 15:15:00,20300.1,20070.15,20070.15,2017-02-09 10:15:00,20070.15,-229.9499999999971,-233.9870249999971,-438725.6718749945,Initial SL Hit,1875,5.066,-5.849675624999927,2017,2,BANKNIFTY,7500000,22500000.0,-1.9498918749999758
2017-02-09 11:15:00,LONG,2017-02-09 12:15:00,8755.55,8724.1,8780.695,2017-02-13 11:15:00,8770.25,14.700000000000728,11.194840000000728,60732.00700000395,TSL Hit,5425,6.333,0.8097600933333859,2017,2,NIFTY,7500000,22500000.0,0.26992003111112867
2017-02-09 11:15:00,LONG,2017-02-09 12:15:00,20108.3,20000.35,20221.766666666663,2017-02-10 14:15:00,20196.75,88.45000000000073,84.41949500000072,159552.84555000137,TSL Hit,1890,5.066,2.1273712740000184,2017,2,BANKNIFTY,7500000,22500000.0,0.7091237580000062
2017-02-13 12:15:00,LONG,2017-02-13 13:15:00,20194.2,20116.9,20235.38888888889,2017-02-14 11:15:00,20196.3,2.099999999998545,-1.939050000001456,-3635.7187500027294,TSL Hit,1875,5.066,-0.0484762500000363,2017,2,BANKNIFTY,7500000,22500000.0,-0.016158750000012132
2017-02-13 12:15:00,LONG,2017-02-13 13:15:00,28264.45,28197.38,28340.41625,2017-02-14 11:15:00,28316.92,52.469999999997526,46.81186299999753,87070.0651799954,TSL Hit,1860,7.0,1.1609342023999387,2017,2,SENSEX,7500000,22500000.0,0.38697806746664626
2017-02-13 13:15:00,LONG,2017-02-13 14:15:00,8803.8,8763.65,8782.68625,2017-02-15 10:15:00,8764.05,-39.75,-43.26357,-233623.278,TSL Hit,5400,6.333,-3.1149770400000003,2017,2,NIFTY,7500000,22500000.0,-1.03832568
2017-02-14 12:15:00,LONG,2017-02-14 13:15:00,28352.03,28284.07,28284.07,2017-02-15 09:15:00,28284.07,-67.95999999999913,-73.62360999999913,-136203.6784999984,Initial SL Hit,1850,7.0,-1.8160490466666448,2017,2,SENSEX,7500000,22500000.0,-0.6053496822222152
2017-02-14 12:15:00,LONG,2017-02-14 13:15:00,20228.75,20158.85,20233.041666666668,2017-02-15 11:15:00,20158.85,-69.90000000000146,-73.93876000000145,-138635.17500000272,Initial SL hit,1875,5.066,-1.8484690000000363,2017,2,BANKNIFTY,7500000,22500000.0,-0.6161563333333454
2017-02-15 12:15:00,LONG,2017-02-15 13:15:00,28175.41,28107.51,28107.51,2017-02-15 13:15:00,28107.51,-67.90000000000146,-73.52829200000146,-136762.6231200027,Initial SL Hit,1860,7.0,-1.823501641600036,2017,2,SENSEX,7500000,22500000.0,-0.6078338805333454
2017-02-16 10:15:00,LONG,2017-02-16 11:15:00,28203.81,28160.76,28745.90291666667,2017-02-28 14:15:00,28727.99,524.1800000000003,518.4868200000003,964385.4852000006,TSL Hit,1860,7.0,12.858473136000006,2017,2,SENSEX,7500000,22500000.0,4.286157712000002
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,20707.2,20640.4,20640.4,2017-02-17 12:15:00,20640.4,-66.79999999999927,-70.93475999999927,-129810.61079999869,Initial SL hit,1830,5.066,-1.7308081439999825,2017,2,BANKNIFTY,7500000,22500000.0,-0.5769360479999941
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8814.35,8814.35,2017-02-17 13:15:00,8814.35,-22.44999999999891,-25.980229999998908,-139643.73624999414,Initial SL hit,5375,6.333,-1.8619164833332555,2017,2,NIFTY,7500000,22500000.0,-0.6206388277777517
2017-02-20 09:15:00,LONG,2017-02-20 10:15:00,20560.8,20472.4,20859.316666666666,2017-02-23 14:15:00,20844.95,284.15000000000146,280.00942500000144,516617.38912500266,TSL Hit,1845,5.066,6.8882318550000345,2017,2,BANKNIFTY,7500000,22500000.0,2.296077285000012
2017-02-20 10:15:00,LONG,2017-02-20 11:15:00,8840.7,8827.0,8897.61875,2017-02-27 15:15:00,8896.45,55.75,52.20257,280588.81375000003,TSL Hit,5375,6.333,3.7411841833333335,2017,2,NIFTY,7500000,22500000.0,1.2470613944444446
2017-02-27 10:15:00,LONG,2017-02-27 11:15:00,20730.35,20669.65,20669.65,2017-02-27 14:15:00,20669.65,-60.69999999999709,-64.83999999999709,-118657.19999999469,Initial SL Hit,1830,5.066,-1.5820959999999291,2017,2,BANKNIFTY,7500000,22500000.0,-0.5273653333333097
2017-02-27 15:15:00,LONG,2017-02-28 09:15:00,20632.25,20584.75,20584.75,2017-02-28 11:15:00,20584.75,-47.5,-51.6217,-95242.0365,Initial SL Hit,1845,5.066,-1.26989382,2017,2,BANKNIFTY,7500000,22500000.0,-0.42329794000000004
2017-02-28 11:15:00,LONG,2017-02-28 12:15:00,8894.5,8879.2,8879.2,2017-02-28 13:15:00,8879.2,-15.299999999999272,-18.85473999999927,-100872.8589999961,Initial SL Hit,5350,6.333,-1.3449714533332813,2017,2,NIFTY,7500000,22500000.0,-0.4483238177777604
2017-02-28 13:15:00,LONG,2017-02-28 14:15:00,20614.4,20560.6,20724.55277777778,2017-03-02 14:15:00,20560.6,-53.80000000000291,-57.91750000000291,-106857.78750000538,Initial SL hit,1845,5.066,-1.4247705000000717,2017,2,BANKNIFTY,7500000,22500000.0,-0.4749235000000239
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8927.35,8927.35,2017-03-01 12:15:00,8927.35,-9.399999999999636,-12.972819999999636,-69080.26649999806,Initial SL hit,5325,6.333,-0.9210702199999742,2017,3,NIFTY,7500000,22500000.0,-0.30702340666665806
2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28917.73,28917.73,2017-03-02 14:15:00,28917.73,-32.5,-38.286796,-69299.10076,Initial SL hit,1810,7.0,-0.9239880101333332,2017,3,SENSEX,7500000,22500000.0,-0.30799600337777777
2017-03-01 13:15:00,LONG,2017-03-01 14:15:00,8942.45,8927.7,8930.06875,2017-03-02 14:15:00,8927.7,-14.75,-18.32403,-97117.359,Initial SL hit,5300,6.333,-1.2948981199999998,2017,3,NIFTY,7500000,22500000.0,-0.4316327066666667
2017-03-02 15:15:00,LONG,2017-03-03 09:15:00,28841.04,28784.31,28784.31,2017-03-03 09:15:00,28784.31,-56.72999999999956,-62.49253499999956,-113736.4136999992,Initial SL Hit,1820,7.0,-1.5164855159999893,2017,3,SENSEX,7500000,22500000.0,-0.5054951719999965
2017-03-03 12:15:00,LONG,2017-03-03 13:15:00,28761.13,28716.21,28920.663541666665,2017-03-08 10:15:00,28866.1,104.96999999999753,99.20727699999752,181549.31690999548,TSL Hit,1830,7.0,2.4206575587999395,2017,3,SENSEX,7500000,22500000.0,0.8068858529333133
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,8960.25,8914.0,8927.73125,2017-03-08 10:15:00,8914.0,-46.25,-49.82485,-264071.705,Initial SL hit,5300,6.333,-3.520956066666667,2017,3,NIFTY,7500000,22500000.0,-1.1736520222222222
2017-03-08 11:15:00,LONG,2017-03-08 12:15:00,28867.52,28815.48,28815.48,2017-03-09 09:15:00,28815.48,-52.04000000000087,-57.80830000000087,-105211.1060000016,Initial SL Hit,1820,7.0,-1.4028147466666878,2017,3,SENSEX,7500000,22500000.0,-0.46760491555556266
2017-03-08 14:15:00,LONG,2017-03-08 15:15:00,20687.15,20628.2,20634.411111111112,2017-03-09 09:15:00,20628.2,-58.95000000000073,-63.08153500000073,-115439.20905000131,Initial SL hit,1830,5.066,-1.5391894540000175,2017,3,BANKNIFTY,7500000,22500000.0,-0.5130631513333391
2017-03-09 10:15:00,LONG,2017-03-09 11:15:00,20705.35,20662.45,20662.45,2017-03-09 12:15:00,20662.45,-42.89999999999782,-47.03677999999782,-86077.307399996,Initial SL hit,1830,5.066,-1.147697431999947,2017,3,BANKNIFTY,7500000,22500000.0,-0.38256581066664885
2017-03-09 12:15:00,LONG,2017-03-09 13:15:00,8915.2,8905.6,8905.6,2017-03-09 13:15:00,8905.6,-9.600000000000364,-13.164160000000363,-70099.15200000194,Initial SL Hit,5325,6.333,-0.9346553600000258,2017,3,NIFTY,7500000,22500000.0,-0.31155178666667527
2017-03-09 12:15:00,LONG,2017-03-09 13:15:00,28892.97,28855.87,28855.87,2017-03-09 13:15:00,28855.87,-37.10000000000218,-42.87488400000218,-78032.28888000398,Initial SL Hit,1820,7.0,-1.040430518400053,2017,3,SENSEX,7500000,22500000.0,-0.3468101728000177
2017-03-09 13:15:00,LONG,2017-03-09 14:15:00,20697.8,20649.9,20684.36111111111,2017-03-10 13:15:00,20649.9,-47.89999999999782,-52.03476999999782,-95223.62909999602,Initial SL hit,1830,5.066,-1.269648387999947,2017,3,BANKNIFTY,7500000,22500000.0,-0.42321612933331565
2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8927.85,8927.85,2017-03-10 13:15:00,8927.85,-13.949999999998909,-17.52392999999891,-92876.82899999422,Initial SL hit,5300,6.333,-1.238357719999923,2017,3,NIFTY,7500000,22500000.0,-0.412785906666641
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,21180.85,21119.35,21119.35,2017-03-14 12:15:00,21119.35,-61.5,-65.73002,-118314.036,Initial SL hit,1800,5.066,-1.5775204799999998,2017,3,BANKNIFTY,7500000,22500000.0,-0.52584016
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29413.1,29413.1,2017-03-14 11:15:00,29413.1,-44.81999999999971,-50.70710199999971,-90258.64155999948,Initial SL hit,1780,7.0,-1.2034485541333264,2017,3,SENSEX,7500000,22500000.0,-0.4011495180444421
2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,29433.77,29396.05,29396.05,2017-03-14 14:15:00,29396.05,-37.72000000000117,-43.60298200000116,-77613.30796000207,Initial SL hit,1780,7.0,-1.034844106133361,2017,3,SENSEX,7500000,22500000.0,-0.34494803537778695
2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,9082.9,9072.2,9072.2,2017-03-14 14:15:00,9072.2,-10.699999999998909,-14.331019999998908,-74879.57949999429,Initial SL hit,5225,6.333,-0.9983943933332572,2017,3,NIFTY,7500000,22500000.0,-0.33279813111108575
2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,21116.2,21059.7,21192.53888888889,2017-03-17 09:15:00,21183.4,67.20000000000073,62.97004000000073,113346.07200000132,TSL Hit,1800,5.066,1.5112809600000174,2017,3,BANKNIFTY,7500000,22500000.0,0.5037603200000059
2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,9091.9,9073.2,9111.17375,2017-03-21 11:15:00,9104.3,12.399999999999636,8.760759999999637,45774.970999998106,TSL Hit,5225,6.333,0.6103329466666414,2017,3,NIFTY,7500000,22500000.0,0.20344431555554712
2017-03-15 12:15:00,LONG,2017-03-15 13:15:00,29444.32,29416.93,29416.93,2017-03-15 13:15:00,29416.93,-27.389999999999414,-33.27612499999942,-59231.50249999896,Initial SL hit,1780,7.0,-0.7897533666666527,2017,3,SENSEX,7500000,22500000.0,-0.26325112222221764
2017-03-16 11:15:00,LONG,2017-03-16 12:15:00,29545.19,29506.86,29506.86,2017-03-20 09:15:00,29506.86,-38.32999999999811,-44.23520499999811,-78738.66489999664,Initial SL hit,1780,7.0,-1.0498488653332887,2017,3,SENSEX,7500000,22500000.0,-0.34994962177776284
2017-03-17 11:15:00,LONG,2017-03-17 12:15:00,21179.3,21127.95,21127.95,2017-03-20 09:15:00,21127.95,-51.34999999999855,-55.580724999998544,-100045.30499999736,Initial SL Hit,1800,5.066,-1.333937399999965,2017,3,BANKNIFTY,7500000,22500000.0,-0.44464579999998827
2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,21132.6,21086.35,21086.35,2017-03-21 09:15:00,21086.35,-46.25,-50.471895,-90849.411,Initial SL Hit,1800,5.066,-1.2113254800000002,2017,3,BANKNIFTY,7500000,22500000.0,-0.40377515999999997
2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,29523.4,29490.43,29490.43,2017-03-20 11:15:00,29490.43,-32.970000000001164,-38.87138300000117,-69191.06174000207,Initial SL hit,1780,7.0,-0.9225474898666942,2017,3,SENSEX,7500000,22500000.0,-0.30751582995556476
2017-03-20 12:15:00,LONG,2017-03-20 13:15:00,29523.47,29492.85,29492.85,2017-03-20 13:15:00,29492.85,-30.62000000000262,-36.52163200000262,-65008.50496000466,Initial SL hit,1780,7.0,-0.8667800661333954,2017,3,SENSEX,7500000,22500000.0,-0.2889266887111318
2017-03-20 14:15:00,LONG,2017-03-20 15:15:00,29516.1,29485.18,29485.18,2017-03-21 10:15:00,29485.18,-30.919999999998254,-36.820127999998256,-65539.8278399969,Initial SL hit,1780,7.0,-0.8738643711999586,2017,3,SENSEX,7500000,22500000.0,-0.2912881237333195
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,9105.95,9087.8,9087.8,2017-03-21 13:15:00,9087.8,-18.15000000000145,-21.788750000001457,-113846.2187500076,Initial SL Hit,5225,6.333,-1.5179495833334349,2017,3,NIFTY,7500000,22500000.0,-0.5059831944444783
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,29432.01,29382.32,29382.32,2017-03-21 13:15:00,29382.32,-49.68999999999869,-55.57143299999869,-98917.15073999768,Initial SL Hit,1780,7.0,-1.3188953431999688,2017,3,SENSEX,7500000,22500000.0,-0.43963178106665635
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,21028.7,20980.55,20980.55,2017-03-21 13:15:00,20980.55,-48.150000000001455,-52.35092500000145,-94231.6650000026,Initial SL Hit,1800,5.066,-1.256422200000035,2017,3,BANKNIFTY,7500000,22500000.0,-0.4188074000000116
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,29499.12,29408.08,29445.176666666663,2017-03-22 09:15:00,29286.11,-213.0099999999984,-218.8885229999984,-389621.5709399972,Gap Open Outside ISL,1780,7.0,-5.194954279199962,2017,3,SENSEX,7500000,22500000.0,-1.7316514263999876
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,9125.65,9097.05,9097.05,2017-03-22 09:15:00,9047.6,-78.04999999999927,-81.68464999999927,-424760.1799999962,Gap Open Outside ISL,5200,6.333,-5.663469066666616,2017,3,NIFTY,7500000,22500000.0,-1.8878230222222054
2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,21027.65,20967.0,20967.0,2017-03-22 09:15:00,20816.05,-211.60000000000215,-215.78437000000216,-388411.866000004,Gap Open Outside ISL,1800,5.066,-5.178824880000053,2017,3,BANKNIFTY,7500000,22500000.0,-1.7262749600000176
2017-03-22 10:15:00,LONG,2017-03-22 11:15:00,29263.82,29219.59,29219.59,2017-03-22 14:15:00,29219.59,-44.22999999999956,-50.07834099999956,-89640.23038999921,Initial SL Hit,1790,7.0,-1.1952030718666562,2017,3,SENSEX,7500000,22500000.0,-0.39840102395555205
2017-03-22 11:15:00,LONG,2017-03-22 12:15:00,20863.75,20827.0,20827.0,2017-03-22 14:15:00,20827.0,-36.75,-40.919075,-74268.121125,Initial SL Hit,1815,5.066,-0.990241615,2017,3,BANKNIFTY,7500000,22500000.0,-0.33008053833333334
2017-03-23 13:15:00,LONG,2017-03-23 14:15:00,29270.31,29241.88,29448.46875,2017-03-24 12:15:00,29434.5,164.1899999999987,158.31951899999868,283391.93900999764,TSL Hit,1790,7.0,3.778559186799969,2017,3,SENSEX,7500000,22500000.0,1.2595197289333229
2017-03-24 13:15:00,LONG,2017-03-24 14:15:00,29505.26,29423.76,29423.76,2017-03-24 14:15:00,29423.76,-81.5,-87.392902,-155559.36556,Initial SL Hit,1780,7.0,-2.0741248741333336,2017,3,SENSEX,7500000,22500000.0,-0.6913749580444445
2017-03-27 12:15:00,LONG,2017-03-27 13:15:00,29211.4,29163.54,29742.813958333336,2017-04-07 14:15:00,29695.5,484.09999999999854,478.20930999999854,860776.7579999974,TSL Hit,1800,7.0,11.477023439999964,2017,3,SENSEX,7500000,22500000.0,3.825674479999988
2017-03-28 09:15:00,LONG,2017-03-28 10:15:00,9096.9,9080.8,9080.8,2017-03-28 14:15:00,9080.8,-16.100000000000364,-19.735540000000363,-103118.1965000019,Initial SL hit,5225,6.333,-1.374909286666692,2017,3,NIFTY,7500000,22500000.0,-0.45830309555556403
2017-03-28 10:15:00,LONG,2017-03-28 11:15:00,21228.65,21171.9,21466.50277777778,2017-03-31 14:15:00,21440.7,212.04999999999927,207.78306499999928,370892.77102499874,TSL Hit,1785,5.066,4.945236946999984,2017,3,BANKNIFTY,7500000,22500000.0,1.648412315666661
2017-03-29 10:15:00,LONG,2017-03-29 11:15:00,9126.1,9117.95,9117.95,2017-03-29 14:15:00,9117.95,-8.149999999999636,-11.798809999999635,-61353.81199999811,Initial SL hit,5200,6.333,-0.8180508266666416,2017,3,NIFTY,7500000,22500000.0,-0.2726836088888805
2017-03-29 15:15:00,LONG,2017-03-30 09:15:00,9153.15,9143.1,9143.1,2017-03-30 09:15:00,9143.1,-10.049999999999272,-13.709249999999273,-71288.09999999622,Initial SL hit,5200,6.333,-0.9505079999999496,2017,3,NIFTY,7500000,22500000.0,-0.3168359999999832
2017-03-30 12:15:00,LONG,2017-03-30 13:15:00,9157.85,9148.55,9148.55,2017-03-30 13:15:00,9148.55,-9.300000000001091,-12.961280000001093,-67074.62400000566,Initial SL hit,5175,6.333,-0.8943283200000753,2017,3,NIFTY,7500000,22500000.0,-0.29810944000002515
2017-03-30 14:15:00,LONG,2017-03-30 15:15:00,9181.6,9145.95,9213.715,2017-04-07 14:15:00,9193.75,12.149999999999636,8.474929999999636,43857.76274999812,TSL Hit,5175,6.333,0.5847701699999749,2017,3,NIFTY,7500000,22500000.0,0.19492338999999162
2017-04-03 10:15:00,LONG,2017-04-03 11:15:00,21493.35,21429.25,21575.46388888889,2017-04-06 12:15:00,21564.1,70.75,66.444255,117606.33135,TSL Hit,1770,5.066,1.568084418,2017,4,BANKNIFTY,7500000,22500000.0,0.522694806
2017-04-06 13:15:00,LONG,2017-04-06 14:15:00,21604.15,21560.95,21560.95,2017-04-06 14:15:00,21560.95,-43.20000000000073,-47.51651000000073,-83391.47505000127,Initial SL Hit,1755,5.066,-1.111886334000017,2017,4,BANKNIFTY,7500000,22500000.0,-0.37062877800000565
2017-04-07 09:15:00,LONG,2017-04-07 10:15:00,21607.4,21514.6,21514.6,2017-04-07 14:15:00,21514.6,-92.80000000000292,-97.11220000000291,-170431.91100000512,Initial SL Hit,1755,5.066,-2.2724254800000683,2017,4,BANKNIFTY,7500000,22500000.0,-0.7574751600000228
2017-04-10 10:15:00,LONG,2017-04-10 11:15:00,21498.55,21431.65,21692.286111111112,2017-04-13 14:15:00,21678.1,179.54999999999927,175.23233499999927,310161.2329499987,TSL Hit,1770,5.066,4.135483105999983,2017,4,BANKNIFTY,7500000,22500000.0,1.3784943686666609
2017-04-10 13:15:00,LONG,2017-04-10 14:15:00,29665.99,29601.5,29601.5,2017-04-10 14:15:00,29601.5,-64.4900000000016,-70.4167490000016,-124637.64573000284,Initial SL Hit,1770,7.0,-1.661835276400038,2017,4,SENSEX,7500000,22500000.0,-0.553945092133346
2017-04-11 12:15:00,LONG,2017-04-11 13:15:00,29777.61,29724.57,29724.57,2017-04-12 09:15:00,29724.57,-53.04000000000087,-58.99021800000087,-103822.78368000154,Initial SL Hit,1760,7.0,-1.3843037824000206,2017,4,SENSEX,7500000,22500000.0,-0.46143459413334015
2017-04-12 11:15:00,LONG,2017-04-12 12:15:00,29653.8,29597.21,29597.21,2017-04-12 14:15:00,29597.21,-56.59000000000015,-62.51510100000014,-110651.72877000023,Initial SL Hit,1770,7.0,-1.4753563836000034,2017,4,SENSEX,7500000,22500000.0,-0.491785461200001
2017-04-13 10:15:00,LONG,2017-04-13 11:15:00,29609.69,29576.35,29576.35,2017-04-13 11:15:00,29576.35,-33.340000000000146,-39.25860400000015,-69487.72908000027,Initial SL Hit,1770,7.0,-0.9265030544000036,2017,4,SENSEX,7500000,22500000.0,-0.3088343514666679
2017-04-13 15:15:00,LONG,2017-04-17 09:15:00,21711.6,21665.0,21665.0,2017-04-17 09:15:00,21665.0,-46.59999999999855,-50.937659999998544,-89395.59329999745,Initial SL Hit,1755,5.066,-1.191941243999966,2017,4,BANKNIFTY,7500000,22500000.0,-0.39731374799998864
2017-04-17 14:15:00,LONG,2017-04-17 15:15:00,21649.75,21599.75,21728.05277777778,2017-04-18 14:15:00,21682.9,33.150000000001455,28.81673500000145,50573.36992500255,TSL Hit,1755,5.066,0.674311599000034,2017,4,BANKNIFTY,7500000,22500000.0,0.22477053300001132
2017-04-18 15:15:00,LONG,2017-04-19 09:15:00,21695.1,21651.5,21651.5,2017-04-19 09:15:00,21651.5,-43.59999999999855,-47.934659999998544,-84125.32829999745,Initial SL Hit,1755,5.066,-1.121671043999966,2017,4,BANKNIFTY,7500000,22500000.0,-0.37389034799998866
2017-04-19 10:15:00,LONG,2017-04-19 11:15:00,21613.7,21560.95,21560.95,2017-04-19 11:15:00,21560.95,-52.75,-57.067465,-100153.401075,Initial SL Hit,1755,5.066,-1.335378681,2017,4,BANKNIFTY,7500000,22500000.0,-0.445126227
2017-04-19 14:15:00,LONG,2017-04-19 15:15:00,21582.7,21470.2,21470.2,2017-04-20 09:15:00,21437.55,-145.15000000000146,-149.45202500000147,-262288.3038750026,Gap Open Outside ISL,1755,5.066,-3.4971773850000347,2017,4,BANKNIFTY,7500000,22500000.0,-1.1657257950000115
2017-04-20 10:15:00,LONG,2017-04-20 11:15:00,21539.3,21443.6,21443.6,2017-04-21 12:15:00,21443.6,-95.70000000000071,-99.99829000000072,-176996.97330000126,Initial SL Hit,1770,5.066,-2.359959644000017,2017,4,BANKNIFTY,7500000,22500000.0,-0.7866532146666723
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,21737.15,21683.55,22215.82777777778,2017-04-28 09:15:00,22206.05,468.8999999999978,464.5056799999978,815207.4683999962,TSL Hit,1755,5.066,10.869432911999947,2017,4,BANKNIFTY,7500000,22500000.0,3.623144303999983
