,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2018-01-01 10:45:00,LONG,2018-01-01 11:15:00,25562.65,25179.21025,25179.21025,2018-01-01 11:45:00,25524.6,-38.05000000000291,-43.15872500000291,-8415.951375000568,MACD Reversal,195,5,-0.8415951375000569,2018,1,0.0
1,2018-01-04 11:15:00,LONG,2018-01-04 11:45:00,25423.95,25042.59075,25689.603333333333,2018-01-08 14:45:00,25675.35,251.39999999999782,246.29006999999783,48026.563649999574,TSL Hit,195,5,4.802656364999958,2018,1,0.0
2,2018-01-08 15:15:00,LONG,2018-01-09 09:15:00,25688.85,25303.517249999997,25679.97666666667,2018-01-10 09:15:00,25647.8,-41.04999999999927,-46.18366499999927,-9005.814674999858,TSL Hit,195,5,-0.9005814674999857,2018,1,-0.9005814674999857
3,2018-01-11 12:15:00,LONG,2018-01-11 12:45:00,25682.15,25296.91775,25675.483333333334,2018-01-12 12:15:00,25565.0,-117.15000000000146,-122.27471500000145,-23843.56942500028,TSL Hit,195,5,-2.384356942500028,2018,1,-3.284938410000014
4,2018-01-12 13:45:00,LONG,2018-01-12 14:15:00,25713.4,25327.699,26032.373333333333,2018-01-16 10:15:00,25984.55,271.1499999999978,265.9802049999978,51866.13997499957,TSL Hit,195,5,5.186613997499957,2018,1,0.0
5,2018-01-16 10:15:00,LONG,2018-01-16 10:45:00,26036.8,25646.248,26617.77,2018-01-18 14:15:00,26595.75,558.9500000000007,553.6867450000008,107968.91527500015,TSL Hit,195,5,10.796891527500014,2018,1,0.0
6,2018-01-18 15:15:00,LONG,2018-01-19 09:15:00,26594.1,26195.188499999997,27359.04666666667,2018-01-25 09:15:00,27354.85,760.75,755.355105,147294.245475,TSL Hit,195,5,14.7294245475,2018,1,0.0
7,2018-01-25 11:15:00,LONG,2018-01-25 11:45:00,27372.0,26961.42,26961.42,2018-01-25 13:15:00,27184.85,-187.15000000000146,-192.60568500000144,-34669.02330000026,MACD Reversal,180,5,-3.466902330000026,2018,1,-3.466902330000025
8,2018-01-25 15:15:00,LONG,2018-01-29 09:15:00,27486.25,27073.95625,27530.086666666666,2018-01-29 14:45:00,27498.1,11.849999999998545,6.351564999998545,1143.281699999738,TSL Hit,180,5,0.11432816999997379,2018,1,-3.3525741600000494
9,2018-01-31 15:15:00,LONG,2018-02-01 09:15:00,27398.85,26987.86725,27353.920000000002,2018-02-01 12:15:00,27173.6,-225.25,-230.707245,-41527.3041,TSL Hit,180,5,-4.15273041,2018,2,-7.50530457000005
10,2018-02-01 12:15:00,LONG,2018-02-01 12:45:00,27414.1,27002.888499999997,27418.163333333334,2018-02-01 14:15:00,27369.75,-44.349999999998545,-49.82838499999855,-8969.109299999738,TSL Hit,180,5,-0.8969109299999738,2018,2,-8.402215500000022
11,2018-02-07 09:45:00,LONG,2018-02-07 10:15:00,25957.15,25567.79275,25574.26,2018-02-07 10:45:00,25753.25,-203.90000000000146,-209.07104000000146,-40768.852800000284,MACD Reversal,195,5,-4.076885280000028,2018,2,-12.47910078000005
