Trade No.,Portfolio,Date,Entry Price,Exit Price,Points,Qty,Slippage,PnL,ROI%,Index,Trade Year,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
21,1000000,2018-03-16,24745.8,24544.95,-200.84999999999852,45,2.4816325000000035,-9149.923462499934,-0.9149923462499931,BANKNIFTY,2018,333333.0,14.999984999999999,-3049.9714375254903,-0.304997143752549
22,1000000,2018-03-21,24439.95,24259.55,-180.40000000000143,45,4.871550000000013,-8337.219750000066,-0.8337219750000067,BANKNIFTY,2018,333333.0,14.999984999999999,-2779.0704709267716,-0.27790704709267716
23,1000000,2018-03-26,23984.85,24270.6,285.75,45,1.6093533333333312,12786.3291,1.2786329100000002,BANKNIFTY,2018,333333.0,14.999984999999999,4262.1054378903,0.42621054378903
23,1000000,2018-03-27,24270.6,24435.0,164.40000000000146,45,1.6093533333333312,7325.579100000065,0.7325579100000066,BANKNIFTY,2018,333333.0,14.999984999999999,2441.857258140322,0.2441857258140322
23,1000000,2018-03-28,24435.0,24306.1,-128.90000000000146,45,1.6093533333333312,-5872.920900000066,-0.5872920900000066,BANKNIFTY,2018,333333.0,14.999984999999999,-1957.6383423597217,-0.19576383423597218
24,1000000,2018-03-28,24288.05,24306.1,18.049999999999272,45,4.852004999999998,593.9097749999673,0.0593909774999967,BANKNIFTY,2018,333333.0,14.999984999999999,197.9697270300641,0.01979697270300641
25,1000000,2018-04-02,24308.05,24334.9,26.850000000002183,45,1.6244766666666663,1135.1485500000983,0.1135148550000098,BANKNIFTY,2018,333333.0,14.999984999999999,378.3824716171827,0.037838247161718276
25,1000000,2018-04-03,24334.9,24500.7,165.79999999999927,45,1.6244766666666663,7387.898549999966,0.7387898549999966,BANKNIFTY,2018,333333.0,14.999984999999999,2462.6303873671386,0.24626303873671387
25,1000000,2018-04-04,24500.7,24106.05,-394.6500000000015,45,1.6244766666666663,-17832.351450000067,-1.7832351450000068,BANKNIFTY,2018,333333.0,14.999984999999999,-5944.111205882872,-0.5944111205882873
26,1000000,2018-04-05,24441.4,24790.25,348.84999999999854,45,0.9892700000000104,15653.732849999931,1.5653732849999933,BANKNIFTY,2018,333333.0,14.999984999999999,5217.905732089027,0.5217905732089027
26,1000000,2018-04-06,24790.25,24811.35,21.099999999998545,45,0.9892700000000104,904.982849999934,0.0904982849999933,BANKNIFTY,2018,333333.0,14.999984999999999,301.66064833902794,0.030166064833902793
26,1000000,2018-04-09,24811.35,25074.1,262.75,45,0.9892700000000104,11779.23285,1.177923285,BANKNIFTY,2018,333333.0,14.999984999999999,3926.407023589049,0.39264070235890486
26,1000000,2018-04-10,25074.1,25227.8,153.70000000000073,45,0.9892700000000104,6871.982850000032,0.6871982850000031,BANKNIFTY,2018,333333.0,14.999984999999999,2290.6586593390607,0.22906586593390607
26,1000000,2018-04-11,25227.8,25095.4,-132.39999999999782,45,0.9892700000000104,-6002.517149999902,-0.6002517149999902,BANKNIFTY,2018,333333.0,14.999984999999999,-2000.837049160917,-0.20008370491609173
27,1000000,2018-04-11,25022.2,25095.4,73.20000000000073,45,5.006210000000001,3068.7205500000327,0.3068720550000032,BANKNIFTY,2018,333333.0,14.999984999999999,1022.9058270931608,0.10229058270931608
28,1000000,2018-04-12,25118.15,25165.2,47.04999999999927,45,2.5174850000000006,2003.9631749999671,0.2003963174999967,BANKNIFTY,2018,333333.0,14.999984999999999,667.987057012264,0.0667987057012264
28,1000000,2018-04-13,25165.2,25231.4,66.20000000000073,45,2.5174850000000006,2865.7131750000326,0.2865713175000032,BANKNIFTY,2018,333333.0,14.999984999999999,955.2367697622858,0.09552367697622859
29,1000000,2018-04-13,25236.5,25231.4,-5.099999999998545,45,5.038364999999999,-456.22642499993447,-0.0456226424999934,BANKNIFTY,2018,333333.0,14.999984999999999,-152.07532292450315,-0.015207532292450317
30,1000000,2018-04-16,25231.4,25338.05,106.64999999999782,45,5.0419550000000015,4572.362024999902,0.4572362024999902,BANKNIFTY,2018,333333.0,14.999984999999999,1524.1191508792922,0.15241191508792923
31,1000000,2018-04-16,25251.4,25338.05,86.64999999999782,45,2.5248875,3785.6300624999017,0.3785630062499901,BANKNIFTY,2018,333333.0,14.999984999999999,1261.8754256232796,0.12618754256232795
31,1000000,2018-04-17,25338.05,25347.4,9.350000000002185,45,2.5248875,307.13006250009823,0.0307130062500098,BANKNIFTY,2018,333333.0,14.999984999999999,102.37658512334525,0.010237658512334526
32,1000000,2018-04-17,25295.55,25347.4,51.85000000000218,45,2.5265725000000003,2219.554237500098,0.2219554237500098,BANKNIFTY,2018,333333.0,14.999984999999999,739.8506726486202,0.07398506726486201
32,1000000,2018-04-18,25347.4,25118.05,-229.35000000000215,45,2.5265725000000003,-10434.445762500098,-1.0434445762500095,BANKNIFTY,2018,333333.0,14.999984999999999,-3478.1451093514447,-0.3478145109351445
33,1000000,2018-04-24,25068.7,25055.3,-13.400000000001455,45,5.003039999999999,-828.1368000000655,-0.0828136800000065,BANKNIFTY,2018,333333.0,14.999984999999999,-276.0453239544218,-0.02760453239544218
34,1000000,2018-04-24,25019.4,25055.3,35.89999999999782,45,2.4988499999999974,1503.051749999902,0.1503051749999902,BANKNIFTY,2018,333333.0,14.999984999999999,501.0167489827173,0.05010167489827173
34,1000000,2018-04-25,25055.3,24805.6,-249.70000000000076,45,2.4988499999999974,-11348.948250000032,-1.1348948250000033,BANKNIFTY,2018,333333.0,14.999984999999999,-3782.9789670172613,-0.37829789670172614
35,1000000,2018-04-26,25021.85,25017.6,-4.25,45,1.2632562499999975,-248.09653124999988,-0.0248096531249999,BANKNIFTY,2018,333333.0,14.999984999999999,-82.69876105115621,-0.008269876105115622
35,1000000,2018-04-27,25017.6,25418.1,400.5,45,1.2632562499999975,17965.653468750003,1.7965653468750002,BANKNIFTY,2018,333333.0,14.999984999999999,5988.545167698843,0.5988545167698842
35,1000000,2018-04-30,25418.1,25546.45,128.35000000000218,45,1.2632562499999975,5718.903468750098,0.5718903468750098,BANKNIFTY,2018,333333.0,14.999984999999999,1906.2992499488764,0.19062992499488765
35,1000000,2018-05-02,25546.45,25579.25,32.79999999999927,45,1.2632562499999975,1419.1534687499673,0.1419153468749967,BANKNIFTY,2018,333333.0,14.999984999999999,473.0506831988328,0.047305068319883285
36,1000000,2018-05-02,25563.15,25579.25,16.099999999998545,45,5.114085000000001,494.36617499993446,0.0494366174999934,BANKNIFTY,2018,333333.0,14.999984999999999,164.78856021125316,0.016478856021125317
37,1000000,2018-05-02,25587.0,25579.25,-7.75,45,2.555349999999997,-463.7407499999999,-0.0463740749999999,BANKNIFTY,2018,333333.0,14.999984999999999,-154.58009541974994,-0.015458009541974994
37,1000000,2018-05-03,25579.25,25603.25,24.0,45,2.555349999999997,965.0092500000002,0.096500925,BANKNIFTY,2018,333333.0,14.999984999999999,321.66942833025,0.032166942833025
38,1000000,2018-05-03,25651.55,25603.25,-48.29999999999927,45,2.5600649999999945,-2288.702924999967,-0.2288702924999966,BANKNIFTY,2018,333333.0,14.999984999999999,-762.900212099014,-0.0762900212099014
38,1000000,2018-05-04,25603.25,25644.8,41.54999999999927,45,2.5600649999999945,1754.5470749999674,0.1754547074999967,BANKNIFTY,2018,333333.0,14.999984999999999,584.8484401509642,0.05848484401509642
39,1000000,2018-05-04,25601.35,25644.8,43.45000000000073,45,1.035247000000004,1908.6638850000325,0.1908663885000032,BANKNIFTY,2018,333333.0,14.999984999999999,636.2206587787158,0.06362206587787159
39,1000000,2018-05-07,25644.8,25895.0,250.20000000000076,45,1.035247000000004,11212.413885000033,1.1212413885000034,BANKNIFTY,2018,333333.0,14.999984999999999,3737.467557528716,0.37374675575287164
39,1000000,2018-05-08,25895.0,26090.6,195.59999999999852,45,1.035247000000004,8755.413884999934,0.8755413884999935,BANKNIFTY,2018,333333.0,14.999984999999999,2918.4683765286827,0.29184683765286823
39,1000000,2018-05-09,26090.6,26155.5,64.90000000000146,45,1.035247000000004,2873.9138850000654,0.2873913885000065,BANKNIFTY,2018,333333.0,14.999984999999999,957.9703370287267,0.09579703370287267
39,1000000,2018-05-10,26155.5,26062.7,-92.79999999999929,45,1.035247000000004,-4222.586114999967,-0.4222586114999967,BANKNIFTY,2018,333333.0,14.999984999999999,-1407.527297471284,-0.1407527297471284
40,1000000,2018-05-10,26185.75,26062.7,-123.04999999999929,45,5.232864999999997,-5772.728924999968,-0.5772728924999968,BANKNIFTY,2018,333333.0,14.999984999999999,-1924.241050757014,-0.1924241050757014
41,1000000,2018-05-11,26140.25,26408.45,268.2000000000007,45,5.225005000000003,11833.874775000031,1.1833874775000033,BANKNIFTY,2018,333333.0,14.999984999999999,3944.6209803750853,0.39446209803750854
42,1000000,2018-05-11,26183.05,26408.45,225.40000000000143,45,1.759803333333328,10063.808850000063,1.0063808850000064,BANKNIFTY,2018,333333.0,14.999984999999999,3354.599595397071,0.3354599595397071
42,1000000,2018-05-14,26408.45,26447.6,39.14999999999782,45,1.759803333333328,1682.558849999902,0.1682558849999902,BANKNIFTY,2018,333333.0,14.999984999999999,560.8523891470172,0.05608523891470173
42,1000000,2018-05-15,26447.6,26444.6,-3.0,45,1.759803333333328,-214.19114999999977,-0.0214191149999999,BANKNIFTY,2018,333333.0,14.999984999999999,-71.39697860294991,-0.007139697860294991
43,1000000,2018-05-15,26562.3,26444.6,-117.70000000000071,45,5.300690000000003,-5535.031050000033,-0.5535031050000033,BANKNIFTY,2018,333333.0,14.999984999999999,-1845.0085049896607,-0.18450085049896606
44,1000000,2018-05-23,25886.05,25632.8,-253.25,45,5.164854999999974,-11628.668475,-1.1628668475,BANKNIFTY,2018,333333.0,14.999984999999999,-3876.2189487771743,-0.3876218948777174
45,1000000,2018-05-24,25877.9,26065.2,187.29999999999927,45,1.309063750000007,8369.592131249967,0.8369592131249967,BANKNIFTY,2018,333333.0,14.999984999999999,2789.861253885945,0.2789861253885945
45,1000000,2018-05-25,26065.2,26294.9,229.70000000000076,45,1.309063750000007,10277.592131250032,1.0277592131250033,BANKNIFTY,2018,333333.0,14.999984999999999,3425.8606178859673,0.34258606178859674
45,1000000,2018-05-28,26294.9,26585.65,290.75,45,1.309063750000007,13024.84213125,1.302484213125,BANKNIFTY,2018,333333.0,14.999984999999999,4341.609702135956,0.43416097021359557
45,1000000,2018-05-29,26585.65,26237.65,-348.0,45,1.309063750000007,-15718.90786875,-1.571890786875,BANKNIFTY,2018,333333.0,14.999984999999999,-5239.630716614043,-0.5239630716614043
46,1000000,2018-05-29,26508.1,26237.65,-270.4499999999971,45,5.277860000000004,-12407.75369999987,-1.240775369999987,BANKNIFTY,2018,333333.0,14.999984999999999,-4135.913764082056,-0.41359137640820565
47,1000000,2018-05-31,26429.9,26874.4,444.5,45,2.656947500000001,19882.9373625,1.98829373625,BANKNIFTY,2018,333333.0,14.999984999999999,6627.639159854212,0.6627639159854213
47,1000000,2018-06-01,26874.4,26676.35,-198.0500000000029,45,2.656947500000001,-9031.81263750013,-0.903181263750013,BANKNIFTY,2018,333333.0,14.999984999999999,-3010.601201895831,-0.3010601201895831
48,1000000,2018-06-01,26755.2,26676.35,-78.85000000000218,30,2.6625825000000134,-2445.3774750000657,-0.2445377475000065,BANKNIFTY,2018,333333.0,9.99999,-815.125009874197,-0.0815125009874197
48,1000000,2018-06-04,26676.35,26265.25,-411.09999999999854,30,2.6625825000000134,-12412.877474999956,-1.2412877474999957,BANKNIFTY,2018,333333.0,9.99999,-4137.6216873741605,-0.41376216873741606
49,1000000,2018-06-07,26631.8,26523.25,-108.54999999999929,45,5.318029999999993,-5124.061349999967,-0.5124061349999968,BANKNIFTY,2018,333333.0,14.999984999999999,-1708.018741979539,-0.1708018741979539
50,1000000,2018-06-11,26583.8,26457.35,-126.45000000000071,45,5.302234999999996,-5928.850575000032,-0.5928850575000033,BANKNIFTY,2018,333333.0,14.999984999999999,-1976.2815487164858,-0.1976281548716486
51,1000000,2018-06-12,26566.7,26635.25,68.54999999999927,45,5.30977,2845.8103499999675,0.2845810349999967,BANKNIFTY,2018,333333.0,14.999984999999999,948.602501396539,0.0948602501396539
52,1000000,2018-06-12,26556.4,26635.25,78.84999999999854,45,2.660069999999997,3428.546849999935,0.3428546849999935,BANKNIFTY,2018,333333.0,14.999984999999999,1142.8478071510283,0.11428478071510283
52,1000000,2018-06-13,26635.25,26643.0,7.75,45,2.660069999999997,229.0468500000001,0.022904685,BANKNIFTY,2018,333333.0,14.999984999999999,76.34887365105003,0.007634887365105003
53,1000000,2018-06-20,26472.4,26565.9,93.5,45,2.648035,4088.338425,0.4088338425,BANKNIFTY,2018,333333.0,14.999984999999999,1362.778112220525,0.1362778112220525
53,1000000,2018-06-21,26565.9,26513.7,-52.20000000000073,45,2.648035,-2468.161575000033,-0.2468161575000033,BANKNIFTY,2018,333333.0,14.999984999999999,-822.7197022794859,-0.08227197022794859
54,1000000,2018-06-21,26504.4,26513.7,9.299999999999272,45,5.303629999999998,179.83664999996734,0.0179836649999967,BANKNIFTY,2018,333333.0,14.999984999999999,59.945490054439105,0.005994549005443911
55,1000000,2018-06-22,26520.15,26761.05,240.89999999999785,45,5.294740000000004,10602.236699999905,1.0602236699999903,BANKNIFTY,2018,333333.0,14.999984999999999,3534.0753659210673,0.3534075365921067
56,1000000,2018-06-22,26552.45,26761.05,208.59999999999852,45,2.660522500000006,9267.276487499934,0.9267276487499934,BANKNIFTY,2018,333333.0,14.999984999999999,3089.089073407815,0.30890890734078147
56,1000000,2018-06-25,26761.05,26607.1,-153.95000000000073,45,2.660522500000006,-7047.473512500033,-0.7047473512500033,BANKNIFTY,2018,333333.0,14.999984999999999,-2349.1554883421736,-0.23491554883421736
57,1000000,2018-06-26,26645.9,26586.85,-59.05000000000291,45,5.323274999999995,-2896.7973750001306,-0.2896797375000131,BANKNIFTY,2018,333333.0,14.999984999999999,-965.5981594009185,-0.09655981594009186
58,1000000,2018-06-29,26444.55,26360.9,-83.64999999999782,45,5.281554999999997,-4001.9199749999016,-0.4001919974999902,BANKNIFTY,2018,333333.0,14.999984999999999,-1333.9719910266422,-0.13339719910266423
59,1000000,2018-07-04,26360.95,26424.5,63.54999999999927,45,2.6430849999999992,2740.811174999967,0.2740811174999967,BANKNIFTY,2018,333333.0,14.999984999999999,913.602811396264,0.0913602811396264
59,1000000,2018-07-05,26424.5,26500.75,76.25,45,2.6430849999999992,3312.311175,0.3312311175,BANKNIFTY,2018,333333.0,14.999984999999999,1104.1026208962749,0.1104102620896275
60,1000000,2018-07-06,26521.25,26503.45,-17.799999999999272,45,5.305760000000001,-1039.7591999999672,-0.1039759199999967,BANKNIFTY,2018,333333.0,14.999984999999999,-346.58605341358907,-0.03465860534135891
61,1000000,2018-07-06,26565.25,26503.45,-61.79999999999927,45,1.336511250000001,-2841.143006249967,-0.2841143006249967,BANKNIFTY,2018,333333.0,14.999984999999999,-947.0467217023203,-0.09470467217023203
61,1000000,2018-07-09,26503.45,26740.75,237.29999999999927,45,1.336511250000001,10618.356993749969,1.0618356993749969,BANKNIFTY,2018,333333.0,14.999984999999999,3539.4487917976576,0.35394487917976575
61,1000000,2018-07-10,26740.75,26892.3,151.54999999999927,45,1.336511250000001,6759.606993749967,0.6759606993749967,BANKNIFTY,2018,333333.0,14.999984999999999,2253.200078047658,0.22532000780476577
61,1000000,2018-07-11,26892.3,26814.5,-77.79999999999927,45,1.336511250000001,-3561.143006249967,-0.3561143006249967,BANKNIFTY,2018,333333.0,14.999984999999999,-1187.0464817023203,-0.11870464817023203
62,1000000,2018-07-11,26845.15,26814.5,-30.65000000000145,30,5.366505,-1080.495150000044,-0.1080495150000043,BANKNIFTY,2018,333333.0,9.99999,-360.1646898349645,-0.036016468983496454
63,1000000,2018-07-12,27076.25,26972.85,-103.40000000000146,30,5.4096350000000015,-3264.289050000044,-0.3264289050000044,BANKNIFTY,2018,333333.0,9.99999,-1088.0952619036648,-0.10880952619036648
64,1000000,2018-07-13,27023.7,26950.7,-73.0,30,5.397189999999995,-2351.9157,-0.23519157,BANKNIFTY,2018,333333.0,9.99999,-783.9711160281,-0.07839711160281
65,1000000,2018-07-17,26860.35,27015.15,154.8000000000029,30,2.691679999999998,4563.249600000087,0.4563249600000088,BANKNIFTY,2018,333333.0,9.99999,1521.0816789168293,0.15210816789168294
65,1000000,2018-07-18,27015.15,26912.3,-102.85000000000218,30,2.691679999999998,-3166.2504000000654,-0.3166250400000066,BANKNIFTY,2018,333333.0,9.99999,-1055.4157445832218,-0.10554157445832218
66,1000000,2018-07-18,26940.1,26912.3,-27.799999999999272,30,5.381720000000001,-995.4515999999784,-0.0995451599999978,BANKNIFTY,2018,333333.0,9.99999,-331.81686818279275,-0.03318168681827927
67,1000000,2018-07-19,26969.05,26796.95,-172.09999999999854,30,5.381965000000008,-5324.4589499999565,-0.5324458949999956,BANKNIFTY,2018,333333.0,9.99999,-1774.8178751803357,-0.1774817875180336
68,1000000,2018-07-23,26918.55,27000.9,82.35000000000218,30,5.372754999999998,2309.3173500000657,0.2309317350000065,BANKNIFTY,2018,333333.0,9.99999,769.7716802275719,0.0769771680227572
69,1000000,2018-07-23,26920.55,27000.9,80.35000000000218,30,2.691845,2329.7446500000656,0.2329744650000065,BANKNIFTY,2018,333333.0,9.99999,776.5807734184718,0.07765807734184718
69,1000000,2018-07-24,27000.9,26968.9,-32.0,30,2.691845,-1040.75535,-0.1040755349999999,BANKNIFTY,2018,333333.0,9.99999,-346.91810308155004,-0.034691810308155005
70,1000000,2018-07-24,26942.2,26968.9,26.700000000000728,30,0.9106841666666696,773.6794750000217,0.0773679475000021,BANKNIFTY,2018,333333.0,9.99999,257.89290044018225,0.025789290044018223
70,1000000,2018-07-25,26968.9,27017.75,48.84999999999855,30,0.9106841666666696,1438.1794749999565,0.1438179474999956,BANKNIFTY,2018,333333.0,9.99999,479.3926789401605,0.047939267894016056
70,1000000,2018-07-26,27017.75,27421.95,404.2000000000007,30,0.9106841666666696,12098.679475000024,1.2098679475000025,BANKNIFTY,2018,333333.0,9.99999,4032.8891254401824,0.4032889125440182
70,1000000,2018-07-27,27421.95,27631.45,209.5,30,0.9106841666666696,6257.679475,0.6257679475,BANKNIFTY,2018,333333.0,9.99999,2085.891072440175,0.20858910724401747
70,1000000,2018-07-30,27631.45,27815.2,183.75,30,0.9106841666666696,5485.179475,0.5485179475,BANKNIFTY,2018,333333.0,9.99999,1828.391329940175,0.1828391329940175
70,1000000,2018-07-31,27815.2,27773.15,-42.04999999999927,30,0.9106841666666696,-1288.8205249999785,-0.1288820524999978,BANKNIFTY,2018,333333.0,9.99999,-429.6064120598178,-0.04296064120598178
71,1000000,2018-07-31,27687.6,27773.15,85.55000000000291,30,2.7686174999999995,2483.441475000087,0.2483441475000087,BANKNIFTY,2018,333333.0,9.99999,827.8129971862041,0.08278129971862042
71,1000000,2018-08-01,27773.15,27485.2,-287.9500000000007,30,2.7686174999999995,-8721.558525000022,-0.8721558525000023,BANKNIFTY,2018,333333.0,9.99999,-2907.1832678138326,-0.29071832678138326
72,1000000,2018-08-03,27600.55,27709.25,108.70000000000071,30,2.774939999999986,3177.7518000000223,0.3177751800000022,BANKNIFTY,2018,333333.0,9.99999,1059.2495407494073,0.10592495407494074
72,1000000,2018-08-06,27709.25,27898.25,189.0,30,2.774939999999986,5586.7518,0.55867518,BANKNIFTY,2018,333333.0,9.99999,1862.2487377494,0.18622487377494001
