Trade No.,Portfolio,Date,Entry Price,Exit Price,Points,Qty,Slippage,PnL,ROI%,Index
0,1000000,2018-01-01,25562.65,25271.55,-291.1000000000022,45,5.108725,-13329.392625000099,-1.33293926250001,BANKNIFTY
1,1000000,2018-01-04,25423.95,25478.4,54.45000000000073,45,1.7033100000000065,2373.6010500000325,0.23736010500000324,BANKNIFTY
1,1000000,2018-01-05,25478.4,25619.9,141.5,45,1.7033100000000065,6290.851049999999,0.629085105,BANKNIFTY
1,1000000,2018-01-08,25619.9,25670.0,50.099999999998545,45,1.7033100000000065,2177.8510499999343,0.21778510499999343,BANKNIFTY
2,1000000,2018-01-09,25688.85,25688.0,-0.8499999999985448,45,2.5668325000000003,-153.75746249993452,-0.015375746249993452,BANKNIFTY
2,1000000,2018-01-10,25688.0,25590.15,-97.84999999999854,45,2.5668325000000003,-4518.757462499934,-0.45187574624999344,BANKNIFTY
3,1000000,2018-01-11,25682.15,25658.4,-23.75,45,2.5623574999999903,-1184.0560874999996,-0.11840560874999997,BANKNIFTY
3,1000000,2018-01-12,25658.4,25721.9,63.5,45,2.5623574999999903,2742.1939125000004,0.27421939125000006,BANKNIFTY
4,1000000,2018-01-12,25713.4,25721.9,8.5,45,1.7232650000000074,304.95307499999967,0.030495307499999968,BANKNIFTY
4,1000000,2018-01-15,25721.9,26053.45,331.5499999999993,45,1.7232650000000074,14842.203074999967,1.4842203074999967,BANKNIFTY
4,1000000,2018-01-16,26053.45,25969.4,-84.04999999999927,45,1.7232650000000074,-3859.796924999968,-0.3859796924999968,BANKNIFTY
5,1000000,2018-01-16,26036.8,25969.4,-67.39999999999782,45,1.7544183333333194,-3111.9488249999013,-0.3111948824999901,BANKNIFTY
5,1000000,2018-01-17,25969.4,26330.35,360.9499999999971,45,1.7544183333333194,16163.80117499987,1.616380117499987,BANKNIFTY
5,1000000,2018-01-18,26330.35,26561.4,231.0500000000029,45,1.7544183333333194,10318.301175000131,1.0318301175000133,BANKNIFTY
6,1000000,2018-01-19,26594.1,26893.6,299.5,45,1.078979000000004,13428.945945,1.3428945945,BANKNIFTY
6,1000000,2018-01-22,26893.6,27034.5,140.90000000000146,45,1.078979000000004,6291.945945000065,0.6291945945000065,BANKNIFTY
6,1000000,2018-01-23,27034.5,27382.6,348.09999999999854,45,1.078979000000004,15615.945944999934,1.5615945944999934,BANKNIFTY
6,1000000,2018-01-24,27382.6,27418.2,35.60000000000218,45,1.078979000000004,1553.4459450000982,0.1553445945000098,BANKNIFTY
6,1000000,2018-01-25,27418.2,27381.4,-36.79999999999927,45,1.078979000000004,-1704.5540549999673,-0.17045540549999674,BANKNIFTY
