Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Max Qty,RPT Qty,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%,Index,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
2017-01-02 15:15:00,LONG,2017-01-03,2024-09-23 09:15:00,7310.05,7289.4,7289.4,2017-01-03 09:15:00,7289.4,-20.650000000000546,1.459945,-22.109945000000547,-20120.0499500005,Initial SL Hit,910.0,1614.2050040354698,910.0,2,-0.20120049950000496,2017,1,0.0,FINNIFTY,-20120.0499500005,-0.20120049950000496,-0.20120049950000496,0.0
2017-01-03 11:45:00,LONG,2017-01-03,2024-09-23 12:15:00,7333.25,7260.15,7316.320909090911,2017-01-04 10:15:00,7306.25,-27.0,1.46395,-28.46395,-25902.1945,TSL Hit,910.0,455.9963520291815,910.0,2,-0.25902194500000003,2017,1,-0.7770658350000001,FINNIFTY,-46022.2444500005,-0.460222444500005,-0.20120049950000496,-0.25902194500000003
2017-01-05 10:15:00,LONG,2017-01-05,2024-09-23 10:45:00,8248.35,8187.35,8285.40090909091,2017-01-06 10:15:00,8270.3,21.94999999999891,1.651865,20.298134999998908,24560.74334999868,TSL Hit,1210.0,546.448087431694,1210.0,3,0.24560743349998682,2017,1,0.0,NIFTY,-21461.50110000182,-0.21461501100001817,-0.20120049950000496,-0.013414511500013215
2017-01-05 10:15:00,LONG,2017-01-05,2024-09-23 10:45:00,7296.05,7257.2,7380.954545454543,2017-01-06 10:45:00,7366.0,69.94999999999982,1.466205,68.48379499999982,62662.67242499983,TSL Hit,915.0,858.0008580008499,915.0,2,0.6266267242499983,2017,1,0.0,FINNIFTY,41201.17132499801,0.41201171324998015,0.41201171324998015,0.0
2017-01-06 11:45:00,LONG,2017-01-06,2024-09-23 12:15:00,7385.9,7364.35,7364.35,2017-01-06 14:15:00,7364.35,-21.549999999999272,1.475025,-23.02502499999927,-20837.64762499934,Initial SL Hit,905.0,1546.7904098995107,905.0,2,-0.20837647624999342,2017,1,-0.6251294287499802,FINNIFTY,20363.52369999867,0.20363523699998673,0.41201171324998015,-0.20837647624999342
2017-01-06 11:15:00,LONG,2017-01-06,2024-09-23 12:15:00,18295.95,18086.65,18884.81,2017-01-11 14:15:00,18808.55,512.5999999999985,3.71045,508.88954999999856,185744.68574999948,TSL Hit,365.0,159.26102882624676,365.0,2,1.8574468574999947,2017,1,0.0,BANKNIFTY,206108.20944999816,2.0610820944999815,2.0610820944999815,0.0
2017-01-09 12:15:00,LONG,2017-01-09,2024-09-23 12:45:00,7379.6,7363.1,7363.1,2017-01-09 15:15:00,7363.1,-16.5,1.4742700000000002,-17.97427,-16266.71435,Initial SL Hit,905.0,2020.2020202020203,905.0,2,-0.1626671435,2017,1,-1.1131308592499802,FINNIFTY,189841.49509999817,1.8984149509999815,2.0610820944999815,-0.1626671435
2017-01-10 10:45:00,LONG,2017-01-10,2024-09-23 11:15:00,8273.35,8262.25,8334.322727272727,2017-01-11 10:15:00,8332.75,59.39999999999964,1.66061,57.73938999999964,69864.66189999956,TSL Hit,1210.0,3003.0030030029047,1210.0,3,0.6986466189999955,2017,1,0.0,NIFTY,259706.15699999774,2.597061569999977,2.597061569999977,0.0
2017-01-10 10:45:00,LONG,2017-01-10,2024-09-23 11:15:00,7394.45,7363.05,7478.873636363638,2017-01-11 11:15:00,7475.5,81.05000000000018,1.486995,79.56300500000019,71606.70450000017,TSL Hit,900.0,1061.571125265405,900.0,2,0.7160670450000016,2017,1,0.0,FINNIFTY,331312.8614999979,3.313128614999979,3.313128614999979,0.0
2017-01-11 11:45:00,LONG,2017-01-11,2024-09-23 12:15:00,7487.1,7445.05,7520.781818181818,2017-01-12 14:15:00,7515.95,28.84999999999945,1.500305,27.349694999999453,24341.228549999516,TSL Hit,890.0,792.7070947284943,890.0,2,0.24341228549999513,2017,1,0.0,FINNIFTY,355654.09004999744,3.5565409004999737,3.5565409004999737,0.0
2017-01-11 10:45:00,LONG,2017-01-11,2024-09-23 11:15:00,8340.6,8322.55,8387.204545454544,2017-01-16 09:15:00,8385.25,44.64999999999964,1.672585,42.97741499999964,51572.89799999957,TSL Hit,1200.0,1846.7220683286048,1200.0,3,0.5157289799999957,2017,1,0.0,NIFTY,407226.988049997,4.072269880499969,4.072269880499969,0.0
2017-01-12 10:15:00,LONG,2017-01-12,2024-09-23 11:15:00,18888.05,18703.8,19121.51727272728,2017-01-16 15:15:00,19110.65,222.60000000000215,3.79987,218.80013000000216,77674.04615000078,TSL Hit,355.0,180.91361374943463,355.0,2,0.7767404615000079,2017,1,0.0,BANKNIFTY,484901.0341999978,4.8490103419999775,4.8490103419999775,0.0
2017-01-13 12:45:00,LONG,2017-01-13,2024-09-23 13:15:00,7575.9,7539.85,7615.667272727277,2017-01-17 15:15:00,7614.35,38.45000000000073,1.519025,36.93097500000073,32499.258000000642,TSL Hit,880.0,924.6417013407491,880.0,2,0.3249925800000064,2017,1,0.0,FINNIFTY,517400.2921999984,5.174002921999984,5.174002921999984,0.0
2017-01-13 09:45:00,LONG,2017-01-13,2024-09-23 10:15:00,7544.95,7505.45,7570.604545454542,2017-01-13 12:15:00,7562.15,17.199999999999818,1.51071,15.68928999999982,13885.02164999984,TSL Hit,885.0,843.8818565400844,885.0,2,0.1388502164999984,2017,1,0.0,FINNIFTY,531285.3138499983,5.312853138499982,5.312853138499982,0.0
2017-01-16 11:45:00,LONG,2017-01-16,2024-09-23 12:15:00,8406.0,8395.95,8395.95,2017-01-17 10:15:00,8395.95,-10.049999999999272,1.680195,-11.730194999999272,-13958.932049999132,Initial SL Hit,1190.0,3316.749585406542,1190.0,3,-0.13958932049999132,2017,1,-0.4187679614999742,NIFTY,517326.38179999916,5.173263817999991,5.312853138499982,-0.13958932049999095
2017-01-17 12:15:00,LONG,2017-01-17,2024-09-23 13:15:00,19083.05,18981.85,19213.857272727277,2017-01-18 12:15:00,19186.65,103.60000000000218,3.82697,99.77303000000218,34920.560500000756,TSL Hit,350.0,329.38076416337054,350.0,2,0.34920560500000764,2017,1,0.0,BANKNIFTY,552246.9422999999,5.522469422999999,5.522469422999999,0.0
2017-01-18 09:15:00,LONG,2017-01-18,2024-09-23 09:45:00,7693.1,7603.55,7691.163636363635,2017-01-18 10:45:00,7686.0,-7.100000000000364,1.53791,-8.637910000000364,-7471.792150000315,TSL Hit,865.0,372.2315280104217,865.0,2,-0.07471792150000313,2017,1,-0.2241537645000093,FINNIFTY,544775.1501499995,5.4477515014999955,5.522469422999999,-0.07471792150000311
2017-01-19 14:15:00,LONG,2017-01-19,2024-09-23 14:45:00,8432.45,8415.0,8422.01272727273,2017-01-20 09:15:00,8404.35,-28.100000000000364,1.6836800000000005,-29.783680000000363,-35293.66080000043,Gap Open Outside ISL,1185.0,1910.2196752625757,1185.0,3,-0.35293660800000426,2017,1,-1.477577785499987,NIFTY,509481.4893499991,5.094814893499992,5.522469422999999,-0.42765452950000693
2017-01-23 10:15:00,LONG,2017-01-23,2024-09-23 10:45:00,7524.55,7480.7,7523.2345454545475,2017-01-23 11:15:00,7517.8,-6.75,1.5042350000000002,-8.254235,-7304.997974999999,TSL Hit,885.0,760.1672367920879,885.0,2,-0.07304997974999997,2017,1,-0.4433037037500091,FINNIFTY,502176.4913749991,5.021764913749991,5.522469422999999,-0.5007045092500073
2017-01-24 09:45:00,LONG,2017-01-24,2024-09-23 10:15:00,8434.25,8375.15,8517.870909090905,2017-01-25 10:15:00,8514.7,80.45000000000073,1.6948950000000005,78.75510500000073,93324.79942500086,TSL Hit,1185.0,564.0157924421849,1185.0,3,0.9332479942500087,2017,1,0.0,NIFTY,595501.2908,5.9550129080000005,5.9550129080000005,0.0
2017-01-24 09:45:00,LONG,2017-01-24,2024-09-23 10:15:00,7596.35,7497.9,7737.270909090908,2017-01-25 11:15:00,7726.95,130.59999999999943,1.53233,129.06766999999945,113579.54959999952,TSL Hit,880.0,338.5813441679339,880.0,2,1.1357954959999954,2017,1,0.0,FINNIFTY,709080.8403999995,7.090808403999996,7.090808403999996,0.0
2017-01-24 12:15:00,LONG,2017-01-24,2024-09-23 13:15:00,19002.35,18767.9,19728.102727272737,2017-01-27 11:15:00,19714.55,712.2000000000007,3.87169,708.3283100000008,247914.90850000028,TSL Hit,350.0,142.1767256700096,350.0,2,2.4791490850000026,2017,1,0.0,BANKNIFTY,956995.7488999998,9.569957488999998,9.569957488999998,0.0
2017-01-25 11:15:00,LONG,2017-01-25,2024-09-23 11:45:00,8524.65,8497.85,8663.674545454545,2017-01-27 10:15:00,8663.05,138.39999999999964,1.7187699999999997,136.68122999999963,160600.44524999955,TSL Hit,1175.0,1243.781094527397,1175.0,3,1.6060044524999955,2017,1,0.0,NIFTY,1117596.1941499994,11.175961941499994,11.175961941499994,0.0
